,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,Interest Expense,-0.09,-0.09,-0.1,-5.03,-0.23,-0.23,-0.26,-7.26,-0.16,-0.17,-0.11,-0,-,-,-,-,-,-,-
12,Interest & Investment Income,2.25,22.93,2.24,0.73,1.26,1.25,2.52,0.44,3.11,5.65,5.74,2.87,2.17,1.93,2.01,3.15,1.43,2.77,2.77
13,Currency Exchange Gain (Loss),-0.1,0.1,-,-,-0.47,0.47,-,-,-1.86,1.86,-,-0.65,0.2,-0.2,-,-1.41,-0.29,0.14,0.14
14,Other Non Operating Income (Expenses),-0.25,-0.19,-0.09,4.47,0.34,-0.11,-0.2,-3.25,2.09,-0.08,-0.4,-1.03,0.36,-0.88,0.15,1.09,-0.91,-0.52,-0.52
15,EBT Excluding Unusual Items,123.56,140.25,110.79,110.18,111.52,218.76,190.39,98.08,178.36,185.98,118.18,106.31,129.13,154.85,71.51,90.52,75.71,70.23,70.23
16,Gain (Loss) on Sale of Investments,-,-,-,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,0.38,0.05,-0,0.03,-0.04,-0.03,0.01,-0.24,0.01,-0.01,-0.01,0.04,0.06,-0,-0.01,-,-,-0.01,-0.01
18,Asset Writedown,-2.25,1.01,-1.01,-6.75,-1.69,0.52,-0.52,-1.69,-0.57,0.29,-0.29,2.19,-2.27,0.68,-0.68,1.57,-1.57,-0,-0
19,Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.36,0.31,-0.15,-0.15
20,Other Unusual Items,-1.5,1.82,-0.16,-1.78,10.91,-10.91,-,-,3.25,-3.25,-,1.8,-0.05,0.05,-,6.72,-,-,-
21,Pretax Income,120.19,143.13,109.61,101.68,120.7,208.33,189.89,96.15,181.05,183,117.87,110.34,126.87,155.57,70.82,98.45,74.46,70.07,70.07
22,Income Tax Expense,14.63,16.73,13.33,7.7,15.47,23.08,28.82,7.05,21.43,26.31,16.88,16.46,16.74,20.62,9.14,12.88,9.69,9.56,9.56
23,Net Income,105.56,126.4,96.29,93.98,105.23,185.25,161.07,89.1,159.62,156.69,100.99,93.87,110.13,134.96,61.68,85.57,64.77,60.51,60.51
24,Net Income to Common,105.56,126.4,96.29,93.98,105.23,185.25,161.07,89.1,159.62,156.69,100.99,93.87,110.13,134.96,61.68,85.57,64.77,60.51,60.51
25,Net Income Growth,0.31%,-31.77%,-40.22%,5.48%,-34.07%,18.23%,59.49%,-5.09%,44.94%,16.11%,63.72%,9.71%,70.04%,123.04%,1.95%,-,-,-,-
26,Shares Outstanding (Basic),586,576,566,560,582,579,575,534,547,564,582,564,567,508,522,541,518,513,513
27,Shares Outstanding (Diluted),586,576,566,560,582,579,575,534,547,564,582,564,567,508,522,541,518,513,513
28,Shares Change (YoY),0.57%,-0.61%,-1.54%,4.88%,6.56%,2.78%,-1.12%,-5.29%,-3.59%,11.04%,11.38%,4.33%,9.35%,-0.99%,1.90%,-,-,-,-
29,EPS (Basic),0.18,0.22,0.17,0.17,0.18,0.32,0.28,0.17,0.29,0.28,0.17,0.17,0.19,0.27,0.12,0.16,0.12,0.12,0.12
30,EPS (Diluted),0.18,0.22,0.17,0.17,0.18,0.32,0.28,0.17,0.29,0.28,0.17,0.17,0.19,0.27,0.12,0.16,0.12,0.12,0.12
31,EPS Growth,-0.25%,-31.35%,-39.29%,0.57%,-38.13%,15.03%,61.29%,0.22%,50.33%,4.56%,46.99%,5.16%,55.49%,125.27%,0.04%,-,-,-,-
32,Free Cash Flow,119.37,126.58,177.31,127.54,98.3,83.04,-160.74,155.92,80.63,-10.93,-122.88,168.56,-61.01,-4.36,-94.01,68.83,-53.68,-21.6,-21.6
33,Free Cash Flow Per Share,0.20,0.22,0.31,0.23,0.17,0.14,-0.28,0.29,0.15,-0.02,-0.21,0.30,-0.11,-0.01,-0.18,0.13,-0.10,-0.04,-0.04
34,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,0.208,-,-,-,-,-,-,-
35,Gross Margin,35.32%,35.86%,35.03%,33.37%,35.74%,40.34%,41.68%,35.58%,40.35%,40.89%,39.71%,33.45%,44.56%,44.04%,43.00%,44.24%,44.61%,42.81%,42.81%
36,Operating Margin,19.43%,17.02%,20.13%,16.23%,16.36%,26.39%,26.77%,15.87%,26.17%,26.42%,23.17%,22.20%,26.47%,28.92%,21.72%,23.06%,25.67%,25.34%,25.34%
37,Profit Margin,16.85%,18.31%,17.82%,13.86%,15.56%,22.49%,22.89%,13.07%,23.85%,23.16%,20.72%,19.82%,23.07%,25.35%,19.31%,22.51%,22.02%,22.60%,22.60%
38,Free Cash Flow Margin,19.05%,18.33%,32.82%,18.81%,14.54%,10.08%,-22.85%,22.88%,12.05%,-1.62%,-25.21%,35.59%,-12.78%,-0.82%,-29.43%,18.10%,-18.25%,-8.07%,-8.07%
39,EBITDA,-,131.32,-,124.56,122.23,231.36,199.94,119.87,179.37,189.55,117.12,109.31,129.03,156.88,71.99,90.32,78.09,70.44,70.44
40,EBITDA Margin,-,19.02%,-,18.38%,18.07%,28.09%,28.42%,17.59%,26.80%,28.02%,24.03%,23.08%,27.03%,29.47%,22.54%,23.76%,26.55%,26.31%,26.31%
41,D&A For EBITDA,-,13.82,-,14.56,11.6,13.98,11.6,11.73,4.19,10.83,4.19,4.19,2.63,2.88,2.63,2.63,2.61,2.61,2.61
42,EBIT,121.75,117.5,108.74,110.01,110.63,217.39,188.33,108.15,175.18,178.72,112.94,105.12,126.4,154,69.36,87.69,75.48,67.84,67.84
43,EBIT Margin,19.43%,17.02%,20.13%,16.23%,16.36%,26.39%,26.77%,15.87%,26.17%,26.42%,23.17%,22.20%,26.47%,28.92%,21.72%,23.06%,25.67%,25.34%,25.34%
44,Effective Tax Rate,12.17%,11.69%,12.16%,7.57%,12.81%,11.08%,15.18%,7.33%,11.83%,14.38%,14.32%,14.92%,13.19%,13.25%,12.90%,13.08%,13.01%,13.64%,13.64%
45,Revenue as Reported,626.53,690.46,540.22,-,676.26,823.79,703.56,-,669.36,676.51,487.36,473.58,477.45,532.41,319.38,380.19,294.09,267.7,267.7
