,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
25,Other Current Liabilities,98.87,88.16,98.13,111.03,122.69,108.2,102.35,98.31,1.31,0.4,-,68.83,-,0.98,0.98
26,Total Current Liabilities,498.55,542.61,501.05,492.52,508.05,498.85,451.99,478.89,458.7,497.48,-,402.32,-,327.11,327.11
27,Long-Term Leases,-,1,0.99,1.98,2.93,3.85,3.82,4.72,-,-,-,-,-,0.81,0.81
28,Long-Term Deferred Tax Liabilities,0.94,1.53,1.69,1.78,0.98,2.29,1.23,2.3,-,-,-,0.13,-,0.03,0.03
29,Total Liabilities,499.49,545.14,503.73,496.28,511.96,504.99,457.04,485.91,458.7,497.48,-,402.45,-,327.95,327.95
30,Common Stock,83.36,83.32,83.32,83.32,83.32,83.2,64,64,64,48,-,48,-,48,48
31,Additional Paid-In Capital,491.51,490.05,489.3,488.55,487.61,484.42,503.62,503.62,503.62,24.52,-,24.52,-,24.52,24.52
32,Retained Earnings,680.42,661.33,656.29,616.42,569.31,510.38,474.1,435.61,404.43,364.24,-,317.18,-,280.14,280.14
33,Treasury Stock,-2.02,-3.31,-3.31,-3.31,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,1.35,2.38,2.23,1.84,2.6,2.64,1.07,1.11,3.08,-0.08,-,-1.09,-,-0.77,-0.77
35,Shareholders' Equity,1255,1234,1228,1187,1143,1081,1043,1004,975.13,436.68,388.61,388.61,-,351.89,351.89
36,Total Liabilities & Equity,1754,1779,1732,1683,1655,1586,1500,1490,1434,934.16,-,791.06,-,679.84,679.84
37,Total Debt,0.28,4.18,4.41,5.32,5.61,5.56,6.45,7.33,75.69,76.42,12.71,12.71,-,66.82,66.82
38,Net Cash (Debt),196.91,484.89,412.56,583.77,375.09,535.21,418.3,635.21,293.7,25.37,68.71,68.71,-,-13.37,-13.37
39,Net Cash Growth,-47.50%,-9.40%,-1.37%,-8.10%,27.71%,2009.59%,508.80%,824.48%,-,-,-,-,-,-,-
40,Net Cash Per Share,2.37,5.83,4.95,7.05,4.52,6.40,5.03,98.26,7.03,0.25,1.10,1.10,-,-0.21,-0.21
41,Filing Date Shares Outstanding,83.36,83.32,83.32,82.78,83.32,83.2,83.2,83.2,83.2,62.4,62.39,62.4,62.7,62.4,62.4
42,Total Common Shares Outstanding,83.36,83.32,83.32,82.78,83.32,83.2,83.2,83.2,83.2,62.4,62.39,62.4,62.7,62.4,62.4
43,Working Capital,422.05,600.52,752.51,805.78,807.72,814.25,940.79,908.22,891.97,353.73,-,277.39,-,252,252
44,Book Value Per Share,15.05,14.81,14.74,14.34,13.72,12.99,12.53,12.07,11.72,7.00,6.23,6.23,-,5.64,5.64
45,Tangible Book Value,1232,1211,1205,1164,1120,1068,1030,992.05,963.2,424.38,376.44,376.44,-,344.1,344.1
46,Tangible Book Value Per Share,14.78,14.54,14.46,14.06,13.44,12.84,12.39,11.92,11.58,6.80,6.03,6.03,-,5.51,5.51
47,Buildings,-,37.81,-,37.78,-,36.88,-,36.84,-,36.84,-,36.77,-,25.8,25.8
48,Machinery,-,109.13,-,103.7,-,93.99,-,87.73,-,72.25,-,68.35,-,61.26,61.26
49,Construction In Progress,-,118.16,-,42.76,-,12.63,-,2.25,-,0.09,-,0.21,-,0.31,0.31
