,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
21,Income Tax Expense,-0.04,9.01,14.78,16.47,8.64,-2.32,12.31,8.06,-18.63,20.49,22.04,35.05,20.46,16.26,14.83,5.52,3.18,5.78,10.94
22,Earnings From Continuing Operations,33.69,75.69,37.65,21.63,52.06,80.84,29.38,72.45,90.62,64.62,72.68,100.71,65.55,61.12,50.62,24.94,12.64,21.41,42.75
23,Minority Interest in Earnings,0.09,-0.23,-0.43,-0,-0.03,-0.02,-0.16,-0.08,-0.01,-0.02,-0.08,-0.1,0.01,0.02,-0.08,0.02,-0.02,0.04,-
24,Net Income,33.78,75.46,37.22,21.62,52.03,80.82,29.22,72.37,90.61,64.59,72.59,100.61,65.56,61.14,50.54,24.96,12.62,21.45,42.75
25,Net Income to Common,33.78,75.46,37.22,21.62,52.03,80.82,29.22,72.37,90.61,64.59,72.59,100.61,65.56,61.14,50.54,24.96,12.62,21.45,42.75
26,Net Income Growth,-35.07%,-6.63%,27.38%,-70.12%,-42.58%,25.11%,-59.75%,-28.06%,38.20%,5.64%,43.64%,303.03%,419.40%,185.06%,18.20%,-,-,-,-
27,Shares Outstanding (Basic),375,379,372,369,372,394,365,381,358,386,376,365,384,275,283,268,288,281,-
28,Shares Outstanding (Diluted),375,379,372,373,399,394,365,381,358,386,376,365,384,275,283,268,288,281,-
29,Shares Change (YoY),-5.84%,-3.71%,1.90%,-1.95%,11.33%,2.02%,-2.95%,4.19%,-6.70%,40.08%,33.00%,36.07%,33.52%,-1.93%,-,-,-,-,-
30,EPS (Basic),0.09,0.20,0.10,0.06,0.14,0.21,0.08,0.19,0.25,0.17,0.19,0.28,0.17,0.22,0.18,0.09,0.04,0.08,-
31,EPS (Diluted),0.09,0.20,0.10,0.06,0.13,0.21,0.08,0.19,0.25,0.17,0.19,0.28,0.17,0.22,0.18,0.09,0.04,0.08,-
32,EPS Growth,-31.04%,-3.03%,25.00%,-69.53%,-48.42%,22.64%,-58.53%,-30.95%,48.13%,-24.58%,8.01%,196.19%,289.01%,190.67%,-,-,-,-,-
33,Free Cash Flow,8.03,-135.05,-297.81,-73.41,-181.41,-232.63,-421.24,-237.97,-184.11,-63.45,-345.39,-270.76,-116.99,-44.42,-67.43,-13.72,-47.81,-,-
34,Free Cash Flow Per Share,0.02,-0.36,-0.80,-0.20,-0.45,-0.59,-1.15,-0.63,-0.51,-0.16,-0.92,-0.74,-0.30,-0.16,-0.24,-0.05,-0.17,-,-
35,Dividend Per Share,-,-,-,0.150,-,-,-,0.179,-,-,-,0.179,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-16.01%,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,15.11%,18.13%,17.26%,9.89%,15.65%,15.00%,16.73%,20.33%,16.02%,15.40%,21.41%,26.04%,21.13%,22.00%,18.95%,22.35%,19.34%,29.88%,11.48%
38,Operating Margin,6.00%,8.71%,6.20%,-2.22%,7.29%,5.67%,7.10%,8.91%,5.85%,8.41%,12.22%,15.67%,10.85%,11.89%,11.21%,3.32%,5.97%,5.81%,11.48%
39,Profit Margin,2.81%,6.49%,3.68%,1.90%,4.53%,7.08%,3.11%,6.68%,9.49%,6.25%,9.91%,11.44%,8.24%,8.79%,8.15%,4.83%,2.65%,4.38%,9.13%
40,Free Cash Flow Margin,0.67%,-11.61%,-29.41%,-6.44%,-15.79%,-20.39%,-44.86%,-21.97%,-19.28%,-6.14%,-47.15%,-30.78%,-14.70%,-6.39%,-10.88%,-2.66%,-10.04%,-,-
41,EBITDA,136.66,183.82,127.28,39.22,119.98,122.86,102.84,132.64,84.9,119.91,118.52,166.84,113.76,110.56,96.91,44.58,35.06,55.63,60.43
42,EBITDA Margin,11.36%,15.80%,12.57%,3.44%,10.44%,10.77%,10.95%,12.25%,8.89%,11.61%,16.18%,18.97%,14.30%,15.89%,15.64%,8.63%,7.36%,11.35%,12.90%
43,D&A For EBITDA,64.5,82.43,64.5,64.5,36.17,58.15,36.17,36.17,29.03,33.03,29.03,29.03,27.43,27.82,27.43,27.43,6.63,27.16,6.63
44,EBIT,72.16,101.39,62.78,-25.28,83.82,64.71,66.67,96.47,55.87,86.88,89.49,137.81,86.32,82.74,69.48,17.14,28.43,28.46,53.8
45,EBIT Margin,6.00%,8.71%,6.20%,-2.22%,7.29%,5.67%,7.10%,8.91%,5.85%,8.41%,12.22%,15.67%,10.85%,11.89%,11.21%,3.32%,5.97%,5.81%,11.48%
46,Effective Tax Rate,-,10.63%,28.19%,43.24%,14.23%,-,29.53%,10.02%,-,24.07%,23.27%,25.82%,23.79%,21.01%,22.66%,18.11%,20.09%,21.26%,20.37%
47,Revenue as Reported,1203,1163,1012,1140,1149,1141,938.91,1083,954.69,1033,732.53,879.63,795.59,695.67,619.8,516.76,476.37,958.62,-
