,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q2 2016,Q1 2016,Q2 2015,Q1 2015
17,Gain (Loss) on Sale of Assets,-1.42,0.12,1.29,-,-0,-,-0,-,0.45,-0,0.65,-0,-0.01,0.01,-0.01,-,-,-,-,-
18,Asset Writedown,18.84,-18.84,6.4,-6.4,66.92,-66.92,56.37,-56.37,9.36,-9.36,1.56,-1.56,-1.85,1.85,0.96,-0.96,-0.46,-0.46,-0.2,-0.2
19,Other Unusual Items,-3.07,-20.94,22.14,1.88,34.56,-,-,-,29.89,-0.39,0.39,-,43.71,-,-,-,-,-,-,-
20,Pretax Income,-5.13,-44,21.65,-1.62,152.97,45.98,13.65,-88.33,-2.23,22.63,4.63,67.72,-96.31,59.85,35.88,16.37,14.53,14.53,9.23,9.23
21,Income Tax Expense,-13.53,-0.6,5.01,3.75,28.16,-11.7,1.26,-5.74,2.09,-8.5,14.81,30.96,15.54,20.68,31.5,16.5,0.3,0.3,0.01,0.01
22,Net Income,8.4,-43.39,16.64,-5.37,124.81,57.68,12.39,-82.59,-4.32,31.13,-10.18,36.76,-111.85,39.18,4.39,-0.13,14.23,14.23,9.22,9.22
23,Net Income to Common,8.4,-43.39,16.64,-5.37,124.81,57.68,12.39,-82.59,-4.32,31.13,-10.18,36.76,-111.85,39.18,4.39,-0.13,14.23,14.23,9.22,9.22
24,Net Income Growth,-93.27%,-,34.28%,-,-,85.30%,-,-,-,-20.54%,-,-,-,175.33%,-52.40%,-,-,-,-,-
25,Shares Outstanding (Basic),377,453,214,537,412,426,413,413,379,387,392,368,360,229,360,-,27,27,27,27
26,Shares Outstanding (Diluted),377,453,214,537,412,426,413,413,379,402,392,368,360,229,360,-,27,27,27,27
27,Shares Change (YoY),-8.41%,6.43%,-48.19%,30.11%,8.66%,6.03%,5.37%,12.35%,5.27%,75.63%,8.86%,-,1227.96%,743.96%,1227.34%,-,-,-,-,-
28,EPS (Basic),0.02,-0.10,0.08,-0.01,0.30,0.14,0.03,-0.20,-0.01,0.08,-0.03,0.10,-0.31,0.17,0.01,-,0.53,0.53,0.34,0.34
29,EPS (Diluted),0.02,-0.10,0.08,-0.01,0.30,0.14,0.03,-0.20,-0.01,0.08,-0.03,0.10,-0.31,0.17,0.01,-,0.53,0.53,0.34,0.34
30,EPS Growth,-92.66%,-,159.17%,-,-,74.77%,-,-,-,-54.76%,-,-,-,-67.38%,-96.41%,-,-,-,-,-
31,Free Cash Flow,-,-173.36,34.02,-286.88,131.73,98.15,243.83,134.4,203.74,-80.12,-151.17,-264.88,-78.9,-112.77,77.44,-82.37,-16.65,-16.65,-10.69,-10.69
32,Free Cash Flow Per Share,-,-0.38,0.16,-0.53,0.32,0.23,0.59,0.33,0.54,-0.20,-0.39,-0.72,-0.22,-0.49,0.22,-,-0.61,-0.61,-0.39,-0.39
33,Dividend Per Share,-,-,-,-,0.055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Gross Margin,284.27%,22.48%,23.22%,28.07%,19.17%,33.21%,15.03%,30.80%,24.64%,31.05%,31.02%,29.86%,27.93%,29.80%,28.52%,24.40%,23.01%,23.01%,23.63%,23.63%
35,Operating Margin,4.12%,-3.85%,-4.05%,-3.70%,2.01%,13.25%,-7.61%,-12.24%,-8.13%,-2.03%,-2.70%,8.20%,-17.42%,5.22%,4.62%,1.91%,8.80%,8.80%,9.10%,9.10%
36,Profit Margin,1.37%,-10.32%,2.73%,-1.16%,9.10%,8.01%,2.16%,-25.97%,-0.85%,6.68%,-2.24%,4.29%,-14.77%,3.73%,0.51%,-0.02%,11.21%,11.21%,9.69%,9.69%
37,Free Cash Flow Margin,-,-41.25%,5.57%,-62.19%,9.61%,13.64%,42.56%,42.26%,39.92%,-17.20%,-33.21%,-30.93%,-10.42%,-10.75%,9.00%,-9.79%,-13.11%,-13.11%,-11.24%,-11.24%
38,EBITDA,44.45,3.09,-3.36,2.2,46.79,109.5,-24.5,-24.74,-27.35,-2.38,-0.13,77.31,-124.88,57.44,45.72,18.75,11.92,11.92,9.25,9.25
39,EBITDA Margin,7.27%,0.73%,-0.55%,0.48%,3.41%,15.21%,-4.28%,-7.78%,-5.36%,-0.51%,-0.03%,9.03%,-16.49%,5.47%,5.31%,2.23%,9.39%,9.39%,9.72%,9.72%
40,D&A For EBITDA,19.26,19.26,21.34,19.26,19.26,14.17,19.11,14.17,14.17,7.07,12.14,7.07,7.07,2.69,5.95,2.69,0.74,0.74,0.6,0.6
41,EBIT,25.18,-16.18,-24.7,-17.07,27.53,95.33,-43.61,-38.91,-41.52,-9.45,-12.27,70.24,-131.95,54.75,39.78,16.06,11.18,11.18,8.66,8.66
42,EBIT Margin,4.12%,-3.85%,-4.05%,-3.70%,2.01%,13.25%,-7.61%,-12.24%,-8.13%,-2.03%,-2.70%,8.20%,-17.42%,5.22%,4.62%,1.91%,8.80%,8.80%,9.10%,9.10%
43,Effective Tax Rate,-,-,23.14%,-,18.41%,-,9.22%,-,-,-,319.79%,45.72%,-,34.55%,87.77%,100.80%,2.07%,2.07%,0.06%,0.06%
44,Revenue as Reported,-,420.27,610.28,461.32,1371,719.71,572.93,318.01,510.38,465.92,455.22,856.36,757.51,1049,860.82,841.08,126.97,126.97,95.16,95.16
