,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q2 2016,Q1 2016,Q2 2015,Q1 2015
10,Total Current Assets,-,3980,4091,4171,4335,4274,3859,3627,3795,3891,4059,1951,1741,-,1445,-,278.21,278.21,-,-
11,"Property, Plant & Equipment",-,309.68,323.81,335.72,330.17,333.2,340.26,312.33,297.3,296.81,228.46,219.23,209.61,-,121.64,-,8.62,8.62,-,-
12,Long-Term Investments,-,62.44,46.55,63.94,66.09,62.5,21.1,19.77,13.85,-,-,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,-,37.62,38.61,37.99,37.9,39.87,40.88,39.69,38.91,39.26,33.39,25.48,26.08,-,17.19,-,0.47,0.47,-,-
14,Long-Term Deferred Tax Assets,-,10.02,9.48,10.49,12.88,11.09,11.12,12.78,7.13,6.18,6.59,4.12,4.19,-,5.61,-,0.01,0.01,-,-
15,Long-Term Deferred Charges,-,56.3,19.18,22.7,26.85,29.02,33.04,37.27,41.83,44.17,44.09,44.79,45.94,-,25.58,-,-,-,-,-
16,Other Long-Term Assets,-,36.28,26.77,21.78,10.48,3.59,2.13,21.06,30.62,30.48,30.33,7.87,12.4,-,37.86,-,-,-,-,-
17,Total Assets,-,4493,4555,4664,4819,4753,4308,4070,4225,4308,4402,2252,2039,-,1653,-,287.31,287.31,-,-
18,Accounts Payable,-,230.41,220.91,387.62,485.46,557.24,129.39,106.22,80.63,175.12,207.21,517.87,412.23,-,401.55,-,66.74,66.74,-,-
19,Accrued Expenses,-,49.9,143.56,33.99,85.87,46.38,118.47,28.85,64.91,58.52,153.91,27.54,243.31,-,262.74,-,2.11,2.11,-,-
20,Short-Term Debt,-,103.08,52.31,102.02,108.07,195,150.19,98.08,177.21,132.33,139.26,260,38.82,-,26.58,-,67.06,67.06,-,-
21,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,24.95,16.03,65.01,55.8,-,-,-,-,-,-,-
22,Current Portion of Leases,-,14.83,18,14.35,14.82,13.57,12.26,9.11,10.24,-,10.1,-,8.95,-,8.7,-,-,-,-,-
23,Current Income Taxes Payable,-,4.33,-,26.35,31.66,7.32,0.24,18.99,16.76,19.12,32.91,73.15,40.22,-,28.26,-,0.84,0.84,-,-
24,Current Unearned Revenue,-,8.58,4.03,1.82,8.66,4.11,13.77,4,5.78,29.79,29.29,24.77,25.04,-,12.25,-,-,-,-,-
25,Other Current Liabilities,-,2.45,32.64,1.81,13.52,2.01,10.65,3.13,9.63,2.46,18,2.3,37.37,-,45.26,-,37.83,37.83,-,-
26,Total Current Liabilities,-,413.58,471.45,567.96,748.05,825.64,434.97,268.38,365.16,442.28,606.72,970.63,861.74,-,785.35,-,174.58,174.58,-,-
27,Long-Term Debt,-,-,-,-,-,-,-,-,-,26,26,45.12,52.25,-,-,-,-,-,-,-
28,Long-Term Leases,-,21.73,22.6,26.72,9.61,12.74,17.75,12.2,14.09,12.58,8.97,11.9,12.25,-,12.87,-,-,-,-,-
29,Long-Term Unearned Revenue,-,26.76,28.1,26.2,24.88,26.4,27.83,10.74,11.6,13.78,12.65,13.52,14.34,-,21.46,-,-,-,-,-
30,Long-Term Deferred Tax Liabilities,-,0.81,0.87,1.13,2.11,1.11,2.1,1.74,1.83,-,-,-,-,-,0.09,-,-,-,-,-
31,Total Liabilities,-,462.88,523.02,622.02,784.65,865.89,482.64,293.06,392.68,494.64,654.34,1041,940.57,-,819.77,-,174.58,174.58,-,-
32,Common Stock,-,430,418.32,418.32,418.17,418.17,418.17,409.24,408.62,408.62,400.08,360,360,-,360,-,27,27,-,-
33,Additional Paid-In Capital,-,3692,3678,3664,3650,3630,3618,3592,3571,3550,3524,1018,942.71,-,603.88,-,69.82,69.82,-,-
34,Retained Earnings,-,-92.5,-49.11,-42.74,-37.37,-162.17,-219.86,-232.25,-149.66,-145.34,-176.47,-166.29,-203.05,-,-130.37,-,16.79,16.79,-,-
35,Comprehensive Income & Other,-,0.82,-14.84,2.28,3.98,1.14,8.96,7.91,2.16,0.34,-0.3,-0.9,-0.85,-,-0.76,-,-0.87,-0.87,-,-
36,Shareholders' Equity,4030,4030,4032,4042,4035,3887,3825,3777,3832,3813,3747,1211,1099,-,832.75,560.22,112.73,112.73,-,65.96
37,Total Liabilities & Equity,-,4493,4555,4664,4819,4753,4308,4070,4225,4308,4402,2252,2039,-,1653,-,287.31,287.31,-,-
38,Total Debt,139.64,139.64,92.9,143.09,132.5,221.32,180.2,119.39,201.54,195.86,200.37,382.03,168.06,-,48.15,80.36,67.06,67.06,-,5
39,Net Cash (Debt),2555,2555,2727,2688,2987,2857,2810,2563,2434,2245,2300,-53.25,213.09,-,409.56,438.13,62.86,62.86,-,46.14
40,Net Cash Growth,-14.44%,-10.54%,-2.98%,4.89%,22.73%,27.25%,22.21%,-,1042.15%,-,461.48%,-,239.00%,-,-,849.50%,-,-,-,-
41,Net Cash Per Share,6.78,5.64,12.74,5.00,7.26,6.71,6.81,6.21,6.42,5.59,5.87,-0.14,0.59,-,1.14,-,2.32,2.32,-,1.70
42,Filing Date Shares Outstanding,430,430,418.32,418.32,418.17,418.17,418.17,409.24,408.62,408.62,400.08,360,400.08,228.73,360,-,27,27.1,27.12,27.12
43,Total Common Shares Outstanding,430,430,418.32,418.32,418.17,418.17,418.17,409.24,408.62,408.62,400.08,360,360,228.73,360,-,27,27,27.12,27.12
44,Working Capital,-,3567,3620,3604,3587,3448,3424,3359,3430,3449,3452,979.94,879.42,-,659.3,-,103.63,103.63,-,-
45,Book Value Per Share,9.37,9.37,9.64,9.66,9.65,9.30,9.15,9.23,9.38,9.33,9.37,3.36,3.05,-,2.31,1.56,4.18,4.16,-,2.44
46,Tangible Book Value,3992,3992,3994,4004,3997,3847,3784,3737,3793,3774,3714,1185,1073,-,815.56,548.5,112.26,112.26,-,65.53
47,Tangible Book Value Per Share,9.28,9.28,9.55,9.57,9.56,9.20,9.05,9.13,9.28,9.24,9.28,3.29,2.98,-,2.27,1.52,4.16,4.14,-,2.43
48,Machinery,-,-,509.66,-,491.11,-,454.84,-,381.72,-,287.81,-,244.95,-,140.44,-,-,-,-,-
