,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,Operating Income,-126.58,157.39,22.93,76.64,17.82,220.8,-16.66,20.93,-408.95,242.31,136.53,403.01,265.29,419.01,393.61,416.75,155.37,354.61,229.56,213.54
11,Interest Expense,-74.45,-83.56,-102.56,-62.09,-81.25,-48.45,-37.8,-37.42,-43.46,-28.46,-14.18,-22.67,-5.55,-39.37,-43.36,-14.13,-12.57,-11.73,-14.67,-14.14
12,Interest & Investment Income,248.21,27.03,24.46,22.97,22.12,19.14,19.25,16.72,12.44,10.05,14.6,15.13,11.55,18.05,7.95,4.02,8.41,5.78,2.67,0.83
13,Currency Exchange Gain (Loss),-,-35.23,35.23,-,7.21,-55.45,55.45,-,139.73,-67.43,67.43,-,-53.13,10.4,-10.4,-,-49.2,-,-14.89,14.89
14,Other Non Operating Income (Expenses),11.89,-33.06,8.45,6.48,-50.14,47.25,32.64,-35.27,-154.58,154.28,50.48,-62.2,17.84,-18.47,-12.03,7.8,24.48,-27.04,-1.75,-2.89
15,EBT Excluding Unusual Items,59.06,32.57,-11.5,44,-84.24,183.28,52.88,-35.04,-454.83,310.74,254.85,333.27,236,389.63,335.77,414.44,126.48,321.62,200.93,212.23
16,Gain (Loss) on Sale of Investments,-,-20.19,20.19,-,-141.36,-,-,-,46.3,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,0.05,0.81,-0.58,-0.29,0.04,-,-,-,-0.01,0.03,-,-,-0.37,0.01,-,-,-,-,-,-
18,Asset Writedown,113.72,-113.64,31.1,-31.19,184.75,-184.74,95.95,-95.97,233.79,-233.78,41.11,-41.11,68.76,-68.67,24.32,-24.41,57.03,-0.86,-56.29,-0.16
19,Other Unusual Items,2.01,-16.51,14.39,0.1,36.75,-0.26,0.26,-,38.77,-0.56,0.56,-,48.71,-1.45,1.45,-,10.85,-,-0.43,0.43
20,Pretax Income,174.85,-116.95,53.61,12.62,-4.06,-1.72,149.1,-131,-135.98,76.44,296.52,292.16,353.1,319.52,361.54,390.03,194.36,320.77,144.21,212.5
21,Income Tax Expense,-3.86,-47.57,6.28,-17.54,-2.58,-74.27,42.73,-1.81,-19.36,34.66,24.33,50.68,28.09,30.02,9.79,97.84,46,31.04,5.58,15.99
22,Net Income,178.71,-69.38,47.33,30.16,-1.48,72.56,106.36,-129.19,-116.62,41.78,272.18,241.48,325.01,289.5,351.74,292.2,148.36,289.73,138.63,196.51
23,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.79,-,-,-
24,Net Income to Common,178.71,-69.38,47.33,30.16,-1.48,72.56,106.36,-129.19,-116.62,41.78,272.18,241.48,325.01,289.5,351.74,292.2,132.57,289.73,138.63,196.51
25,Net Income Growth,-,-,-55.51%,-,-,73.67%,-60.92%,-,-,-85.57%,-22.62%,-17.36%,119.06%,-0.08%,153.73%,48.69%,-,-,-,-
26,Shares Outstanding (Basic),2669,-,2150,3016,2190,2893,1982,2584,2177,2682,2477,2415,2492,2389,2193,2248,2156,2104,2364,1579
27,Shares Outstanding (Diluted),2669,-,2150,3016,2190,2893,1982,2584,2177,2798,2477,2683,2690,2581,2352,2248,2275,2506,2364,1904
28,Shares Change (YoY),21.86%,-,8.45%,16.74%,0.58%,3.38%,-19.99%,-3.70%,-19.05%,8.43%,5.33%,19.37%,18.23%,2.99%,-0.52%,18.05%,-,-,-,-
29,EPS (Basic),0.07,-,0.02,0.01,-0.00,0.03,0.05,-0.05,-0.05,0.02,0.11,0.10,0.13,0.12,0.16,0.13,0.06,0.14,0.06,0.12
30,EPS (Diluted),0.07,-,0.02,0.01,-0.00,0.03,0.05,-0.05,-0.05,0.01,0.11,0.09,0.12,0.11,0.15,0.13,0.06,0.12,0.06,0.10
31,EPS Growth,-,-,-58.98%,-,-,68.00%,-51.16%,-,-,-86.69%,-26.53%,-30.77%,96.50%,-2.98%,155.06%,25.95%,-,-,-,-
32,Free Cash Flow,-,-191.1,-343.62,-594.72,-24.74,-36.15,-106.46,-592.56,261.26,-1496,-1315,-1696,-2181,-1566,66.38,303.84,287.84,77.39,-674.02,-401.94
33,Free Cash Flow Per Share,-,-,-0.16,-0.20,-0.01,-0.01,-0.05,-0.23,0.12,-0.53,-0.53,-0.63,-0.81,-0.61,0.03,0.14,0.13,0.03,-0.29,-0.21
34,Dividend Per Share,-,-,-,-,0.006,-,-,-,0.031,-,-,-,-,-,-,-,-,-,-,-
35,Dividend Growth,-,-,-,-,-80.40%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,290.16%,25.25%,19.53%,25.26%,20.18%,39.28%,15.88%,38.36%,-6.59%,41.48%,22.60%,33.73%,29.17%,38.73%,31.81%,31.27%,29.83%,24.70%,29.43%,27.49%
37,Operating Margin,-6.90%,8.92%,1.53%,5.94%,1.23%,17.08%,-1.52%,2.45%,-29.79%,18.98%,8.75%,23.23%,15.21%,26.68%,22.51%,21.51%,8.60%,16.06%,19.23%,17.12%
38,Profit Margin,9.74%,-3.93%,3.15%,2.34%,-0.10%,5.61%,9.68%,-15.14%,-8.49%,3.27%,17.45%,13.92%,18.63%,18.44%,20.12%,15.08%,7.34%,13.12%,11.61%,15.75%
39,Free Cash Flow Margin,-,-10.83%,-22.90%,-46.12%,-1.70%,-2.80%,-9.69%,-69.45%,19.03%,-117.18%,-84.34%,-97.74%,-125.07%,-99.71%,3.80%,15.68%,15.93%,3.51%,-56.46%,-32.22%
40,EBITDA,0.21,284.18,274.92,203.44,144.62,245.66,38.31,45.8,-384.08,258,157.89,418.7,280.98,428.77,407.67,426.26,165.13,357.65,238.19,222.17
41,EBITDA Margin,0.01%,16.11%,18.32%,15.78%,9.96%,19.00%,3.49%,5.37%,-27.97%,20.21%,10.12%,24.13%,16.11%,27.31%,23.31%,22.00%,9.14%,16.20%,19.95%,17.81%
42,D&A For EBITDA,126.8,126.8,251.99,126.8,126.8,24.87,54.96,24.87,24.87,15.69,21.37,15.69,15.69,9.76,14.05,9.51,9.76,3.03,8.63,8.63
43,EBIT,-126.58,157.39,22.93,76.64,17.82,220.8,-16.66,20.93,-408.95,242.31,136.53,403.01,265.29,419.01,393.61,416.75,155.37,354.61,229.56,213.54
44,EBIT Margin,-6.90%,8.92%,1.53%,5.94%,1.23%,17.08%,-1.52%,2.45%,-29.79%,18.98%,8.75%,23.23%,15.21%,26.68%,22.51%,21.51%,8.60%,16.06%,19.23%,17.12%
45,Effective Tax Rate,-,-,11.71%,-,-,-,28.66%,-,-,45.34%,8.21%,17.35%,7.96%,9.40%,2.71%,25.08%,23.67%,9.68%,3.87%,7.52%
46,Revenue as Reported,-,1764,1501,1289,1452,1293,1099,853.2,1373,1276,1560,1735,1744,1570,1749,1938,-,4649,-,-
