,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
40,Minority Interest,-0,-0,-0,-1.37,-0.55,-0.41,-0.12,0.1,-2.55,-1.71,-1.67,-1,-0.43,-,-,-,-,-,-
41,Shareholders' Equity,1421,1447,1686,1648,1651,1554,1700,1645,1551,1493,1536,1477,1375,1241,1389,1345,-,631.9,581.88
42,Total Liabilities & Equity,2420,2735,3194,3335,3373,3246,3298,3200,3074,2600,2500,2399,2128,1988,1976,2166,-,1230,-
43,Total Debt,488.4,736.44,867.6,866.97,893.63,818.45,832.08,734.22,738.43,266.9,204.7,12.89,-,-,-,60.11,-,49.92,29.84
44,Net Cash (Debt),363.19,456.46,770.85,893.57,949.83,905.99,1025,1028,943.32,909.64,974.96,1179,961.23,847.18,933.89,1052,-,304.08,284.22
45,Net Cash Growth,-61.76%,-49.62%,-24.80%,-13.05%,0.69%,-0.40%,5.14%,-12.83%,-1.86%,7.37%,4.40%,12.08%,-,178.60%,228.58%,-,-,-,-
46,Net Cash Per Share,1.17,0.48,1.88,2.15,2.18,2.17,2.52,2.46,2.35,2.20,2.43,2.88,2.48,2.03,2.32,2.90,-,1.13,0.64
47,Filing Date Shares Outstanding,407.69,411.03,408.87,409.24,408.64,408.73,408.77,405,405,405,405,405,405,405,405,405,370.63,364.5,446.79
48,Total Common Shares Outstanding,407.69,411.03,408.87,408.77,408.64,408.73,408.77,405,405,405,405,405,405,405,405,405,370.63,364.5,446.79
49,Working Capital,771.39,823.89,1047,1057,1153,1044,1199,1286,1096,647.12,675.79,664.51,643.96,527.25,669.55,640.45,-,-20.03,-
50,Book Value Per Share,3.49,3.52,4.12,4.04,4.04,3.80,4.16,4.06,3.84,3.69,3.80,3.65,3.40,3.07,3.43,3.32,-,1.73,1.60
51,Tangible Book Value,1317,1343,1583,1545,1547,1451,1595,1543,1451,1391,1434,1420,1320,1187,1335,1291,-,578,528.38
52,Tangible Book Value Per Share,3.23,3.27,3.87,3.78,3.79,3.55,3.90,3.81,3.58,3.44,3.54,3.51,3.26,2.93,3.30,3.19,-,1.59,1.45
53,Buildings,-,553.36,-,552.95,-,552.67,-,550.93,-,522.54,-,510.31,-,464.97,-,453.04,-,316,-
54,Machinery,-,574.29,-,562.64,-,511.97,-,511.63,-,473.87,-,451.14,-,380.18,-,356.12,-,297.6,-
55,Construction In Progress,-,276.1,-,207.21,-,168.06,-,66.26,-,31.34,-,13.4,-,37.27,-,28.87,-,132.01,-
