,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
16,Gain (Loss) on Sale of Assets,0.01,-0.08,0.13,-0.03,-0.27,-0.52,0,0.11,-0,0.12,-0.37,0,-0.07,-1.37,-,-2.17,1.08,-,-
17,Asset Writedown,-2.4,0.9,-0.9,1.98,-2.35,0.73,-1.21,-0.72,0.02,-0.59,-0.28,0.44,-0.84,0.13,-0.4,0.63,-0.7,-0.42,-
18,Other Unusual Items,0.4,2.48,1.53,13.14,0.04,-0.04,-,35.43,0.26,-0.26,-,19.78,-1.51,1.51,-,17.63,-2.56,2.56,-
19,Pretax Income,-34.69,-2.35,41.79,25.38,96.75,97.85,54.26,108.52,90.03,88.57,63.71,119.93,154.71,109.14,51.01,141.47,122.24,74.38,-17.48
20,Income Tax Expense,-8.74,-4.34,2.74,1.57,10.28,10.99,5.61,12.57,10.43,11.05,4.28,18.19,21.02,14.06,6.79,21.91,16.66,15.38,-8.55
21,Earnings From Continuing Operations,-25.95,1.99,39.05,23.81,86.47,86.85,48.65,95.95,79.6,77.52,59.43,101.74,133.7,95.08,44.21,119.56,105.57,59,-8.94
22,Minority Interest in Earnings,-0,2.16,-2.17,0.83,0.14,0.29,0.22,-0.34,0.84,0.84,0.67,0.57,0.43,-,-,-,-,-,-
23,Net Income,-25.95,4.16,36.88,24.63,86.61,87.14,48.86,95.61,80.44,78.36,60.1,102.31,134.13,95.08,44.21,119.56,105.57,59,-8.94
24,Net Income to Common,-25.95,4.16,36.88,24.63,86.61,87.14,48.86,95.61,80.44,78.36,60.1,102.31,134.13,95.08,44.21,119.56,105.57,59,-8.94
25,Net Income Growth,-,-95.23%,-24.52%,-74.24%,7.67%,11.20%,-18.69%,-6.54%,-40.03%,-17.58%,35.92%,-14.43%,27.05%,61.15%,-,-,-,-,-
26,Shares Outstanding (Basic),311,411,410,407,390,417,407,397,402,414,401,410,387,417,402,363,371,268,447
27,Shares Outstanding (Diluted),311,958,410,416,436,417,407,418,402,414,401,410,387,417,402,363,371,268,447
28,Shares Change (YoY),-28.60%,129.76%,0.64%,-0.37%,8.51%,0.78%,1.64%,1.94%,3.81%,-0.87%,-0.32%,13.02%,4.39%,55.51%,-10.04%,-,-,-,-
29,EPS (Basic),-0.08,0.01,0.09,0.06,0.22,0.21,0.12,0.24,0.20,0.19,0.15,0.25,0.35,0.23,0.11,0.33,0.28,0.22,-0.02
30,EPS (Diluted),-0.08,0.00,0.09,0.06,0.20,0.21,0.12,0.23,0.20,0.19,0.15,0.25,0.35,0.23,0.11,0.33,0.28,0.22,-0.02
31,EPS Growth,-,-97.92%,-25.00%,-74.14%,-0.77%,10.34%,-20.00%,-8.32%,-42.23%,-16.86%,36.36%,-24.29%,21.71%,3.63%,-,-,-,-,-
32,Free Cash Flow,-53.53,-46.97,-93.21,61.34,70.58,148.02,-30.17,163.71,16.95,61.77,-204.05,255.57,130.22,138.93,-97.05,173.19,50.28,158.64,-127.59
33,Free Cash Flow Per Share,-0.17,-0.05,-0.23,0.15,0.16,0.35,-0.07,0.39,0.04,0.15,-0.51,0.62,0.34,0.33,-0.24,0.48,0.14,0.59,-0.29
34,Dividend Per Share,-,-,-,0.600,-,-,-,0.600,-,0.300,-,0.300,-,-,-,0.600,-,-,-
35,Dividend Growth,-,-,-,0%,-,-,-,100.00%,-,-,-,-50.00%,-,-,-,-,-,-,-
36,Gross Margin,39.42%,46.67%,45.65%,46.19%,49.47%,47.47%,46.88%,44.93%,45.04%,45.43%,44.19%,42.91%,44.44%,51.24%,47.39%,53.20%,52.31%,49.18%,47.41%
37,Operating Margin,-11.01%,-2.42%,9.39%,7.97%,16.54%,14.46%,12.06%,10.73%,13.45%,14.43%,12.49%,13.30%,21.87%,18.06%,12.89%,20.03%,24.39%,18.83%,-15.63%
38,Profit Margin,-8.22%,1.19%,10.59%,4.33%,15.84%,14.24%,11.86%,15.05%,13.01%,13.68%,13.33%,14.20%,19.84%,16.59%,12.68%,19.63%,21.47%,15.19%,-7.17%
39,Free Cash Flow Margin,-16.96%,-13.46%,-26.76%,10.79%,12.91%,24.19%,-7.32%,25.78%,2.74%,10.79%,-45.27%,35.47%,19.26%,24.24%,-27.83%,28.43%,10.22%,40.84%,-102.35%
40,EBITDA,-6.06,19.25,61.38,74.02,118.64,117.77,77.88,96.36,105.9,110.44,79.04,118.56,164.83,125.34,61.92,138.98,133.06,89.39,-6.39
41,EBITDA Margin,-1.92%,5.52%,17.62%,13.02%,21.69%,19.25%,18.91%,15.17%,17.13%,19.29%,17.54%,16.45%,24.38%,21.87%,17.75%,22.82%,27.05%,23.01%,-5.13%
42,D&A For EBITDA,28.68,27.7,28.68,28.68,28.21,29.28,28.21,28.21,22.74,27.81,22.74,22.74,16.96,21.83,16.96,16.96,13.09,16.22,13.09
43,EBIT,-34.75,-8.45,32.69,45.34,90.43,88.5,49.67,68.16,83.16,82.63,56.3,95.82,147.87,103.51,44.96,122.02,119.97,73.17,-19.48
44,EBIT Margin,-11.01%,-2.42%,9.39%,7.97%,16.54%,14.46%,12.06%,10.73%,13.45%,14.43%,12.49%,13.30%,21.87%,18.06%,12.89%,20.03%,24.39%,18.83%,-15.63%
45,Effective Tax Rate,-,-,6.55%,6.19%,10.62%,11.23%,10.34%,11.58%,11.59%,12.48%,6.72%,15.17%,13.58%,12.88%,13.32%,15.48%,13.63%,20.68%,-
46,Revenue as Reported,315.61,348.95,348.3,568.74,546.88,611.92,411.89,635.13,618.24,572.63,450.7,720.52,676.16,573.22,348.78,609.14,491.82,388.5,124.66
