,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
23,Net Income to Common,18.58,56.05,57.3,-11.09,31.14,108.05,65.61,45.14,84.25,132.26,63.21,84.9,74.72,80.8,62.44,62.74,101.64,62.02,17.76,28.66
24,Net Income Growth,-40.32%,-48.12%,-12.67%,-,-63.04%,-18.31%,3.81%,-46.84%,12.76%,63.69%,1.23%,35.32%,-26.49%,30.28%,251.55%,118.94%,-,-,-,-
25,Shares Outstanding (Basic),122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,92,92,92,92,92
26,Shares Outstanding (Diluted),122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,92,92,92,92,92
27,Shares Change (YoY),0.02%,0.12%,0.13%,0.15%,0.09%,0.04%,0.00%,0.01%,0.00%,-0.02%,0.02%,33.32%,33.32%,33.38%,33.31%,0.01%,-,-,-,-
28,EPS (Basic),0.15,0.46,0.47,-0.09,0.25,0.88,0.54,0.37,0.69,1.08,0.52,0.70,0.61,0.66,0.51,0.69,1.11,0.68,0.19,0.31
29,EPS (Diluted),0.15,0.46,0.47,-0.09,0.25,0.88,0.54,0.37,0.69,1.08,0.52,0.70,0.61,0.66,0.51,0.69,1.11,0.68,0.19,0.31
30,EPS Growth,-40.33%,-48.18%,-12.78%,-,-63.08%,-18.34%,3.80%,-46.84%,12.76%,63.72%,1.21%,1.50%,-44.86%,-2.33%,163.71%,118.92%,-,-,-,-
31,Free Cash Flow,-8.86,-12.59,-39.13,38.57,55.65,29.74,-46.01,41.56,-136.18,-49.38,-33.43,34.42,-60.38,35.91,29.19,78.91,-29.39,1.98,9.05,-18.14
32,Free Cash Flow Per Share,-0.07,-0.10,-0.32,0.32,0.46,0.24,-0.38,0.34,-1.12,-0.40,-0.27,0.28,-0.49,0.29,0.24,0.86,-0.32,0.02,0.10,-0.20
33,Dividend Per Share,-,0.130,-,0.530,-,-,-,0.850,-,-,-,0.777,-,-,-,0.676,-,-,-,0.546
34,Dividend Growth,-,-,-,-37.65%,-,-,-,9.40%,-,-,-,14.99%,-,-,-,23.73%,-,-,-,-
35,Gross Margin,64.08%,62.36%,66.82%,35.65%,66.96%,65.97%,66.27%,58.09%,67.61%,67.62%,65.34%,64.90%,66.57%,65.30%,67.54%,72.61%,79.77%,68.79%,63.96%,70.60%
36,Operating Margin,10.37%,13.87%,22.03%,-42.21%,9.48%,29.92%,24.92%,15.75%,27.33%,34.58%,28.08%,24.06%,32.00%,35.33%,32.27%,31.97%,53.73%,42.96%,24.99%,30.08%
37,Profit Margin,8.81%,18.96%,25.27%,-11.32%,13.73%,29.31%,26.18%,19.56%,27.24%,34.58%,28.94%,36.67%,29.71%,37.80%,35.03%,34.98%,45.64%,38.24%,22.72%,28.18%
38,Free Cash Flow Margin,-4.20%,-4.26%,-17.26%,39.39%,24.54%,8.07%,-18.36%,18.02%,-44.03%,-12.91%,-15.30%,14.87%,-24.01%,16.80%,16.37%,43.99%,-13.20%,1.22%,11.58%,-17.84%
39,EBITDA,25.36,45.02,53.43,-37.84,22.98,113.71,63.94,37.81,85.88,133.7,62.69,57.06,81.67,76.84,58.7,58.46,120.77,70.81,20.54,31.67
40,EBITDA Margin,12.02%,15.23%,23.57%,-38.65%,10.14%,30.85%,25.51%,16.39%,27.77%,34.95%,28.70%,24.64%,32.47%,35.95%,32.93%,32.59%,54.23%,43.66%,26.28%,31.14%
41,D&A For EBITDA,3.48,4.01,3.48,3.48,1.48,3.43,1.48,1.48,1.35,1.43,1.35,1.35,1.18,1.31,1.18,1.11,1.12,1.12,1.01,1.08
42,EBIT,21.88,41.01,49.94,-41.33,21.5,110.28,62.45,36.33,84.53,132.26,61.34,55.71,80.49,75.53,57.52,57.36,119.65,69.68,19.53,30.59
43,EBIT Margin,10.37%,13.87%,22.03%,-42.21%,9.48%,29.92%,24.92%,15.75%,27.33%,34.58%,28.08%,24.06%,32.00%,35.33%,32.27%,31.97%,53.73%,42.96%,24.99%,30.08%
44,Effective Tax Rate,-,1.97%,5.27%,-,-,10.91%,6.79%,5.65%,9.23%,9.86%,9.22%,8.48%,11.73%,10.78%,9.72%,13.08%,11.83%,15.42%,13.84%,13.21%
45,Revenue as Reported,210.96,295.58,226.72,97.92,226.73,368.62,250.59,230.72,309.28,382.53,218.43,231.52,251.5,213.77,178.27,179.39,222.69,162.19,78.16,101.69
