,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
11,Other Intangible Assets,61.97,62.15,62.19,62.77,63.31,63.91,64.49,63.73,64.29,65.49,65.89,66.45,66.43,66.53,66.87,66.75,66.78,67.24,-,44.33
12,Long-Term Deferred Tax Assets,14.41,16.77,14.4,13.88,16.52,16.22,16.9,15.8,13.94,11.67,7.53,6.64,5.44,5.81,5.98,5.75,5.43,4.83,-,4.08
13,Long-Term Deferred Charges,-,0,0,0,0.03,0.06,0.12,0.2,0.28,0.36,0.45,0.53,0.62,0.71,0.81,0.94,1.07,1.2,-,1.46
14,Other Long-Term Assets,2.81,1.62,1.56,2.06,0.15,3.87,1.87,2.36,0.23,1.96,0.43,0.34,0.07,0.27,-,0.26,3,-,-,-
15,Total Assets,3189,3206,3163,3047,3106,3124,3052,2959,2918,2887,2769,2702,2578,2552,2529,2428,806.9,688.76,-,645.83
16,Accounts Payable,153.11,180.45,148.55,112.25,109.37,142.59,99,67.14,76.13,137.67,85.19,88.25,80.83,105.97,71.84,43.42,47.47,45.61,-,27.31
17,Accrued Expenses,47.36,56.13,36.09,34.02,46.16,66.96,42.39,56.7,39.12,54.06,31.2,37.68,29.08,30,33.35,56.46,34.77,24.91,-,24.71
18,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,-,2.7,-,2.7
19,Current Portion of Leases,-,-,1,1.98,2.96,3.92,3.87,3.82,2.96,3.92,3.63,3.63,3.47,3.48,-,-,-,-,-,-
20,Current Income Taxes Payable,13.3,4.77,17.34,0,23.28,13.78,34.73,18.62,32.92,19.96,29.36,13.62,12.64,10.54,22.52,24.13,24.01,15.71,-,24.55
21,Current Unearned Revenue,2.75,2.9,3.17,2.82,1.84,2.35,2.58,4,5.48,21.68,13.8,18.73,7.73,34.4,37.12,4.06,3.18,3.76,-,-
22,Other Current Liabilities,30.29,25.21,13.43,11.38,12.7,20.2,12.48,24,27.61,10.03,11.19,15.92,1.53,0.49,2.89,1.7,1.25,0.73,-,2.35
23,Total Current Liabilities,246.82,269.46,219.58,162.45,196.29,249.79,195.05,174.29,184.21,247.32,174.37,177.83,139.28,188.89,171.72,133.77,110.67,93.43,-,81.63
24,Long-Term Leases,-,-,-,-,-,-,1,1.98,3.77,3.73,4.91,5.8,7.48,7.72,-,-,-,-,-,-
25,Long-Term Unearned Revenue,3.47,3.51,3.08,3.11,3.15,2.41,0.81,0.78,0.81,0.99,2.07,2.38,2.42,1.95,1.79,1.82,1.09,1.12,-,-
26,Long-Term Deferred Tax Liabilities,4.53,4.18,3.68,3.52,2.96,2.72,2.62,3.27,2.99,2.53,0.63,0.63,0.64,0.64,0.65,0.65,0.66,0.66,-,0.67
27,Total Liabilities,254.81,277.16,226.33,169.09,202.4,254.93,199.48,180.33,191.79,254.56,181.98,186.66,149.82,199.2,174.15,136.25,112.42,95.21,-,82.3
28,Common Stock,122.24,122.24,122.24,122.24,122.24,122.24,122.06,122.06,122.06,82.48,82.48,82.48,82.48,82.48,82.48,82.48,61.86,61.86,-,61.86
29,Additional Paid-In Capital,1696,1709,1709,1708,1722,1719,1706,1698,1690,1722,1713,1704,1702,1702,1702,1702,186.85,186.85,-,186.85
30,Retained Earnings,1116,1098,1106,1049,1060,1029,1025,959.12,913.98,829.73,792.31,729.1,644.36,569.64,571.31,508.87,446.13,344.49,-,314.71
31,Comprehensive Income & Other,-0.98,-0.95,-0.79,-1.01,-0.78,-1.14,-0.54,-0.45,-0.04,-1.23,-0.89,-1.06,-1.13,-1.32,-1.09,-1.49,-0.35,0.36,-,0.12
32,Shareholders' Equity,2934,2928,2937,2878,2903,2869,2852,2779,2726,2633,2587,2515,2428,2353,2355,2292,694.48,593.55,563.54,563.54
33,Total Liabilities & Equity,3189,3206,3163,3047,3106,3124,3052,2959,2918,2887,2769,2702,2578,2552,2529,2428,806.9,688.76,-,645.83
34,Total Debt,-,-,1,1.98,2.96,3.92,4.86,5.8,6.73,7.64,8.54,9.44,14.95,15.2,4,4,-,2.7,2.7,2.7
35,Net Cash (Debt),1490,1496,1565,1595,1547,1485,1542,1581,1540,1663,1797,1823,1771,1826,1877,1854,265.87,264.61,311.82,311.82
36,Net Cash Growth,-3.64%,0.73%,1.51%,0.91%,0.44%,-10.72%,-14.19%,-13.27%,-13.06%,-8.91%,-4.25%,-1.70%,566.16%,590.04%,501.95%,494.63%,-,-,-,-
37,Net Cash Per Share,12.19,12.24,12.81,13.05,12.66,12.16,12.63,12.95,12.61,13.63,14.72,14.93,14.51,14.96,15.38,20.25,2.90,2.89,3.41,3.41
38,Filing Date Shares Outstanding,122.24,122.24,122.24,122.24,122.24,122.24,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,91.55,91.55,91.55,91.55
39,Total Common Shares Outstanding,122.24,122.24,122.24,122.24,122.24,122.24,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,91.55,91.55,91.55,91.55
40,Working Capital,2359,2365,2394,2362,2406,2387,2393,2355,2382,2342,2348,2303,2251,2216,2249,2201,608.18,509.95,-,501.17
41,Book Value Per Share,24.00,23.96,24.02,23.55,23.75,23.47,23.37,22.77,22.33,21.57,21.19,20.60,19.89,19.28,19.29,18.78,7.59,6.48,6.16,6.16
42,Tangible Book Value,2872,2866,2874,2815,2840,2805,2788,2715,2662,2567,2521,2448,2361,2286,2288,2225,627.7,526.31,519.2,519.2
43,Tangible Book Value Per Share,23.49,23.45,23.52,23.03,23.24,22.95,22.84,22.24,21.81,21.03,20.65,20.06,19.35,18.73,18.74,18.23,6.86,5.75,5.67,5.67
44,Buildings,-,250.24,-,250.24,-,229.25,-,101.65,-,-,-,-,-,-,-,-,-,-,-,-
45,Machinery,-,56.21,-,47.82,-,41.66,-,35.5,-,29.89,-,28.22,-,25.64,-,23.27,22.59,22.42,-,22.01
46,Construction In Progress,-,219.87,-,171.77,-,150.23,-,222.86,-,196.8,-,123.31,-,50.69,-,8.38,0.11,-,-,-
