,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,Long-Term Deferred Charges,-,370.59,389.3,417.01,489.09,496.81,502.4,538.61,586.73,602.36,616.58,564.83,521.64,414.37,412.91,-,261.57,-,179.84,179.84
16,Other Long-Term Assets,-,505.83,135.66,440.51,132.46,683.71,304.2,316.06,246.58,505.27,368.69,383.2,420.16,431.66,74.88,-,71.37,-,93.45,93.45
17,Total Assets,-,21904,21586,21488,21508,21906,20704,19154,19826,17837,17715,18309,16336,12387,11403,-,8582,-,6733,6733
18,Accounts Payable,-,5722,5427,5612,6285,5946,5935,5112,5702,7131,6797,7280,6266,5414,5146,-,3216,-,1918,1918
19,Accrued Expenses,-,284.63,463.16,244.73,427.21,237.55,383.56,189.91,240.19,121.22,263.95,177.32,273.14,126.96,218.82,-,201.82,-,144.3,144.3
20,Short-Term Debt,-,1773,1574,1937,1389,1851,1324,1060,992.67,988.15,1363,1514,910.03,640.17,408.37,-,424.8,-,512.31,512.31
21,Current Portion of Long-Term Debt,-,520.95,636.73,824.71,796.57,860.21,730.97,531,600.74,462.83,315.42,389.34,219.53,268.45,244.93,-,-,-,132.96,132.96
22,Current Portion of Leases,-,-,17.21,-,22.61,-,52.48,-,42.46,-,43.21,-,38.61,-,20.85,-,-,-,172.13,172.13
23,Current Income Taxes Payable,-,133.57,34.24,189.05,41.77,196.34,67.74,165.16,7.36,97.15,0.05,36.72,-,10.39,0.19,-,6.97,-,3.78,3.78
24,Current Unearned Revenue,-,184.28,177.97,169.73,173.17,179.94,111.88,88.61,76.25,84.16,99.91,121.69,141.99,97.32,81.56,-,41.36,-,34.41,34.41
25,Other Current Liabilities,-,410.91,673.29,570.29,337.82,507.03,205.43,379.86,530.75,399.39,319.57,374.13,216.23,123.36,135.49,-,443.87,-,144.53,144.53
26,Total Current Liabilities,-,9030,9004,9548,9473,9778,8811,7527,8192,9284,9202,9894,8066,6681,6256,-,4335,-,3062,3062
27,Long-Term Debt,-,4831,4746,3888,3928,3923,4078,4143,4022,1486,1449,1226,1262,1051,727.72,-,579.43,-,404.04,404.04
28,Long-Term Leases,-,15.52,21.08,12.07,28.08,27.74,38.25,62.55,49.04,48.98,61.24,64.33,76.74,46.18,50.5,-,10.46,-,40.59,40.59
29,Long-Term Unearned Revenue,-,289.77,292.01,296.54,263.43,229.55,242.89,212.8,190.58,103.36,109.78,118.75,125.23,94.33,99.93,-,97.96,-,84.42,84.42
30,Long-Term Deferred Tax Liabilities,-,497.36,438.33,454.09,493.12,652.04,638.87,586.52,620.69,541.45,495.78,497.22,424.85,363.02,357.28,-,223.95,-,167.57,167.57
31,Other Long-Term Liabilities,-,100.01,94.14,104.59,89.81,84.62,84.85,83.74,83.74,84.45,88.42,84.45,84.45,90.46,90.46,-,90.46,-,94.1,94.1
32,Total Liabilities,-,14763,14595,14303,14276,14695,13894,12616,13159,11548,11406,11884,10039,8326,7582,-,5337,-,3853,3853
33,Common Stock,-,1127,1127,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,966.14,966.14,-,966.14,-,966.14,966.14
34,Additional Paid-In Capital,-,3724,3708,3661,3638,3809,3565,3479,3482,3543,3585,3509,3433,1485,1483,-,1483,-,1481,1481
35,Retained Earnings,-,1841,1674,1885,1875,1821,1672,1492,1632,1626,1603,1794,1743,1611,1373,-,796.86,-,433.89,433.89
36,Treasury Stock,-,-100,-100,-90.87,-56.39,-50.07,-50.07,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,-,396.48,396.22,395.41,395.57,395.26,395.84,395.8,395.73,-0.75,0.12,0.78,0.47,-0.25,0.25,-,-0.02,-,-0.24,-0.24
38,Total Common Equity,6988,6988,6806,6972,6974,7097,6705,6489,6632,6290,6310,6426,6298,4062,3822,3246,3246,-,2881,2881
39,Minority Interest,-,153.22,184.62,212.73,258.34,113.96,105.58,49.25,36.02,-1.1,-1,-0.99,-1.19,-0.82,-0.89,-,-0.54,-,-0.47,-0.47
40,Shareholders' Equity,7141,7141,6990,7185,7233,7211,6811,6538,6668,6289,6309,6425,6297,4061,3821,3246,3246,-,2881,2881
41,Total Liabilities & Equity,-,21904,21586,21488,21508,21906,20704,19154,19826,17837,17715,18309,16336,12387,11403,-,8582,-,6733,6733
42,Total Debt,7140,7140,6995,6662,6165,6662,6224,5797,5707,2986,3232,3194,2507,2006,1452,1015,1015,-,1262,1262
43,Net Cash (Debt),-2889,-2889,-2412,-2041,-1914,-2270,-2453,-1908,-1258,-95.55,-138.12,67.53,439.85,-446.29,-89.78,135.68,135.68,-,-139.39,-139.39
44,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-,-50.23%,224.19%,-,-,-,-,-,-,-
45,Net Cash Per Share,-2.61,-2.66,-1.91,-2.04,-1.53,-1.92,-2.46,-1.64,-0.92,-0.09,-0.13,0.07,0.41,-0.45,-0.10,0.14,0.14,-,-0.15,-0.15
46,Filing Date Shares Outstanding,1106,1088,1262,999.63,1119,1119,1119,1122,1122,1122,1122,1122,1122,1122,966.14,981.5,966.14,995.91,966.14,966.14
47,Total Common Shares Outstanding,1106,1088,1262,999.63,1119,1119,1119,1122,1122,1122,1122,1122,1122,966.14,966.14,981.5,966.14,995.91,966.14,966.14
48,Working Capital,-,828.28,752.07,191.84,231.35,599.7,705.23,1322,1809,-603.01,-274.06,151.67,690.4,-262.03,24.85,-,599.23,-,1060,1060
49,Book Value Per Share,6.42,6.42,5.39,6.97,6.23,6.34,5.99,5.78,5.91,5.61,5.62,5.73,5.61,4.20,3.96,3.36,3.36,-,2.98,2.98
50,Tangible Book Value,6590,6590,6405,6574,6570,6688,6308,6074,6297,5965,6033,6149,6026,3874,3634,3056,3056,-,2762,2762
51,Tangible Book Value Per Share,6.06,6.06,5.07,6.58,5.87,5.98,5.64,5.41,5.61,5.32,5.38,5.48,5.37,4.01,3.76,3.16,3.16,-,2.86,2.86
52,Buildings,-,-,2811,-,2681,-,2108,-,1459,-,1025,-,399.64,-,248.69,-,191.31,-,191.04,191.04
53,Machinery,-,-,9158,-,9048,-,7633,-,7098,-,6091,-,5619,-,4735,-,3731,-,2714,2714
54,Construction In Progress,-,-,2573,-,2031,-,2433,-,1812,-,2174,-,1761,-,597.87,-,193.94,-,73.05,73.05
