,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
23,Short-Term Debt,53.98,47.54,27,24,2650,2434,5,25,-,-
24,Current Portion of Long-Term Debt,177.86,184.62,167.49,251.5,233.7,226.01,0.7,0.6,80.44,239.79
25,Current Portion of Leases,26.36,32.38,35.76,34.4,15.91,21.07,22.16,12.81,7.71,6.9
26,Current Income Taxes Payable,399.05,393.2,400.44,393.99,513.56,390.86,209.84,185.73,192.25,150.58
27,Current Unearned Revenue,1252,1253,1396,1228,1281,1550,1006,815.33,482.81,445.6
28,Other Current Liabilities,2058,2120,2362,2446,2292,2066,2002,1233,1114,1864
29,Total Current Liabilities,5414,5244,5517,5553,8162,7831,5147,4026,2708,3315
30,Long-Term Debt,54.64,67.79,243.03,251.37,513.53,546.53,7.51,4.4,-,-
31,Long-Term Leases,31.72,35.95,43.38,53.9,17.72,10.3,16.07,7.9,4.77,8.62
32,Long-Term Unearned Revenue,-,-,-,-,3.71,-,-,-,-,-
33,Long-Term Deferred Tax Liabilities,165.41,156.63,158.31,176.01,233.63,207.39,153.58,122.16,27.42,14.35
34,Other Long-Term Liabilities,35.48,89.79,380.8,198.28,82.67,337.93,3.06,3.3,5.12,3
35,Total Liabilities,5702,5594,6343,6232,9013,8933,5327,4164,2745,3341
36,Common Stock,21.36,21.36,21.36,21.36,21.36,21.45,20.5,20.5,0,-
37,Additional Paid-In Capital,8372,8372,8366,8416,8424,8491,7064,7064,212.28,-
38,Retained Earnings,1372,1188,1070,914.77,1982,1842,1310,944.78,497.25,262.3
39,Treasury Stock,-3.62,-5.13,-7.33,-32.03,-79.57,-145.99,-,-,-,-
40,Comprehensive Income & Other,-1590,-1659,-1739,-1753,-1713,-1681,-1740,-1581,-1115,-28.5
41,Total Common Equity,8172,7916,7710,7568,8635,8527,6654,6448,-405.9,233.8
42,Minority Interest,661.96,729.71,749.19,799.68,808.53,700.09,381.49,292.86,-44.61,-
43,Shareholders' Equity,8834,8646,8460,8367,9444,9227,7036,6741,1278,233.8
44,Total Liabilities & Equity,14535,14240,14802,14600,18457,18160,12363,10905,4023,3575
45,Total Debt,344.56,368.28,516.66,615.17,3431,3238,51.44,50.71,92.92,255.31
46,Net Cash (Debt),4190,4420,4259,4052,3826,6733,5641,5813,1731,594.28
47,Net Cash Growth,-1.63%,9.08%,11.32%,-39.82%,-32.18%,15.83%,225.98%,878.22%,-,-
48,Net Cash Per Share,1.69,1.76,1.75,1.65,1.55,2.79,2.39,2.74,0.87,0.28
49,Filing Date Shares Outstanding,2468,2468,2468,2468,2468,2468,2364,2364,2353,2353
50,Total Common Shares Outstanding,2468,2468,2468,2468,2468,2468,2364,2364,2353,2353
51,Working Capital,5323,3939,4155,3733,4337,6103,4222,4390,559.04,-184.73
52,Book Value Per Share,3.31,3.21,3.12,3.07,3.50,3.45,2.81,2.73,-0.17,0.10
53,Tangible Book Value,5587,5259,4893,4655,4953,5250,4210,4575,-976.97,-49.5
54,Tangible Book Value Per Share,2.26,2.13,1.98,1.89,2.01,2.13,1.78,1.94,-0.42,-0.02
55,Buildings,-,94.44,-,67.94,-,83.69,-,69.53,116.6,108.01
56,Machinery,-,465.19,-,428.89,-,320.63,-,78.73,44.02,29.38
57,Construction In Progress,-,124.89,-,124.15,-,97.97,-,60.37,-,-
58,Leasehold Improvements,-,263.76,-,189.55,-,98.54,-,55.28,5.05,1.19
