,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Prepaid Expenses,-,0.01,-,6.41,-,0.01,-,6.7,-,0.04,-,0.27,-,-,-,0.21,0.21,0.13,0.13
10,Other Current Assets,7.83,24.57,9.06,11.53,120.41,25.73,117.68,9.66,8.68,17.93,8.3,11.14,30.66,-,-,22.12,22.12,8.82,8.82
11,Total Current Assets,872.6,902.7,1194,1242,1247,1191,1109,968.81,1037,942.29,936.98,962.74,880.92,-,-,600.08,600.08,573.56,573.56
12,"Property, Plant & Equipment",139.87,141.25,141.53,144.7,148.11,151.2,153.61,156.78,153.92,157.72,157.98,161.76,159.14,-,-,168.25,168.25,177.06,177.06
13,Long-Term Investments,301.85,250,-,-,-,-,-,107.46,0.19,0.19,0.19,0.19,0.19,-,-,50.19,50.19,0.19,0.19
14,Other Intangible Assets,36.09,36.36,36.63,36.91,37.18,37.45,37.72,38,38.27,38.55,38.66,38.94,39.21,-,-,40.05,40.05,42.3,42.3
15,Long-Term Deferred Tax Assets,15.61,16.01,15.12,15.96,10.91,10.37,10.57,9.84,9.22,8.84,7.95,8.18,7.64,-,-,7.74,7.74,9.15,9.15
16,Other Long-Term Assets,17.51,17.63,17.75,17.87,21.09,21.2,21.31,22.77,22.89,23.43,25.07,25.23,75.36,-,-,25.93,25.93,78.79,78.79
17,Total Assets,1384,1364,1405,1457,1464,1412,1332,1304,1261,1171,1167,1197,1162,-,-,892.23,892.23,881.04,881.04
18,Accounts Payable,250.72,252.75,258.65,303.18,315.18,302.41,228.76,267.74,232.77,205.11,151.5,207.89,160.52,-,-,125.62,125.62,168.18,168.18
19,Accrued Expenses,18.69,77.76,10.88,69.79,19.06,70.3,13.62,63.86,12.15,15.52,5.85,67.56,9.1,-,-,86.6,86.6,62.35,62.35
20,Short-Term Debt,-,-,-,-,-,10,10,10,10,-,-,-,-,-,-,-,-,-,-
21,Current Portion of Leases,0.15,0.23,0.41,0.64,0.58,1,-,1.44,0.68,1.01,0.78,0.78,-,-,-,-,-,-,-
22,Current Income Taxes Payable,21.34,3.37,19.43,7.34,19.43,3.79,-,1.83,9.06,2.02,5.36,5.55,12.24,-,-,3.58,3.58,3.09,3.09
23,Current Unearned Revenue,154.03,155.06,184.11,209.49,225.69,199.96,215.95,173.67,189.56,153.56,178.5,142.88,163.37,-,-,144.11,144.11,183.12,183.12
24,Other Current Liabilities,69.61,26.15,59.66,24.83,67.84,28.36,90.58,23.03,57.45,56.41,53.53,10.62,72.56,-,-,62.42,62.42,46.11,46.11
25,Total Current Liabilities,514.54,515.32,533.14,615.27,647.79,615.81,558.92,541.59,511.67,433.63,395.52,435.28,417.78,-,-,422.33,422.33,462.86,462.86
26,Long-Term Leases,0.29,0.24,-,-,0.66,0.66,0.19,0.42,1,1.05,0.55,0.54,2.29,-,-,-,-,-,-
27,Long-Term Unearned Revenue,0.93,0.96,0.98,1.01,1.04,1.08,0.76,0.79,0.83,0.86,0.89,0.93,0.96,-,-,2.08,2.08,1.26,1.26
28,Other Long-Term Liabilities,16.25,16.49,17.48,16.89,17.45,16.88,15.36,14.59,13.48,13.37,12.55,12.06,12.55,-,-,10.93,10.93,8.91,8.91
29,Total Liabilities,532.02,533.01,551.6,633.17,666.94,634.43,575.23,557.39,526.98,448.9,409.51,448.81,433.58,-,-,435.35,435.35,473.03,473.03
30,Common Stock,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,-,-,200.09,200.09,200.09,200.09
31,Additional Paid-In Capital,158.51,158.51,158.51,158.51,158.51,158.51,158.51,158.51,158.51,158.51,158.51,158.51,158.51,-,-,8.47,8.47,8.47,8.47
32,Retained Earnings,417.59,397.27,419.86,391.35,364.72,345.22,324.75,314.22,302.12,290.49,325.92,317.31,298.01,-,-,243.84,243.84,195.6,195.6
33,Comprehensive Income & Other,8.63,8.39,8.3,7.34,7.26,6.59,6.6,6.74,6.65,6.33,6.11,5.61,5.57,-,-,4.49,4.49,3.85,3.85
34,Shareholders' Equity,851.52,830.96,853.46,823.98,797.27,777.1,756.65,746.26,734.07,722.11,757.32,748.22,728.88,-,456.88,456.88,456.88,408.01,408.01
35,Total Liabilities & Equity,1384,1364,1405,1457,1464,1412,1332,1304,1261,1171,1167,1197,1162,-,-,892.23,892.23,881.04,881.04
36,Total Debt,0.44,0.46,0.41,0.64,1.23,11.66,10.19,11.87,11.68,2.06,1.32,1.32,2.29,-,-,-,-,-,-
37,Net Cash (Debt),571.05,569.33,844.17,865.57,736.87,784.35,605.03,579.89,627.97,580.23,629.01,649.55,579.41,-,329.24,329.24,329.24,279.51,279.51
38,Net Cash Growth,-22.50%,-27.41%,39.53%,49.26%,17.34%,35.18%,-3.81%,-10.72%,8.38%,-,91.05%,97.29%,75.98%,-,17.79%,-,-,-,-
39,Net Cash Per Share,2.22,2.09,3.16,3.25,2.67,3.08,2.27,2.41,2.19,2.20,2.36,2.45,2.59,-,1.56,1.73,1.67,1.38,1.38
40,Filing Date Shares Outstanding,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,200.09,210.41,200.09,200.09,200.09,200.09
41,Total Common Shares Outstanding,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,266.79,200.09,210.41,200.09,200.09,200.09,200.09
42,Working Capital,358.06,387.38,660.9,626.45,599.14,575.5,549.75,427.23,524.88,508.66,541.47,527.46,463.14,-,-,177.74,177.74,110.7,110.7
43,Book Value Per Share,3.19,3.11,3.20,3.09,2.99,2.91,2.84,2.80,2.75,2.71,2.84,2.80,2.73,-,2.28,2.28,2.28,2.04,2.04
44,Tangible Book Value,815.42,794.6,816.82,787.08,760.09,739.65,718.93,708.27,695.8,683.56,718.66,709.29,689.67,-,416.84,416.84,416.84,365.71,365.71
45,Tangible Book Value Per Share,3.06,2.98,3.06,2.95,2.85,2.77,2.69,2.65,2.61,2.56,2.69,2.66,2.59,-,2.08,2.08,2.08,1.83,1.83
46,Buildings,-,229.83,-,230.12,-,230.14,-,227.17,-,224.97,-,218.14,-,-,-,219.25,219.25,-,-
47,Machinery,-,80.39,-,79.64,-,78.66,-,75.02,-,76.66,-,76.69,-,-,-,76.35,76.35,-,-
48,Construction In Progress,-,1.61,-,-,-,0.22,-,5.07,-,3.75,-,7.88,-,-,-,-,-,-,-
