,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,Interest Expense,-0.03,-0.01,-0.1,-0.02,-0.21,-0.16,-0.09,-0.15,-0.09,-0.05,-,-0.08,-,-0.04,-0.03,-,-,-,-
12,Interest & Investment Income,5.3,7.4,7.39,7.71,7.46,6.57,6.01,4.99,4.71,5.02,4.4,4.03,3.45,2.21,2.9,2.33,4.3,2.04,2.04
13,Currency Exchange Gain (Loss),-0.6,0.6,-,2.18,-0.93,0.93,-,4.24,-2.9,2.9,-,-3.06,0.53,-0.53,-,-2.79,-1.39,0.63,0.63
14,Other Non Operating Income (Expenses),0.04,0.27,0.3,-1.65,1.93,-1.47,0.17,-3.65,3.84,0.14,-0.65,0.42,-0.25,-0.84,0.56,0.12,-2.12,-0.38,-0.38
15,EBT Excluding Unusual Items,27.1,33.31,32.43,27.52,26.62,39.12,11.85,5.91,15.06,20.35,9.6,7.12,30.5,18.09,13.67,33.06,27.06,11.82,11.82
16,Gain (Loss) on Sale of Investments,-,-,-,-,-0.22,-0.9,-0.14,-1.11,-,-,-,0.2,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,0.01,-,-,-,0.05,-,-,0.12,-,0.07,-,0,0.01,0.01,0.03,0.01,1.23,0.11,0.11
18,Asset Writedown,-2.35,-0.62,0.62,0.1,-2.69,-0.34,0.34,2.03,-2.04,-0.1,0.1,0.57,-0.57,-0.78,0.78,-,-,-,-
19,Other Unusual Items,-1.69,1.39,0.11,1.36,-,-,-,5.57,-,-,-,13.95,-0.43,0.43,-,-0.05,-0.03,1.12,1.12
20,Pretax Income,23.07,34.09,33.16,28.98,23.76,37.87,12.05,12.52,13.02,20.32,9.7,21.84,29.5,17.75,14.47,33.02,28.26,13.05,13.05
21,Income Tax Expense,2.75,3.31,4.66,2.34,4.26,4.07,1.52,0.42,1.39,2.39,1.1,2.54,3.44,2.26,1.85,5.14,4.14,1.88,1.88
22,Net Income,20.32,30.77,28.5,26.64,19.5,33.8,10.53,12.1,11.64,17.93,8.61,19.3,26.06,15.49,12.62,27.88,24.12,11.17,11.17
23,Net Income to Common,20.32,30.77,28.5,26.64,19.5,33.8,10.53,12.1,11.64,17.93,8.61,19.3,26.06,15.49,12.62,27.88,24.12,11.17,11.17
24,Net Income Growth,4.21%,-8.97%,170.64%,120.15%,67.58%,88.55%,22.38%,-37.31%,-55.35%,15.76%,-31.83%,-30.77%,8.06%,38.63%,13.00%,-,-,-,-
25,Shares Outstanding (Basic),257,272,267,266,276,255,267,240,287,264,266,266,223,191,210,190,197,203,203
26,Shares Outstanding (Diluted),257,272,267,266,276,255,267,240,287,264,266,266,223,191,210,190,197,203,203
27,Shares Change (YoY),-6.96%,6.68%,0.10%,10.84%,-3.80%,-3.52%,0.08%,-9.48%,28.53%,38.21%,26.62%,39.48%,13.41%,-5.88%,3.58%,-,-,-,-
28,EPS (Basic),0.08,0.11,0.11,0.10,0.07,0.13,0.04,0.05,0.04,0.07,0.03,0.07,0.12,0.08,0.06,0.15,0.12,0.06,0.06
29,EPS (Diluted),0.08,0.11,0.11,0.10,0.07,0.13,0.04,0.05,0.04,0.07,0.03,0.07,0.12,0.08,0.06,0.14,0.12,0.06,0.06
30,EPS Growth,12.01%,-14.66%,170.38%,98.62%,74.19%,95.42%,22.29%,-30.75%,-65.26%,-16.25%,-46.17%,-49.37%,-3.62%,47.28%,9.09%,-,-,-,-
31,Free Cash Flow,54.95,35.1,-19.71,16,62,84.03,30.03,58.56,45.41,-4.78,-19.02,27.48,25.9,23.58,-24.7,44.11,41.95,12.38,12.38
32,Free Cash Flow Per Share,0.21,0.13,-0.07,0.06,0.22,0.33,0.11,0.24,0.16,-0.02,-0.07,0.10,0.12,0.12,-0.12,0.23,0.21,0.06,0.06
33,Dividend Per Share,-,-,-,0.200,-,-,-,0.050,-,-,-,0.200,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,300.00%,-,-,-,-75.00%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,35.63%,33.55%,32.33%,32.93%,37.66%,32.24%,27.96%,29.09%,29.33%,27.17%,27.17%,27.34%,29.49%,29.78%,32.80%,32.24%,33.94%,36.83%,36.83%
36,Operating Margin,14.01%,12.74%,13.47%,9.79%,10.43%,15.00%,4.49%,0.21%,5.90%,6.56%,5.72%,3.23%,15.60%,12.16%,12.45%,14.90%,14.68%,10.38%,10.38%
37,Profit Margin,12.72%,15.64%,15.46%,13.51%,11.06%,15.25%,8.19%,5.34%,7.22%,9.53%,8.40%,10.73%,15.20%,10.89%,15.36%,12.43%,13.48%,12.18%,12.18%
38,Free Cash Flow Margin,34.40%,17.84%,-10.69%,8.12%,35.17%,37.91%,23.36%,25.86%,28.19%,-2.54%,-18.57%,15.28%,15.10%,16.58%,-30.05%,19.67%,23.45%,13.50%,13.50%
39,EBITDA,26.23,28.2,28.68,23.14,22.57,36.8,9.96,4.67,13.77,16.53,10.12,10.07,31.32,21.6,14.79,37.96,30.94,43.3,43.3
40,EBITDA Margin,16.42%,14.33%,15.55%,11.74%,12.80%,16.60%,7.75%,2.06%,8.55%,8.79%,9.88%,5.60%,18.26%,15.19%,17.99%,16.93%,17.29%,47.21%,47.21%
41,D&A For EBITDA,3.84,3.14,3.84,3.84,4.19,3.55,4.19,4.19,4.27,4.19,4.27,4.27,4.56,4.31,4.56,4.56,4.67,33.78,33.78
42,EBIT,22.38,25.06,24.84,19.3,18.38,33.25,5.77,0.48,9.5,12.34,5.85,5.81,26.76,17.29,10.23,33.41,26.27,9.53,9.53
43,EBIT Margin,14.01%,12.74%,13.47%,9.79%,10.43%,15.00%,4.49%,0.21%,5.90%,6.56%,5.72%,3.23%,15.60%,12.16%,12.45%,14.89%,14.68%,10.38%,10.38%
44,Effective Tax Rate,11.91%,9.72%,14.05%,8.08%,17.92%,10.75%,12.62%,3.33%,10.66%,11.77%,11.31%,11.62%,11.66%,12.75%,12.78%,15.57%,14.66%,14.42%,14.42%
45,Revenue as Reported,159.73,196.75,184.39,197.11,176.29,221.64,128.52,226.42,161.07,188.05,102.43,179.9,171.5,142.25,82.21,224.27,270.63,-,-
