,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
28,Long-Term Debt,2,29.85,31.84,37.14,39.05,280.52,-,315.34,-,296.09,-,314.3,314.3,292.34,292.34
29,Long-Term Leases,8,10.11,11.33,6.03,7.69,8.56,-,-,-,-,-,-,-,-,-
30,Long-Term Unearned Revenue,8.29,8.7,9.11,9.52,9.92,7.9,-,8.45,-,3.75,-,3.46,3.46,3.65,3.65
31,Long-Term Deferred Tax Liabilities,14.51,14.38,14.03,11.17,11.13,8.08,-,7.63,-,5.58,-,4.63,4.63,3.02,3.02
32,Total Liabilities,4075,3411,3530,3624,3676,3307,-,2826,-,2072,-,1935,1935,1626,1626
33,Common Stock,312.2,312.2,312.2,312.2,312.2,312.2,-,234.15,-,234.15,-,234.15,234.15,234.15,234.15
34,Additional Paid-In Capital,2893,2893,2893,2894,2894,2894,-,205.71,-,205.71,-,205.71,205.71,205.71,205.71
35,Retained Earnings,1234,1244,1088,1001,846.63,690.41,-,527.69,-,357.82,-,262.41,262.41,169.15,169.15
36,Comprehensive Income & Other,5.67,5.79,4.94,3.99,6.58,5.46,-,3.25,-,-,-,-,-,-,-
37,Shareholders' Equity,4445,4455,4298,4211,4060,3902,970.8,970.8,-,797.68,702.26,702.26,702.26,609.01,609.01
38,Total Liabilities & Equity,8520,7867,7828,7836,7736,7210,-,3797,-,2869,-,2637,2637,2235,2235
39,Total Debt,55.57,89.78,171.59,63.26,434.58,437.33,432.67,432.67,-,521.48,569.04,569.04,569.04,542.46,542.46
40,Net Cash (Debt),1940,2393,2711,2918,2735,2801,-29.06,-29.06,-,-216.9,-287.33,-287.33,-287.32,-317.29,-317.29
41,Net Cash Growth,-29.07%,-14.57%,-,-,-,-,-,-,-,-,-,-,-,-,-
42,Net Cash Per Share,6.26,7.90,8.45,9.30,8.82,11.80,-0.13,-0.12,-,-0.93,-,-1.23,-1.23,-1.35,-1.35
43,Filing Date Shares Outstanding,312.2,312.2,312.2,312.2,312.2,312.2,234.15,234.15,236.97,234.15,-,234.15,234.15,234.15,234.15
44,Total Common Shares Outstanding,312.2,312.2,312.2,312.2,312.2,312.2,234.15,234.15,236.97,234.15,-,234.15,234.15,234.15,234.15
45,Working Capital,3122,3255,3214,3231,3135,3297,-,518.59,-,412.61,-,357.7,357.7,285.48,285.48
46,Book Value Per Share,14.24,14.27,13.77,13.49,13.00,12.50,4.15,4.15,-,3.41,3.00,3.00,3.00,2.60,2.60
47,Tangible Book Value,4283,4292,4134,4082,3963,3807,873.59,873.59,-,699.08,602.62,602.62,602.62,508.69,508.69
48,Tangible Book Value Per Share,13.72,13.75,13.24,13.07,12.69,12.19,3.73,3.73,-,2.99,2.57,2.57,2.57,2.17,2.17
49,Buildings,-,404.3,-,404.3,-,404.3,-,404.3,-,404.3,-,369.38,369.38,289.62,289.62
50,Machinery,-,186.76,-,161.92,-,129.01,-,117.68,-,101.91,-,96.17,96.17,85.21,85.21
51,Construction In Progress,-,48.06,-,2,-,2.34,-,1.13,-,0.32,-,26.59,26.59,68.94,68.94
