,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
10,Interest Income,0.4,1.01,1.89,3.69,4.04,2.92,4.13,5.2,3.51,0.69,0.7,0.63,0.63,1.17,1.17
11,Net Interest Expense,-50.09,-47.33,-46.75,-44.17,-42.64,-42.37,-41.91,-48.1,-47.24,-47.86,-47.78,-51.28,-51.28,-49.77,-49.77
12,Other Non-Operating Income (Expenses),0.39,-0.55,-0.07,-0.63,-1,0.89,-0.41,0.71,-0.67,-0.69,-0.08,0.17,0.17,-0.76,-0.76
13,EBT Excluding Unusual Items,45.54,88.55,21.91,-90.47,109.63,83.22,30.22,3.48,109.71,76.19,10.52,38.27,38.27,38.73,38.73
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-0.04,0.01,0.03,-,-,-,-,-,-,-
15,Gain (Loss) on Sale of Assets,-,-,0.28,0.01,-,0.05,-,0.17,-0.11,0.1,-,0,0,0.07,0.07
16,Asset Writedown,-,-,-,-0.01,-,-,-,0.11,-,-,-,-0.07,-0.07,0.32,0.32
17,Other Unusual Items,-0.3,-0.7,-0.09,24.01,-,-,-,11.62,-,-,-,-1.15,-1.15,-,-
18,Pretax Income,45.24,87.85,22.11,-66.46,109.63,83.24,30.23,15.4,109.61,76.28,10.52,37.06,37.06,39.13,39.13
19,Income Tax Expense,6.89,10.85,8.42,-3.04,10.69,9.41,4.02,8.06,13.64,11.98,-17.8,3.08,3.08,1.82,1.82
20,Earnings From Continuing Ops.,38.35,77,13.69,-63.42,98.93,73.83,26.21,7.34,95.97,64.31,28.32,33.97,33.97,37.31,37.31
21,Minority Interest in Earnings,0.16,-0.02,0.39,0.3,-0.63,-0.03,0.02,0.15,-0.05,-0.05,0.03,-0,-0,-0.04,-0.04
22,Net Income,38.51,76.97,14.08,-63.13,98.3,73.81,26.23,7.49,95.92,64.25,28.35,33.97,33.97,37.27,37.27
23,Net Income to Common,38.51,76.97,14.08,-63.13,98.3,73.81,26.23,7.49,95.92,64.25,28.35,33.97,33.97,37.27,37.27
24,Net Income Growth,-60.83%,4.29%,-46.33%,-,2.48%,14.87%,-7.45%,-77.96%,182.36%,72.41%,-23.94%,-,-,-,-
25,Shares Outstanding (Basic),955,1117,704,1030,1015,945,874,874,838,716,709,679,679,745,745
26,Shares Outstanding (Diluted),955,1117,704,1030,1015,945,874,874,838,716,709,679,679,745,745
27,Shares Change (YoY),-5.84%,18.27%,-19.49%,17.85%,21.12%,31.92%,23.39%,28.62%,23.29%,-3.95%,-4.93%,-,-,-,-
28,EPS (Basic),0.04,0.07,0.02,-0.06,0.10,0.08,0.03,0.01,0.11,0.09,0.04,0.05,0.05,0.05,0.05
29,EPS (Diluted),0.04,0.07,0.02,-0.06,0.10,0.08,0.03,0.01,0.11,0.09,0.04,0.05,0.05,0.05,0.05
30,EPS Growth,-58.40%,-11.82%,-33.33%,-,-15.39%,-12.92%,-25.00%,-82.86%,129.03%,79.49%,-20.00%,-,-,-,-
31,Free Cash Flow,-1567,-937.79,-124.6,-255.89,39.87,-155.7,-278.29,-404.64,-137.53,-258.13,-127.5,-8.35,-8.35,-66.15,-66.15
32,Free Cash Flow Per Share,-1.64,-0.84,-0.18,-0.25,0.04,-0.16,-0.32,-0.46,-0.16,-0.36,-0.18,-0.01,-0.01,-0.09,-0.09
33,Dividend Per Share,-,-,-,0.080,-,-,-,0.063,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,26.98%,-,-,-,-,-,-,-,-,-,-,-
35,Profit Margin,13.49%,23.90%,6.83%,-33.06%,32.81%,24.84%,12.99%,5.07%,35.79%,21.97%,16.33%,17.84%,17.84%,17.46%,17.46%
36,Free Cash Flow Margin,-548.93%,-291.20%,-60.48%,-134.00%,13.31%,-52.39%,-137.79%,-273.98%,-51.31%,-88.27%,-73.43%,-4.39%,-4.39%,-30.99%,-30.99%
37,EBITDA,173.67,234.82,147.16,32.76,225.24,200.08,144.52,122.84,224.91,194.05,125.66,159.76,159.76,153.46,153.46
38,EBITDA Margin,60.84%,72.92%,71.43%,17.16%,75.17%,67.32%,71.55%,83.17%,83.91%,66.36%,72.37%,83.90%,83.90%,71.90%,71.90%
39,D&A For EBITDA,78.43,98.39,78.43,78.43,71.97,75.38,71.97,71.97,67.29,69.31,67.29,70.38,70.38,64.2,64.2
40,EBIT,95.24,136.42,68.73,-45.67,153.26,124.7,72.54,50.87,157.62,124.74,58.37,89.38,89.38,89.26,89.26
41,EBIT Margin,33.36%,42.36%,33.36%,-23.92%,51.15%,41.96%,35.92%,34.44%,58.80%,42.66%,33.62%,46.94%,46.94%,41.82%,41.82%
42,Effective Tax Rate,15.22%,12.35%,38.08%,-,9.76%,11.30%,13.30%,52.36%,12.44%,15.70%,-,8.32%,8.32%,4.64%,4.64%
43,Revenue as Reported,285.45,322.04,206.01,190.96,299.65,297.19,201.97,147.69,268.04,292.42,173.63,190.41,190.41,213.42,213.42
