,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
31,Retained Earnings,-,546.56,554.2,553.74,524.95,489.06,482.18,455.03,434.59,397.57,378.9,360.06,318.53,264.04,232.91,-,153.58,-,-,-
32,Comprehensive Income & Other,-,12.53,12.05,11.81,11.08,10.38,9.63,9.16,8.35,7.92,7.4,6.65,5.93,5.22,4.82,-,3.88,-,-,-
33,Shareholders' Equity,1866,1866,1869,1866,1837,1800,1793,1765,1744,1706,1687,1668,1625,1568,632.48,552.2,552.2,-,-,515.05
34,Total Liabilities & Equity,-,2405,2415,2386,2364,2287,2311,2305,2249,2281,2244,2101,2018,1905,971.34,-,871.38,-,-,-
35,Total Debt,1.37,1.37,1.81,107.41,1.18,107.45,107.83,31.59,32.08,30.55,30.81,30.79,31.11,31.01,31.28,30,30,-,-,-
36,Net Cash (Debt),888.84,888.84,967.97,879.85,979.09,785.6,817.68,923.7,957.86,917.71,971.09,1012,1065,963.2,101.49,121.81,121.81,-,-,133.91
37,Net Cash Growth,-9.22%,13.14%,18.38%,-4.75%,2.22%,-14.40%,-15.80%,-8.69%,-10.03%,-4.72%,856.83%,730.50%,774.01%,-,-,-9.04%,-,-,-,-
38,Net Cash Per Share,7.87,8.24,8.79,8.25,9.01,7.11,7.52,8.58,8.75,8.49,8.94,9.37,9.92,10.54,1.27,1.49,1.47,-,-,1.65
39,Filing Date Shares Outstanding,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,81.29,81.94,81.29,80.13,81.29,81.29
40,Total Common Shares Outstanding,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,108.38,81.29,81.94,81.29,80.13,81.29,81.29
41,Working Capital,-,1653,1676,1695,1678,1659,1658,1639,1630,1635,1626,1608,1566,1507,570.12,-,486.72,-,-,-
42,Book Value Per Share,17.22,17.22,17.25,17.22,16.95,16.61,16.54,16.29,16.09,15.74,15.57,15.39,15.00,14.46,7.78,6.79,6.79,-,-,6.34
43,Tangible Book Value,1856,1856,1859,1856,1830,1794,1786,1758,1737,1699,1680,1661,1619,1561,625.6,545.22,545.22,-,-,507.87
44,Tangible Book Value Per Share,17.12,17.12,17.15,17.12,16.89,16.55,16.48,16.22,16.03,15.68,15.50,15.32,14.93,14.40,7.70,6.71,6.71,-,-,6.25
45,Buildings,-,-,184.73,-,184.73,-,184.87,-,184.87,-,184.87,-,184.87,-,186.46,-,186.46,-,-,-
46,Machinery,-,-,248.97,-,246.6,-,236.67,-,233.44,-,212.36,-,212.39,-,227.69,-,226.77,-,-,-
47,Construction In Progress,-,-,107.6,-,66.32,-,55.37,-,11.99,-,4.45,-,2.6,-,1.96,-,0.1,-,-,-
