,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
16,Gain (Loss) on Sale of Assets,0.03,-2.23,0.01,-2.68,1.71,-5.62,-2.31,-0.9,0.92,-2.38,0.07,0.18,0.95,-0.59,2.36,0.07,-0.01,1.05,1.28
17,Asset Writedown,2.61,-6.46,3.29,2.77,-5.26,0.96,-0.96,-38.86,1.73,-3.55,3.55,-3.55,3.55,0.18,-0.18,-0.76,0.71,-,-
18,Legal Settlements,0.91,-0.91,-,-,0.99,-0.99,-,-,0.25,-0.25,-,-,0.19,-0.19,-,-,0.07,-0.07,-
19,Other Unusual Items,-1.63,1.63,-,2.49,0.43,-0.43,-,28.07,-11.32,11.32,-,7.42,0.58,-0.58,-,4.67,3.64,-3.64,-
20,Pretax Income,-4.84,-7.53,17,14.43,16.36,-28.62,14.88,-167.27,0.63,19.64,38.43,40.9,42.24,31.21,48.55,74.07,92.57,95.54,26.92
21,Income Tax Expense,-4.04,-1.42,3.08,4.62,1.88,-3.89,2.25,-14.16,3.03,-1.13,5.66,8.83,5.83,2.74,8.28,10.95,14.71,15.68,4.04
22,Earnings From Continuing Operations,-0.81,-6.11,13.92,9.81,14.48,-24.73,12.63,-153.11,-2.4,20.77,32.77,32.07,36.41,28.46,40.27,63.12,77.86,79.87,22.88
23,Minority Interest in Earnings,0.38,2.02,1.48,-1.92,-1.86,4.15,0.41,4.96,1.63,-0.39,-1.71,-3.35,-,-,-,-,-,-,-
24,Net Income,-0.43,-4.1,15.4,7.89,12.61,-20.58,13.04,-148.16,-0.77,20.38,31.05,28.72,36.41,28.46,40.27,63.12,77.86,79.87,22.88
25,Net Income to Common,-0.43,-4.1,15.4,7.89,12.61,-20.58,13.04,-148.16,-0.77,20.38,31.05,28.72,36.41,28.46,40.27,63.12,77.86,79.87,22.88
26,Net Income Growth,-,-,18.06%,-,-,-,-57.99%,-,-,-28.40%,-22.88%,-54.50%,-53.23%,-64.36%,75.99%,-,-,-,-
27,Shares Outstanding (Basic),221,152,171,141,130,214,163,160,181,170,173,176,173,169,144,290,17,131,128
28,Shares Outstanding (Diluted),221,152,171,141,130,214,163,160,181,170,173,176,173,169,144,290,17,131,128
29,Shares Change (YoY),69.62%,-29.01%,4.94%,-11.91%,-28.14%,25.58%,-5.48%,-8.92%,4.82%,1.05%,19.96%,-39.46%,901.06%,28.65%,12.26%,-,-,-,-
30,EPS (Basic),-0.00,-0.03,0.09,0.06,0.10,-0.10,0.08,-0.93,-0.00,0.12,0.18,0.16,0.21,0.17,0.28,0.22,4.51,0.61,0.18
31,EPS (Diluted),-0.00,-0.03,0.09,0.06,0.10,-0.10,0.08,-0.93,-0.00,0.12,0.18,0.16,0.21,0.17,0.28,0.22,4.51,0.61,0.18
32,EPS Growth,-,-,12.50%,-,-,-,-55.56%,-,-,-29.14%,-35.71%,-24.84%,-95.33%,-72.30%,56.77%,-,-,-,-
33,Free Cash Flow,5.39,-56.36,16.48,-87.47,30.89,-98.9,97.54,-64.29,-68.08,-151.58,1.52,-165.15,-25.13,-74.69,-9.21,107.11,-163.96,113.57,-23.44
34,Free Cash Flow Per Share,0.02,-0.37,0.10,-0.62,0.24,-0.46,0.60,-0.40,-0.38,-0.89,0.01,-0.94,-0.15,-0.44,-0.06,0.37,-9.49,0.87,-0.18
35,Dividend Per Share,-,-,-,0.023,-,-,-,-,-,-,-,0.080,-,-,-,0.429,-,-,-
36,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-81.33%,-,-,-,-,-,-,-
37,Gross Margin,12.90%,14.58%,15.51%,16.76%,16.57%,9.28%,12.77%,11.47%,12.10%,15.37%,18.27%,21.28%,19.70%,21.07%,24.82%,30.18%,31.87%,34.91%,32.72%
38,Operating Margin,0.12%,1.62%,7.86%,5.78%,5.50%,-2.16%,6.09%,-22.10%,2.94%,5.30%,10.21%,7.66%,12.24%,10.94%,22.40%,25.31%,25.11%,29.87%,21.28%
39,Profit Margin,-0.13%,-1.10%,4.75%,1.50%,2.51%,-3.83%,3.11%,-31.08%,-0.17%,4.76%,10.10%,5.15%,12.81%,9.98%,18.10%,18.35%,23.27%,22.61%,15.51%
40,Free Cash Flow Margin,1.64%,-15.09%,5.08%,-16.58%,6.14%,-18.40%,23.25%,-13.48%,-15.45%,-35.38%,0.49%,-29.59%,-8.84%,-26.18%,-4.14%,31.14%,-48.99%,32.15%,-15.89%
41,EBITDA,31.12,33.78,56.23,61.22,51.9,14.84,49.77,-81.16,27.83,44.5,46.27,57.62,47.42,44.8,62.43,99.66,95.53,117.11,42.89
42,EBITDA Margin,9.49%,9.04%,17.34%,11.61%,10.32%,2.76%,11.86%,-17.02%,6.31%,10.39%,15.05%,10.32%,16.68%,15.71%,28.07%,28.98%,28.55%,33.15%,29.07%
43,D&A For EBITDA,30.72,27.73,30.72,30.72,24.22,26.47,24.22,24.22,14.86,21.79,14.86,14.86,12.61,13.6,12.61,12.61,11.49,11.61,11.49
44,EBIT,0.4,6.05,25.51,30.5,27.68,-11.63,25.55,-105.38,12.97,22.72,31.41,42.76,34.81,31.2,49.82,87.05,84.04,105.5,31.4
45,EBIT Margin,0.12%,1.62%,7.86%,5.78%,5.50%,-2.16%,6.09%,-22.10%,2.94%,5.30%,10.21%,7.66%,12.24%,10.94%,22.40%,25.31%,25.11%,29.87%,21.28%
46,Effective Tax Rate,-,-,18.12%,32.02%,11.50%,-,15.09%,-,481.41%,-,14.73%,21.59%,13.79%,8.79%,17.05%,14.78%,15.89%,16.41%,15.00%
47,Revenue as Reported,327.97,373.53,324.33,527.42,502.97,537.42,419.53,476.75,440.75,428.44,307.51,558.16,284.3,285.27,222.45,343.93,835.41,-,-
