,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Other Current Assets,11.33,13.92,37.03,37.86,24.65,22.9,35,36.84,21.94,10.22,8.06,6.66,22.89,6.95,5.71,5.81,-,1.73,-
10,Total Current Assets,2793,2861,3009,3125,3175,3032,2991,2961,3010,2990,2794,2666,2524,2495,2796,1617,-,1593,-
11,"Property, Plant & Equipment",580.88,605.44,627.52,651.76,692.49,710.35,677.68,704.32,540.06,552.1,430.37,429.62,392.63,221.6,229.62,236.23,-,230.35,-
12,Long-Term Investments,10.89,10.89,10.89,10.89,10.89,10.89,10.89,10.89,10.89,10.89,10.89,11.34,11.34,11.34,11.34,11.34,-,11.34,-
13,Goodwill,225.46,226.27,227.02,227.58,234.38,235.91,237.04,237.65,226.18,227.04,17.94,18.46,-,-,-,-,-,-,-
14,Other Intangible Assets,300.43,308.72,316.29,323.12,337.32,351.33,276.46,284.35,320.91,332.35,314.75,321.39,199.62,204.39,208.77,212.26,-,222.08,-
15,Long-Term Deferred Tax Assets,116.42,111.3,107.05,108.64,105.39,102.03,97.63,97.78,50.88,48.93,38.33,38.23,27.44,26.53,24.59,25.59,-,21.68,-
16,Long-Term Deferred Charges,8.28,9.34,8.97,10.02,10.99,12.59,13.51,13.76,13.41,14.45,15.74,12.12,7.42,8.16,8.9,9.48,-,11.05,-
17,Other Long-Term Assets,116.16,95.83,53.44,46.16,26.83,26.95,42.22,42.7,28.27,28.6,28.45,29.31,27.9,10.21,4.99,5.14,-,5.05,-
18,Total Assets,4151,4229,4361,4504,4593,4482,4347,4353,4201,4205,3650,3527,3191,2977,3285,2117,-,2094,-
19,Accounts Payable,955.19,1024,1072,1184,1232,1176,984.87,1007,776.44,755.15,537.61,531.64,522.21,445.79,463.58,502.3,-,591.04,-
20,Accrued Expenses,12.35,19.58,16.74,32.79,14.38,23.3,18.37,35.51,15.26,31.01,12.79,30.44,13.13,16.14,10.73,21.68,-,17.77,-
21,Short-Term Debt,465.04,388.8,439.72,443.71,491.26,414.88,444.72,426.12,378.9,427.03,297.73,198.76,99.28,138.14,268.27,310.44,-,422.17,-
22,Current Portion of Long-Term Debt,148.59,178.69,164.22,130.68,149.8,51.5,87.26,45.47,-,21.63,-,21.63,-,-,-,2.04,-,-,-
23,Current Portion of Leases,-,19.33,-,21.37,-,21.76,-,29.25,-,16.39,-,13.61,-,0.18,-,-,-,-,-
24,Current Income Taxes Payable,8.19,4.43,16.5,10.24,14.6,2.64,18.69,11.35,33.24,12.15,36.49,30.03,14.35,4.68,21.05,28.71,-,20.11,-
25,Current Unearned Revenue,8.62,1.72,2.75,4.23,4.18,7.8,11.1,5.68,4.84,1.45,4.62,4.81,3.46,9.2,9.96,12.69,-,18.82,-
26,Other Current Liabilities,19.29,22.64,10.72,46.24,8.16,23.81,46.6,64.1,126.21,224.68,70.51,37.91,33.75,18.44,20.42,21.41,-,34.1,-
27,Total Current Liabilities,1617,1659,1723,1873,1914,1721,1612,1625,1335,1489,959.75,868.84,686.18,632.58,794.01,899.27,-,1104,-
28,Long-Term Debt,106.93,135.23,189.78,189.28,230.28,312.58,260.08,260.58,265.58,100.13,85.76,85.63,-,-,99.09,100.09,-,-,-
29,Long-Term Leases,117.66,121.34,124.86,127.2,134.67,138.67,142.79,144.75,133.01,136.74,141.11,143.11,136.54,2,-,-,-,-,-
30,Long-Term Unearned Revenue,53.12,54.41,55.71,57,58.3,59.59,60.89,62.19,63.48,64.78,66.07,67.37,68.66,69.96,71.25,72.55,-,75.14,-
31,Long-Term Deferred Tax Liabilities,26.61,28.33,29.93,31.4,33.88,36.43,38.49,40.56,21.55,22.64,17.94,18.46,-,-,-,-,-,-,-
32,Other Long-Term Liabilities,5.17,5.12,3.66,3.61,3.57,10.75,10.67,10.5,10.37,18.43,22.74,18.55,14.54,24.76,25.03,24.76,-,35.12,-
33,Total Liabilities,1927,2004,2127,2282,2375,2279,2125,2143,1829,1832,1293,1202,905.92,729.3,989.39,1097,-,1214,-
34,Common Stock,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,123.11,92.21,-,92.21,-
35,Additional Paid-In Capital,1337,1337,1337,1337,1342,1342,1337,1337,1337,1337,1337,1337,1339,1337,1387,182.38,-,182.38,-
36,Retained Earnings,691.9,692.33,700.39,684.99,677.1,664.49,685.07,672.03,820.18,820.95,814.36,783.31,754.59,718.18,763.58,723.31,-,582.34,-
37,Comprehensive Income & Other,19.71,19.34,18.13,20.36,21.71,21.2,21.18,21.17,20.7,19.07,18.55,19.67,17.45,19.81,21.83,22.61,-,23.13,-
38,Total Common Equity,2221,2221,2228,2215,2213,2200,2216,2203,2351,2350,2343,2313,2284,2248,2295,1021,-,880.05,774.49
39,Minority Interest,3.11,3.48,5.5,6.97,5.34,3.44,6.32,6.69,21.27,22.86,13.98,12.25,1.04,-,-,-,-,-,-
40,Shareholders' Equity,2224,2225,2234,2222,2218,2203,2222,2210,2372,2373,2357,2325,2285,2248,2295,1021,-,880.05,774.49
41,Total Liabilities & Equity,4151,4229,4361,4504,4593,4482,4347,4353,4201,4205,3650,3527,3191,2977,3285,2117,-,2094,-
42,Total Debt,838.22,843.38,918.59,912.24,1006,939.39,934.85,906.17,777.49,701.92,524.6,462.74,235.81,140.32,367.37,412.57,-,422.17,383.05
43,Net Cash (Debt),-514.93,-514.9,-476.25,-484.96,-426.67,-437.55,-334.04,-393.95,-220.85,-84.12,319.72,287.53,651.64,808.38,962.98,-288.14,-,-256.09,-295.53
44,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-66.80%,-,-,-,-,-,-,-,-
45,Net Cash Per Share,-2.33,-3.39,-2.78,-3.44,-3.28,-2.05,-2.05,-2.46,-1.22,-0.49,1.85,1.64,3.77,4.79,6.70,-0.99,-,-1.95,-2.31
46,Filing Date Shares Outstanding,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,129.09,17.27,129.09,128.1
47,Total Common Shares Outstanding,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,172.35,129.09,17.27,129.09,128.1
48,Working Capital,1175,1202,1286,1252,1261,1311,1380,1337,1675,1501,1834,1798,1838,1862,2002,717.88,-,488.76,-
49,Book Value Per Share,12.89,12.89,12.93,12.85,12.84,12.76,12.86,12.78,13.64,13.63,13.59,13.42,13.25,13.04,13.32,7.91,-,6.82,6.00
50,Tangible Book Value,1695,1686,1685,1664,1641,1612,1702,1681,1804,1790,2010,1973,2084,2043,2086,808.25,-,657.97,546.75
51,Tangible Book Value Per Share,9.84,9.78,9.78,9.66,9.52,9.36,9.88,9.75,10.46,10.39,11.66,11.45,12.09,11.86,12.11,6.26,-,5.10,4.24
52,Buildings,-,409.13,-,388.42,-,383.5,-,222.16,-,221.98,-,133.47,-,109.1,-,109.23,-,109.06,-
53,Machinery,-,368.32,-,368.24,-,368.35,-,383.18,-,373.13,-,320.26,-,253.07,-,266.49,-,240.4,-
54,Construction In Progress,-,-,-,18.05,-,45.14,-,188.85,-,31.63,-,3.05,-,-,-,0.44,-,4.47,-
