,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
9,Operating Expenses,57.08,60.39,50.39,64.75,43.36,56.39,42.28,74.16,35.88,39.59,42.76,-48.87,110.6,108.26,50.95,17.03,65.99,43.82,43.82,94.95
10,Operating Income,37.54,20.85,17.58,5.86,45.03,23.29,19.85,-3.6,36.17,40.77,55.35,70.36,73.89,66.54,36.32,76.65,55.44,34,34,22.37
11,Interest Expense,-,-0.21,-0,-,-0.1,-,-4.11,-0.01,-0.02,-0.04,-,-4.47,-,-0.04,-,-,-,-0,-0,-6.93
12,Interest & Investment Income,4.58,6.59,5.45,8.81,10.99,16.01,1.89,7.57,3.27,1.4,2.22,-,3.03,9.52,7.6,2.96,1.05,0.68,0.68,-
13,Currency Exchange Gain (Loss),-12.2,12.2,-,12.4,-12.06,12.06,-,65.83,-41.13,41.13,-,-17.5,6.59,-6.59,-,-34.37,-4.09,2.05,2.05,5.85
14,Other Non Operating Income (Expenses),4.75,-4.75,4.06,-12.61,13.44,-0.62,-0.05,-72.42,71.96,-0.03,0.14,2.93,-4.4,-5.07,3.89,10.15,-12.32,0.11,0.11,24.11
15,EBT Excluding Unusual Items,34.68,34.67,27.09,14.45,57.29,50.74,17.58,-2.62,70.25,83.22,57.71,51.32,79.11,64.37,47.81,55.39,40.07,36.84,36.84,45.4
16,Gain (Loss) on Sale of Investments,-,-,-0.1,-4.34,-6.1,-5.98,-0.29,-1.68,-3.99,-4.13,-0.13,10.54,-0.3,-1.22,-6.39,11.03,0.06,-0.29,-0.29,-2.17
17,Gain (Loss) on Sale of Assets,-,-,-,0.03,-0.03,-,-,1.85,-0.01,-0.07,-1.89,0.05,0,0.09,-,-0,-,-,-,0.02
18,Asset Writedown,-0.24,0.34,-0.34,0.45,-0.48,0.28,-0.28,0.01,-0.02,0.39,-0.4,0.1,-0.38,0,-,0.3,-0.3,-0,-0,-0.02
19,Other Unusual Items,-2.44,2.92,1.45,3.52,-1.51,1.51,-,17.47,0.12,-0.12,-,5.63,-0.09,0.09,-,7.26,-0.29,0.14,0.14,5.93
20,Pretax Income,32,37.93,28.09,14.12,49.17,46.55,17.01,15.04,66.34,79.28,55.29,67.65,78.35,63.32,41.42,73.99,39.54,36.69,36.69,49.16
21,Income Tax Expense,5.83,3.74,6.98,3.46,7.21,8.13,3.76,1.55,14.17,20.34,12.81,9.61,16.63,11.21,8.08,12.58,4.37,6.6,6.6,9.85
22,Earnings From Continuing Operations,26.17,34.19,21.11,10.66,41.96,38.42,13.25,13.49,52.18,58.94,42.48,58.04,61.71,52.11,33.34,61.41,35.17,30.09,30.09,39.32
23,Minority Interest in Earnings,0.38,0.36,0.39,0.21,0.66,0.69,0.61,0.57,0.14,0.06,-,-,-,-,-,-,-,-,-,-
24,Net Income,26.55,34.55,21.49,10.87,42.62,39.12,13.86,14.06,52.31,59,42.48,58.04,61.71,52.11,33.34,61.41,35.17,30.09,30.09,39.32
25,Net Income to Common,26.55,34.55,21.49,10.87,42.62,39.12,13.86,14.06,52.31,59,42.48,58.04,61.71,52.11,33.34,61.41,35.17,30.09,30.09,39.32
26,Net Income Growth,-37.71%,-11.68%,55.06%,-22.70%,-18.53%,-33.71%,-67.37%,-75.78%,-15.23%,13.23%,27.41%,-5.48%,75.47%,73.19%,10.82%,56.19%,-,-,-,-
27,Shares Outstanding (Basic),241,234,233,226,239,217,244,232,240,228,233,229,199,174,174,169,176,176,176,175
28,Shares Outstanding (Diluted),241,234,233,226,239,217,244,232,240,228,233,229,199,174,174,169,176,176,176,175
29,Shares Change (YoY),0.87%,7.96%,-4.47%,-2.32%,-0.32%,-5.09%,4.72%,0.98%,20.63%,31.45%,33.98%,36.03%,12.97%,-1.40%,-1.23%,-3.53%,-,-,-,-
30,EPS (Basic),0.11,0.15,0.09,0.05,0.18,0.18,0.06,0.06,0.22,0.26,0.18,0.25,0.31,0.30,0.19,0.36,0.20,0.17,0.17,0.22
31,EPS (Diluted),0.11,0.15,0.09,0.05,0.18,0.18,0.06,0.06,0.22,0.26,0.18,0.25,0.31,0.30,0.19,0.36,0.20,0.17,0.17,0.22
32,EPS Growth,-38.25%,-18.19%,62.32%,-20.87%,-18.27%,-30.15%,-68.84%,-76.01%,-29.73%,-13.86%,-4.90%,-30.52%,55.33%,75.65%,12.20%,61.90%,-,-,-,-
33,Free Cash Flow,98.71,33.43,-107.64,74.76,44.98,34.97,-113.41,41.86,56.54,166.13,-5.25,-56.3,7.97,144.78,-160.57,16.85,91.59,45.46,45.46,17.57
34,Free Cash Flow Per Share,0.41,0.14,-0.46,0.33,0.19,0.16,-0.46,0.18,0.24,0.73,-0.02,-0.25,0.04,0.83,-0.92,0.10,0.52,0.26,0.26,0.10
35,Dividend Per Share,-,-,-,0.365,-,-,-,0.483,-,-,-,0.567,-,0.300,-,-,-,-,-,0.292
36,Dividend Growth,-,-,-,-24.48%,-,-,-,-14.72%,-,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,13.30%,14.83%,12.84%,15.60%,17.11%,14.49%,12.76%,13.96%,14.12%,13.71%,12.67%,1.92%,18.20%,21.06%,11.64%,10.47%,21.03%,19.12%,19.12%,21.15%
38,Operating Margin,5.27%,3.81%,3.32%,1.29%,8.72%,4.24%,4.08%,-0.71%,7.09%,6.95%,7.15%,6.30%,7.29%,8.02%,4.85%,8.57%,9.60%,8.36%,8.36%,4.03%
39,Profit Margin,3.73%,6.31%,4.06%,2.40%,8.25%,7.11%,2.85%,2.78%,10.26%,10.06%,5.49%,5.20%,6.09%,6.28%,4.45%,6.87%,6.09%,7.39%,7.39%,7.09%
40,Free Cash Flow Margin,13.87%,6.10%,-20.33%,16.52%,8.71%,6.36%,-23.29%,8.28%,11.08%,28.33%,-0.68%,-5.04%,0.79%,17.44%,-21.42%,1.88%,15.86%,11.17%,11.17%,3.17%
41,EBITDA,41.06,24.74,21.11,9.39,48.44,26.54,23.26,-0.19,38.3,43.53,57.48,72.48,75.94,68.62,38.37,78.7,57.5,36.07,36.07,24.42
42,EBITDA Margin,5.77%,4.52%,3.99%,2.07%,9.38%,4.83%,4.78%,-0.04%,7.51%,7.42%,7.42%,6.49%,7.49%,8.27%,5.12%,8.80%,9.96%,8.86%,8.86%,4.40%
43,D&A For EBITDA,3.53,3.89,3.53,3.53,3.41,3.26,3.41,3.41,2.13,2.77,2.13,2.13,2.05,2.08,2.05,2.05,2.06,2.06,2.06,2.05
44,EBIT,37.54,20.85,17.58,5.86,45.03,23.29,19.85,-3.6,36.17,40.77,55.35,70.36,73.89,66.54,36.32,76.65,55.44,34,34,22.37
45,EBIT Margin,5.27%,3.81%,3.32%,1.29%,8.72%,4.24%,4.08%,-0.71%,7.09%,6.95%,7.15%,6.30%,7.29%,8.02%,4.85%,8.57%,9.60%,8.36%,8.36%,4.03%
46,Effective Tax Rate,18.21%,9.85%,24.86%,24.50%,14.66%,17.47%,22.12%,10.34%,21.36%,25.65%,23.17%,14.20%,21.23%,17.71%,19.50%,17.00%,11.06%,17.99%,17.99%,20.03%
47,Revenue as Reported,711.65,547.62,529.37,452.6,516.48,549.87,487.05,505.36,510.11,586.34,774.24,1116,1014,830.01,749.46,894.38,577.35,406.91,406.91,-
