,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
21,Current Portion of Leases,0.69,0.68,0.63,0.66,0.33,0.33,0.33,0.56,0.33,0.33,0.33,0.33,0.33,0.33,-,-,-,-,-,-
22,Current Income Taxes Payable,8.68,7.42,8.38,4.55,11.53,8.89,9.48,4.94,14.84,33.51,33.15,41.89,30.69,22.55,-,16.18,-,13.3,13.3,10.63
23,Current Unearned Revenue,237.08,107.65,101.16,113.19,135.3,132.69,97.59,106.72,121.27,77.38,63.41,48.55,100.38,87.55,-,102.65,-,117.75,117.75,113.94
24,Other Current Liabilities,10.8,7.62,7.19,0.99,9.33,0.5,6.54,1.6,15.28,10.02,11.16,0.48,53.9,1.02,-,0.25,-,51.62,51.62,0.52
25,Total Current Liabilities,874.95,629.42,541.98,573.41,574.56,567.43,460.05,555.89,745.53,895.04,787.65,849.86,757.9,648.67,-,624.47,-,527.36,527.36,419.28
26,Long-Term Debt,3.3,23.2,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Leases,-,-,0.42,0.54,0.85,0.98,1.37,1.28,0.76,0.73,0.71,1.09,1.47,1.45,-,-,-,-,-,-
28,Long-Term Deferred Tax Liabilities,0.18,0.22,0.28,0.28,-,0.35,-,-,0.05,0.03,0.99,0.96,1.2,0.98,-,2.68,-,0.25,0.25,0.37
29,Other Long-Term Liabilities,40.35,1.66,12.37,12.53,1.44,2.14,2.14,2.06,0.96,1.21,1.04,1.41,0.96,1.15,-,1.74,-,1.62,1.62,0.45
30,Total Liabilities,918.79,654.5,558.36,586.75,576.85,570.9,463.56,559.22,747.3,897.01,790.4,853.32,761.53,652.25,-,628.89,-,529.23,529.23,420.1
31,Common Stock,233.09,233.09,233.09,233.09,233.09,233.09,194.24,194.24,194.24,194.24,194.24,194.24,194.24,145.68,-,145.68,-,145.68,145.68,145.68
32,Additional Paid-In Capital,544.86,544.86,544.86,544.86,544.86,544.86,583.71,583.71,583.71,583.71,583.71,583.71,583.71,124.66,-,124.66,-,124.66,124.66,124.66
33,Retained Earnings,334.96,308.41,358.94,337.45,326.58,283.96,357.5,343.64,329.58,277.27,350.35,307.86,319.75,258.04,-,172.58,-,76.01,76.01,66.82
34,Comprehensive Income & Other,5.96,9.58,9.66,8.48,10.89,12.22,3.43,5.82,9.17,-0.21,-9.45,-8.42,-6.14,-6.68,-,-5.53,-,2.53,2.53,1.62
35,Total Common Equity,1119,1096,1147,1124,1115,1074,1139,1127,1117,1055,1119,1077,1092,521.7,437.39,437.39,-,348.87,348.87,338.78
36,Minority Interest,48.76,49.14,49.5,49.88,50.09,50.75,51.44,52.05,49.42,49.56,-,-,-,-,-,-,-,-,-,-
37,Shareholders' Equity,1168,1145,1196,1174,1166,1125,1190,1179,1166,1105,1119,1077,1092,521.7,437.39,437.39,-,348.87,348.87,338.78
38,Total Liabilities & Equity,2086,1800,1754,1761,1742,1696,1654,1739,1913,2002,1909,1931,1853,1174,-,1066,-,878.11,878.11,758.89
39,Total Debt,33.31,46.14,24.78,30.73,1.18,1.31,1.7,8.1,1.09,1.06,1.04,1.42,1.8,1.78,-,-,-,-,-,-
40,Net Cash (Debt),857.65,733.16,771.24,868.32,784.44,740.11,800.21,928.41,935.1,877.26,788.17,783.31,882.19,364.84,385.92,385.92,-,336.18,336.18,244.53
41,Net Cash Growth,9.33%,-0.94%,-3.62%,-6.47%,-16.11%,-15.63%,1.53%,18.52%,6.00%,140.45%,104.23%,102.97%,-,8.52%,14.79%,57.82%,-,-,-,-
42,Net Cash Per Share,3.56,3.13,3.31,3.84,3.28,3.42,3.28,4.01,3.90,3.84,3.38,3.41,4.44,2.10,2.22,2.29,-,1.91,1.91,1.40
43,Filing Date Shares Outstanding,233.09,233.09,233.09,233.09,233.09,233.09,233.09,233.09,233.09,233.09,233.09,233.09,233.09,233.09,173.94,174.82,175.81,174.82,174.82,174.82
44,Total Common Shares Outstanding,233.09,233.09,233.09,233.09,233.09,233.09,233.09,233.09,233.09,233.09,233.09,233.09,233.09,174.82,173.94,174.82,175.81,174.79,174.79,174.82
45,Working Capital,864.44,836.09,891.6,871.27,858.14,846.19,959.39,961.65,956.86,908.18,973.26,930.57,1002,433.74,-,352.32,-,260.34,260.34,245.98
46,Book Value Per Share,4.80,4.70,4.92,4.82,4.79,4.61,4.89,4.84,4.79,4.53,4.80,4.62,4.68,2.98,2.50,2.50,-,2.00,2.00,1.94
47,Tangible Book Value,1069,1047,1097,1074,1065,1023,1087,1076,1067,1004,1114,1073,1087,517.13,432.54,432.54,-,343.82,343.82,333.34
48,Tangible Book Value Per Share,4.59,4.49,4.71,4.61,4.57,4.39,4.67,4.61,4.58,4.31,4.78,4.60,4.66,2.96,2.47,2.47,-,1.97,1.97,1.91
49,Buildings,-,172.88,-,172.58,-,163.66,-,117.44,-,117.55,-,123.2,-,70.16,-,70.16,-,70.16,70.16,70.19
50,Machinery,-,60.88,-,57.3,-,79.99,-,50.63,-,48.12,-,47.88,-,48.25,-,46.58,-,44.27,44.27,43.98
51,Construction In Progress,-,102.92,-,84.11,-,28.41,-,37.36,-,10.53,-,1.38,-,1.48,-,0.33,-,0.19,0.19,0.04
