,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
31,Long-Term Deferred Tax Liabilities,92.46,97.66,106.63,100.51,92.71,76.32,74.88,75.82,100.18,85.12
32,Other Long-Term Liabilities,52.77,48.3,50.1,45.32,29.47,26.57,22.91,27.21,38.58,63.61
33,Total Liabilities,10319,9856,9644,8978,8252,7004,6871,5967,6226,5567
34,Common Stock,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02
35,Additional Paid-In Capital,2585,3083,3210,3499,3579,4088,4083,4432,4416,933.04
36,Retained Earnings,5079,4567,4378,3962,3756,3414,3038,2483,2127,1753
37,Comprehensive Income & Other,-237.34,-244.89,-231.14,-339.87,-437.83,-482.95,-305.51,-95.04,63.63,66.73
38,Total Common Equity,7427,7406,7357,7121,6897,7019,6816,6821,6607,2753
39,Minority Interest,802.37,819.67,783.07,755.15,690.85,350.95,279.24,291.38,212.64,200.81
40,Shareholders' Equity,8229,8225,8140,7876,7588,7370,7095,7112,6819,2954
41,Total Liabilities & Equity,18548,18082,17784,16854,15840,14375,13966,13079,13046,8521
42,Total Debt,1678,1731,1684,1849,1413,1324,1258,1369,1546,1496
43,Net Cash (Debt),3039,3959,3518,3216,4142,4604,4281,4932,4915,1696
44,Net Cash Growth,-13.60%,23.07%,-15.07%,-30.14%,-3.25%,-6.65%,-12.90%,190.77%,231.38%,-30.43%
45,Net Cash Per Share,0.96,1.24,1.09,0.99,1.27,1.41,1.32,1.52,1.70,0.61
46,Filing Date Shares Outstanding,3164,3194,3232,3232,3249,3245,3244,3235,3217,2791
47,Total Common Shares Outstanding,3164,3194,3232,3232,3249,3245,3244,3220,3217,2789
48,Working Capital,3295,3554,3389,3453,3704,3490,3406,3924,4247,1055
49,Book Value Per Share,2.35,2.32,2.28,2.20,2.12,2.16,2.10,2.12,2.05,0.99
50,Tangible Book Value,6243,6152,6178,5934,5810,6138,6185,6174,5951,2155
51,Tangible Book Value Per Share,1.97,1.93,1.91,1.84,1.79,1.89,1.91,1.92,1.85,0.77
52,Buildings,-,260.67,-,245.26,-,223.96,-,223.96,-,223.96
53,Machinery,-,447.18,-,392.58,-,314.56,-,247.56,-,196.24
54,Construction In Progress,-,5.89,-,3.5,-,0.67,-,0.6,-,0.8
55,Leasehold Improvements,-,1086,-,871.07,-,682.08,-,550.09,-,386.49
