,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Accounts Payable,-,270.36,263.48,239.5,219.49,227.25,249.44,247.58,262.45,248.93,203.65,186.47,171.32,119.95,109.04,-,161.26,-,-,-
20,Accrued Expenses,-,20.29,32.79,22.41,38.74,20.76,35.66,24.5,39.72,3.28,21.37,9.9,34.45,1.94,16.19,-,32.51,-,-,-
21,Current Portion of Long-Term Debt,-,-,-,-,-,11.95,-,10.98,20.11,16.47,11,11.2,4.25,-,-,-,-,-,-,-
22,Current Portion of Leases,-,9.65,6.74,9.87,9.89,-,12.03,-,9.24,-,5.95,-,7.11,-,-,-,-,-,-,-
23,Current Income Taxes Payable,-,8.68,9.54,4.46,31.86,8.98,7.21,6.07,21.55,8.26,1.3,2.24,1.26,2.12,-,-,2.09,-,-,-
24,Current Unearned Revenue,-,64.42,39.94,51.48,32.01,37.4,34.66,38.98,31.19,22.33,18.87,23.84,19.52,36.38,37.5,-,39.03,-,-,-
25,Other Current Liabilities,-,28.76,56.57,12.38,14.33,14.43,16.78,21.49,23.97,21.16,25.59,23.19,21.84,14.52,16.28,-,15.91,-,-,-
26,Total Current Liabilities,-,402.17,409.06,340.1,346.32,320.78,355.78,349.6,408.24,320.43,287.73,256.84,259.76,174.92,179.01,-,250.8,-,-,-
27,Long-Term Debt,-,358.94,356.83,352.02,348.27,344.52,-,-,60,73.25,73.25,80,80,84.36,84.25,-,84.25,-,-,-
28,Long-Term Leases,-,67.41,68.93,71.66,73.99,69.01,72.48,77.75,81.67,3.07,4.29,5.08,6.82,15.35,12.5,-,-,-,-,-
29,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,3,1.45,-,-,-,-,-,-,-,-,-
30,Long-Term Deferred Tax Liabilities,-,17.17,25.31,25.03,22.46,0.37,0.37,2.83,2.83,1.69,1.69,1.71,1.71,-,-,-,-,-,-,-
31,Total Liabilities,-,845.68,860.12,788.81,791.04,734.68,428.63,430.18,552.73,401.44,368.41,343.63,348.29,274.64,275.76,-,335.05,-,-,-
32,Common Stock,-,247.06,247.06,247.06,247.06,247.06,247.06,176.47,176.47,176.47,176.47,176.47,176.47,176.47,176.47,-,132.35,-,-,-
33,Additional Paid-In Capital,-,313.39,312.7,311.99,311.3,313.83,302.38,381,379.42,375.07,374.3,373.53,372.97,372.97,372.97,-,189.49,-,-,-
34,Retained Earnings,-,353.11,333.85,298.12,306.54,285,273.32,287.62,292.72,271.08,250.13,230.13,224.4,183.91,224.99,-,227.96,-,-,-
35,Treasury Stock,-,-179.7,-179.7,-179.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,-,102.32,147.83,142.74,127.17,67.04,14.2,17.8,17.26,9.56,9.56,8.68,8.68,-,-,-,-,-,-,-
37,Total Common Equity,836.19,836.19,861.74,820.22,992.06,912.93,836.96,862.89,865.87,832.18,810.46,788.81,782.52,733.35,774.43,549.8,549.8,-,-,457.23
38,Minority Interest,-,3.96,5.27,6.15,6.27,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,Shareholders' Equity,840.15,840.15,867.01,826.37,998.33,912.89,836.96,862.89,865.87,832.18,810.46,788.81,782.52,733.35,774.43,549.8,549.8,-,-,457.23
40,Total Liabilities & Equity,-,1686,1727,1615,1789,1648,1266,1293,1419,1234,1179,1132,1131,1008,1050,-,884.85,-,-,-
41,Total Debt,436,436,432.49,433.55,432.15,425.49,84.51,88.73,171.02,92.79,94.5,96.28,98.19,99.71,96.75,84.25,84.25,-,-,35.7
42,Net Cash (Debt),74.12,74.12,189.68,201.59,408.54,390.1,327.41,353.85,374.35,381.04,388.07,387.25,392.9,357.43,362.89,177.49,177.49,-,-,260.94
43,Net Cash Growth,-81.86%,-81.00%,-42.06%,-43.03%,9.13%,2.38%,-15.63%,-8.62%,-4.72%,6.61%,6.94%,118.18%,121.36%,-,-,-31.98%,-,-,-,-
44,Net Cash Per Share,0.34,0.31,0.99,0.77,2.09,1.58,1.60,1.48,1.48,1.51,1.83,1.45,1.43,2.11,1.54,1.06,1.01,-,-,-
45,Filing Date Shares Outstanding,219.2,222.36,222.36,247.06,247.06,247.06,247.06,247.06,247.06,247.06,247.06,247.06,247.06,247.06,247.06,185.3,185.3,204.82,173.22,-
46,Total Common Shares Outstanding,219.2,222.36,222.36,247.06,247.06,247.06,247.06,247.06,247.06,247.06,247.06,247.06,247.06,247.06,247.06,185.3,185.3,204.82,173.22,-
47,Working Capital,-,728.2,717.08,679.63,860.46,857.86,448.24,498.48,563.65,585.69,574.97,568.53,559.71,523.1,563.06,-,334.95,-,-,-
48,Book Value Per Share,3.76,3.76,3.88,3.32,4.02,3.70,3.39,3.49,3.50,3.37,3.28,3.19,3.17,2.97,3.13,2.97,2.97,-,-,2.59
49,Tangible Book Value,813.71,813.71,839.11,797.42,969.09,889.81,813.66,839.42,842.23,808.36,786.46,764.67,758.2,709.22,750.14,525.23,525.23,-,-,432.81
50,Tangible Book Value Per Share,3.66,3.66,3.77,3.23,3.92,3.60,3.29,3.40,3.41,3.27,3.18,3.10,3.07,2.87,3.04,2.83,2.83,-,-,2.45
51,Buildings,-,-,241.1,-,225.41,-,176.4,-,176.4,-,176.4,-,176.4,-,176.04,-,168.98,-,-,-
52,Machinery,-,-,87.94,-,73.13,-,65.32,-,63.6,-,56.96,-,55.52,-,55.03,-,54,-,-,-
53,Construction In Progress,-,-,6.82,-,20.87,-,71.89,-,51.53,-,10.59,-,-,-,-,-,-,-,-,-
