,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,P/FCF Ratio,-,-,-,-,-98.71,-,-,-,-557.80,-,-,-,-58.38,-,-,-,-,-,-,-
10,P/OCF Ratio,20.13,20.13,15.68,-,23.01,33.43,-,-,26.98,28.24,52.78,20.05,50.32,-,-,-,-,-,-,-
11,EV/Sales Ratio,1.29,1.40,1.16,2.42,2.43,2.85,3.35,4.10,3.72,2.98,3.41,2.36,3.73,4.13,-,-,-,-,-,-
12,EV/EBITDA Ratio,10.93,12.47,10.09,21.30,21.55,25.90,30.41,37.07,33.86,26.09,29.56,20.19,31.94,42.58,-,-,-,-,-,-
13,EV/EBIT Ratio,16.02,17.36,13.60,28.14,28.08,33.89,40.04,48.98,45.09,34.40,38.95,26.32,41.73,59.34,-,-,-,-,-,-
14,EV/FCF Ratio,-31.42,-,-,-,-99.78,-,-,-,-543.24,-,-,-,-56.03,-,-,-,-,-,-,-
15,Debt / Equity Ratio,0.09,0.09,0.05,0.02,0.16,0.18,0.19,0.11,0.17,0.18,0.17,0.13,0.07,0.17,0.29,0.12,0.12,-,-,0.07
16,Debt / EBITDA Ratio,0.71,0.91,0.42,0.19,0.68,1.02,1.16,0.59,0.77,1.13,0.92,0.74,0.29,1.12,1.26,0.51,0.96,-,-,0.39
17,Debt / FCF Ratio,-,-,-,-,-4.22,-,-,-,-17.70,-,-,-,-0.80,-,11.36,-,32.76,-,-,-
18,Asset Turnover,0.85,0.80,0.94,1.30,1.13,1.05,1.10,1.19,1.05,0.86,1.03,1.18,1.11,-,-,-,-,-,-,
19,Inventory Turnover,5.71,5.47,4.87,5.63,7.27,6.27,6.01,6.71,7.94,7.38,6.69,7.41,7.72,7.22,-,-,-,-,-,-
20,Quick Ratio,2.02,2.02,2.54,2.89,1.04,0.77,0.85,0.97,1.30,1.40,1.63,1.64,1.23,2.02,0.89,-,0.58,-,-,-
21,Current Ratio,3.08,3.08,3.78,4.21,1.73,1.59,1.65,1.78,1.91,2.11,2.33,2.28,1.82,2.83,1.55,-,1.09,-,-,-
22,Return on Equity (ROE),4.94%,5.38%,9.06%,13.37%,13.59%,9.20%,11.13%,12.42%,9.47%,6.97%,11.68%,13.47%,10.22%,10.80%,13.45%,-,-,-,-,
23,Return on Assets (ROA),3.38%,3.57%,5.35%,7.56%,5.90%,4.80%,6.52%,6.31%,5.37%,3.73%,5.89%,7.40%,5.86%,-,-,-,-,-,-,
24,Return on Capital (ROIC),3.94%,4.10%,6.44%,9.66%,7.51%,6.09%,8.29%,7.97%,6.64%,4.61%,7.52%,9.22%,7.19%,7.46%,10.08%,-,-,-,-,
25,Return on Capital Employed (ROCE),7.87%,7.87%,8.73%,8.72%,11.49%,10.98%,10.63%,10.72%,9.92%,10.32%,10.36%,10.87%,11.23%,7.95%,13.15%,-,11.97%,-,-,-
26,Earnings Yield,4.24%,3.86%,4.91%,2.99%,2.93%,2.50%,1.95%,1.57%,1.80%,2.30%,2.00%,2.91%,1.79%,1.68%,-,-,-,-,-,-
27,FCF Yield,-2.78%,-2.53%,-1.99%,-1.37%,-1.01%,-2.69%,-2.11%,-1.47%,-0.18%,-0.98%,-2.10%,0.25%,-1.71%,-1.91%,-,-,-,-,-,-
28,Dividend Yield,0.63%,-,-,-,0.36%,-,-,-,0.26%,-,-,-,0.26%,-,-,-,-,-,-,-
29,Payout Ratio,18.72%,0.38%,79.38%,2.56%,5.36%,6.29%,65.13%,5.73%,6.83%,9.30%,84.96%,2.44%,20.89%,-,9.45%,5.68%,-,-,-,-
30,Buyback Yield / Dilution,-9.27%,-9.50%,-12.28%,-14.16%,-0.16%,3.68%,-2.92%,0.54%,0.76%,-27.69%,-33.78%,-36.00%,-56.79%,-6.79%,-0.38%,-0.29%,-,-,-,-
31,Total Shareholder Return,-8.64%,-9.50%,-12.28%,-14.16%,0.20%,3.68%,-2.92%,0.54%,1.02%,-27.69%,-33.78%,-36.00%,-56.53%,-6.79%,-0.38%,-0.29%,-,-,-,-
