,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
12,Goodwill,10.82,10.82,10.82,10.82,10.82,10.82,-,-,-,-,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,73.74,74.33,74.52,75.07,75.32,74.17,42.76,37.61,37.85,37.84,38.08,38.27,38.53,38.79,-,39.24,-,-,-
14,Long-Term Deferred Tax Assets,24.88,25.22,23.66,21.47,16.94,16.42,14.36,14.36,7.15,5.83,5.2,5.27,3.57,3.47,-,3.42,-,-,-
15,Long-Term Deferred Charges,20.05,20.97,20.56,22.64,22.33,13.51,14.53,36.11,36.75,36.62,14.33,13.42,13.16,11.88,-,8.54,-,-,-
16,Other Long-Term Assets,47.12,49.11,17.19,13.82,12.07,32.1,58.65,31.7,28.6,30.12,10.53,16.6,30.77,5.57,-,5.42,-,-,-
17,Total Assets,2300,2155,2143,1809,1718,1670,1534,1587,1488,1416,1370,1341,1285,1028,-,955.58,-,-,-
18,Accounts Payable,152.65,146.98,126.65,221.9,173.48,149.74,154.72,191.34,149.03,114.01,110.47,143.74,118.85,125.8,-,132.68,-,-,-
19,Accrued Expenses,19.15,23.99,14.1,27.47,16.53,21.01,13.3,19.43,14.62,16.16,11.99,18.6,12.04,24.89,-,27.97,-,-,-
20,Short-Term Debt,-,-,-,-,-,-,-,15,15,15,15,15,15,15,-,15,-,-,-
21,Current Portion of Long-Term Debt,3.68,1.23,3.78,9.29,9.07,11.3,9.82,8,11.82,6,8.61,5,16.88,11.52,-,-,-,-,-
22,Current Portion of Leases,-,0.33,-,0.29,-,0.07,-,3.64,-,4.99,-,5.3,-,5.47,-,-,-,-,-
23,Current Income Taxes Payable,14.93,5.71,17.91,20.86,20.72,7.95,22.28,17.46,12.44,4.57,14.88,10.04,9.33,4.13,-,2.57,-,-,-
24,Current Unearned Revenue,6.87,6.34,5.81,6.29,9.25,9.84,8.54,5.65,6.27,5.84,6.69,4.98,6.37,7.59,-,14.1,-,-,-
25,Other Current Liabilities,116.14,66.89,66.97,89.68,120.98,139.5,98.51,89.68,89.46,103.92,102.95,123.72,34.28,50.87,-,112.22,-,-,-
26,Total Current Liabilities,313.41,251.46,235.22,375.77,350.03,339.41,307.17,350.2,298.65,270.48,270.59,326.38,212.74,245.28,-,304.55,-,-,-
27,Long-Term Debt,157.5,79.5,37.5,184.3,196.2,201.7,112,146.5,149.5,132.5,91,35,119,139.86,-,54.77,-,-,-
28,Long-Term Leases,1.8,1.93,1.94,1.93,2.09,0.08,0.81,7.13,6.95,6.26,8.72,7.35,7.46,8.05,-,-,-,-,-
29,Long-Term Unearned Revenue,0.28,0.29,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,Long-Term Deferred Tax Liabilities,39.22,37.07,38.49,31.28,30.57,27.96,23.21,22.61,22.46,20.19,20.15,18.97,17.73,16.11,-,13.92,-,-,-
31,Other Long-Term Liabilities,0.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,Total Liabilities,512.76,370.25,313.45,593.29,578.89,569.16,443.19,526.44,477.56,429.43,390.45,387.7,356.93,409.31,-,373.24,-,-,-
33,Common Stock,99.27,99.27,99.27,86.64,86.64,86.64,86.64,86.64,86.67,86.63,86.63,86.63,85.1,63.82,-,63.82,-,-,-
34,Additional Paid-In Capital,1142,1142,1142,579.64,564.6,564.6,564.6,564.6,547.43,546.17,546.17,546.17,499.46,238.62,-,238.62,-,-,-
35,Retained Earnings,640,617.77,610.9,576.32,536.67,498.3,487.42,456.78,424.9,400.97,395.14,368.22,344.06,316.23,-,279.91,-,-,-
36,Treasury Stock,-93.63,-73.63,-23.63,-27.46,-47.47,-47.47,-47.47,-47.47,-48.63,-47.33,-47.33,-47.33,-,-,-,-,-,-,-
37,Total Common Equity,1787,1785,1829,1215,1140,1102,1091,1061,1010,986.45,980.62,953.69,928.63,618.67,582.35,582.35,-,-,405.77
38,Minority Interest,-0.28,-0.11,0.32,0.42,-1.07,-0.77,-0.36,0,0.33,0.61,-0.7,-0.5,-0.3,0.05,-,-0.02,-,-,-
39,Shareholders' Equity,1787,1785,1829,1216,1139,1101,1091,1061,1011,987.06,979.91,953.19,928.32,618.72,582.34,582.34,-,-,405.77
40,Total Liabilities & Equity,2300,2155,2143,1809,1718,1670,1534,1587,1488,1416,1370,1341,1285,1028,-,955.58,-,-,-
41,Total Debt,162.97,82.98,43.22,195.81,207.36,213.15,122.64,180.27,183.27,164.74,123.33,67.65,158.34,179.91,69.77,69.77,-,-,30
42,Net Cash (Debt),363.43,435.89,546.54,86.41,-50.96,-19.66,97.41,200.86,148.63,193.36,251.01,264.45,199.18,-20.39,47.64,47.64,-,-,49.03
43,Net Cash Growth,-,-,461.08%,-56.98%,-,-,-61.19%,-24.04%,-25.38%,-,426.90%,455.11%,-,-,-2.83%,-,-,-,-
44,Net Cash Per Share,3.89,4.40,5.53,1.01,-0.60,-0.22,1.13,2.36,1.68,2.26,2.89,3.09,2.87,-0.32,0.74,0.87,-,-,0.77
45,Filing Date Shares Outstanding,97.16,97.86,99.27,99.27,86.64,86.64,86.64,86.64,86.67,86.63,87,86.63,85.1,63.82,63.97,63.82,65.02,63.78,63.78
46,Total Common Shares Outstanding,97.16,97.86,99.27,86.64,86.64,86.64,86.64,86.64,86.67,86.63,87,86.63,85.1,63.82,63.97,63.82,65.02,63.78,63.78
47,Working Capital,652.89,697.82,755.04,275.21,207.63,219.23,238.46,319.38,330.12,359.79,347.6,267.04,389.71,135.62,-,28.58,-,-,-
48,Book Value Per Share,18.40,18.24,18.42,14.02,13.16,12.72,12.59,12.24,11.66,11.39,11.27,11.01,10.91,9.69,9.12,9.12,-,-,6.36
49,Tangible Book Value,1703,1700,1744,1129,1054,1017,1048,1023,972.52,948.61,942.54,915.42,890.09,579.88,543.11,543.11,-,-,366.33
50,Tangible Book Value Per Share,17.52,17.37,17.57,13.03,12.17,11.74,12.10,11.81,11.22,10.95,10.83,10.57,10.46,9.09,8.51,8.51,-,-,5.74
51,Buildings,-,717.03,-,718.89,-,634.36,-,516.92,-,515.02,-,508.96,-,439.88,-,426.82,-,-,-
52,Machinery,-,421.1,-,407.01,-,376.29,-,268.15,-,211.34,-,206.86,-,198.55,-,189.24,-,-,-
53,Construction In Progress,-,86.34,-,41.31,-,116.15,-,100.05,-,19,-,30.11,-,0.19,-,1.23,-,-,-
