,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
18,Current Portion of Long-Term Debt,-,58.45,75.74,98.09,104.53,89.92,75.64,99.73,98.76,-,73.45,26.58,47.32,47.32,-,30.05
19,Current Portion of Leases,-,-,0.67,-,0.62,-,0.83,-,1.02,-,-,-,-,-,-,-
20,Current Income Taxes Payable,-,6.19,3.48,3.1,2.17,8.05,4.9,3.78,2.84,-,3.98,4.15,1.3,1.3,-,0.3
21,Current Unearned Revenue,-,6.82,12.53,16.97,12.46,3.26,2.7,6.91,3.25,-,1.19,4.01,9.53,9.53,-,2.42
22,Other Current Liabilities,-,8.05,5.66,3.31,53.78,4.54,59.14,4.78,67.99,-,2.15,2.61,98.54,98.54,-,62.37
23,Total Current Liabilities,-,403.89,432.78,401.43,439.15,354.04,367.14,348.73,307.37,-,350.53,314.01,360.24,360.24,-,187.02
24,Long-Term Debt,-,61.13,62.13,90.02,74,89.48,105.25,127.17,127.31,-,164.02,205.47,162.82,162.82,-,121.02
25,Long-Term Leases,-,3.96,3.98,3.75,4.3,4.47,4.61,4.66,4.92,-,5.78,5.93,6.07,6.07,-,6.47
26,Long-Term Unearned Revenue,-,55.43,55.49,51.05,51.1,46.6,46.61,36.09,36.09,-,36.1,36.1,0.1,0.1,-,0.12
27,Long-Term Deferred Tax Liabilities,-,0.69,0.66,0.67,0.71,-,-,-,0.87,-,0.04,0.02,0.03,0.03,-,-
28,Total Liabilities,-,525.09,555.04,546.92,569.25,494.59,523.61,516.65,476.56,-,556.46,561.53,529.26,529.26,-,314.63
29,Common Stock,-,202.68,202.68,202.68,202.68,202.68,202.68,202.68,202.68,-,152.01,152.01,152.01,152.01,-,152.01
30,Additional Paid-In Capital,-,1209,1209,1209,1209,1210,1209,1209,1209,-,509.1,509.1,509.1,509.1,-,509.74
31,Retained Earnings,-,86.54,78.19,76.21,69.3,62.36,45.48,44.08,39.94,-,14.24,2.82,-7.12,-7.12,-,-28.4
32,Treasury Stock,-,-1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Total Common Equity,1497,1497,1490,1488,1481,1475,1457,1456,1452,-,675.35,663.93,653.99,653.99,-,633.36
34,Minority Interest,-,-,-,-,-,-,0,0.01,0.01,-,0.02,0.02,0.03,0.03,-,-0.61
35,Shareholders' Equity,1497,1497,1490,1488,1481,1475,1457,1456,1452,-,675.37,663.95,654.02,654.02,-,632.75
36,Total Liabilities & Equity,-,2022,2045,2035,2051,1970,1981,1973,1928,-,1232,1225,1183,1183,-,947.38
37,Total Debt,184.2,184.2,186.3,273.62,257.84,231.29,254.99,270.68,272.37,-,348.05,375.74,386.22,386.22,-,214.3
38,Net Cash (Debt),328.05,328.05,409.2,472.04,597.86,581.8,596.68,625.43,666.11,-,-108.47,-135.45,-95.24,-95.24,-,92.57
39,Net Cash Growth,-45.13%,-43.61%,-31.42%,-24.53%,-10.25%,-,-,-,-,-,-,-,-,-,-,-
40,Net Cash Per Share,1.35,1.77,2.34,2.05,3.16,2.57,3.19,3.01,9.32,-,-0.66,-0.82,-0.63,-0.63,-,0.60
41,Filing Date Shares Outstanding,202.68,202.68,202.68,202.68,202.68,202.68,202.68,202.68,202.68,295.28,202.68,152.01,152.01,151.1,155.79,152.01
42,Total Common Shares Outstanding,202.68,202.68,202.68,202.68,202.68,202.68,202.68,202.68,202.68,295.28,152.01,152.01,152.01,151.1,155.79,152.01
43,Working Capital,-,408.21,426.91,587.5,627.83,649,686.44,726.11,795,-,60.07,101.47,88.75,88.75,-,263.92
44,Book Value Per Share,7.39,7.39,7.35,7.34,7.31,7.28,7.19,7.18,7.16,-,4.44,4.37,4.30,4.33,-,4.17
45,Tangible Book Value,1421,1421,1414,1412,1404,1398,1380,1378,1373,-,546.91,535.54,575.09,575.09,-,603.05
46,Tangible Book Value Per Share,7.01,7.01,6.98,6.97,6.93,6.90,6.81,6.80,6.78,-,3.60,3.52,3.78,3.81,-,3.97
47,Buildings,-,-,256.84,-,256.7,-,257.04,-,194.24,-,-,-,147.1,147.1,-,146.33
48,Machinery,-,-,538.12,-,529.31,-,527.34,-,350.52,-,-,-,331.11,331.11,-,320.83
49,Construction In Progress,-,-,468.74,-,201.89,-,155.21,-,310.49,-,-,-,248.24,248.24,-,42.99
