,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,Currency Exchange Gain (Loss),-0.14,0.14,-,0.15,0.12,-0.12,-,-0.04,-0.21,0.21,-,-0.31,0.49,-0.49,-,-0.65,-0.33,0.15,-
14,Other Non Operating Income (Expenses),0.32,2.31,-4.34,-0.37,-24.46,-0.53,-0.4,0.05,-0.96,-0.44,-0.15,4.02,-6.03,0.54,-0.64,0.8,4.68,-1.35,-0.48
15,EBT Excluding Unusual Items,29.43,67.01,47.47,-68.66,50.47,73.64,46.03,-9.53,44.55,70.37,45.91,59.06,12.7,75.46,0.1,63.07,39.36,62.13,-16.39
16,Gain (Loss) on Sale of Investments,-,0.01,-0.01,-0.4,0.21,-0.23,0.19,-0.94,-0.17,-0.14,-0.07,-0.87,-0.3,-0.2,-0.27,-0.85,-0.56,-,-
17,Gain (Loss) on Sale of Assets,-4.78,-,-0.01,22.7,-0.32,-1.1,0.36,-0.49,-0.91,-0.76,0.1,-0,-0,0,0.28,0.54,0.3,-,-
18,Asset Writedown,6.4,-6.79,6.75,-23.93,23.84,-21.9,-0.31,2.48,-2.61,4.35,-4.89,-7.16,6.89,-4.93,4.88,-0.16,-0.08,-0.11,-
19,Other Unusual Items,-0.42,6.16,-,7.54,-0.41,0.41,-,33.4,-2.28,2.28,-,11.53,0.31,-0.31,-,17.23,8.62,-1.47,-
20,Pretax Income,30.63,66.4,54.2,-62.74,73.79,50.82,46.27,24.92,38.58,76.1,41.05,62.56,19.6,70.03,4.98,79.83,47.64,60.55,-16.39
21,Income Tax Expense,1.18,7.02,5.86,-14.71,9.01,5.06,4.55,-3.09,1.84,7.83,4.81,5.06,-0.46,9.34,0.59,9.35,5.7,9.07,-2.49
22,Earnings From Continuing Operations,29.45,59.38,48.34,-48.04,64.78,45.76,41.72,28.01,36.74,68.26,36.24,57.5,20.06,60.69,4.39,70.47,41.94,51.48,-13.9
23,Minority Interest in Earnings,2.78,0.82,2.1,3.94,-2.71,-0.2,-0.35,1.6,-3.02,-1.99,0.42,-0.91,-0.5,-0.79,-0.12,0.58,0.49,1.26,0.91
24,Net Income,32.23,60.2,50.43,-44.09,62.07,45.55,41.37,29.61,33.72,66.28,36.66,56.59,19.56,59.9,4.27,71.06,42.43,52.74,-12.99
25,Net Income to Common,32.23,60.2,50.43,-44.09,62.07,45.55,41.37,29.61,33.72,66.28,36.66,56.59,19.56,59.9,4.27,71.06,42.43,52.74,-12.99
26,Net Income Growth,-48.07%,32.16%,21.92%,-,84.09%,-31.27%,12.84%,-47.68%,72.39%,10.64%,758.87%,-20.35%,-53.91%,13.58%,-,-,-,-,-
27,Shares Outstanding (Basic),267,261,265,278,259,268,243,245,240,234,244,240,242,143,213,187,181,181,-
28,Shares Outstanding (Diluted),267,261,265,278,259,268,243,245,240,234,244,240,242,143,213,187,181,181,-
29,Shares Change (YoY),2.90%,-2.45%,9.09%,13.78%,7.85%,14.33%,-0.43%,2.06%,-0.46%,63.80%,14.52%,28.27%,33.81%,-20.80%,-,-,-,-,-
30,EPS (Basic),0.12,0.23,0.19,-0.16,0.24,0.17,0.17,0.12,0.14,0.28,0.15,0.24,0.08,0.42,0.02,0.38,0.24,0.29,-
31,EPS (Diluted),0.12,0.23,0.19,-0.16,0.24,0.17,0.17,0.12,0.14,0.28,0.15,0.24,0.08,0.42,0.02,0.38,0.24,0.29,-
32,EPS Growth,-49.54%,35.48%,11.76%,-,70.68%,-39.88%,13.33%,-48.73%,73.18%,-32.45%,650.00%,-37.91%,-65.55%,43.41%,-,-,-,-,-
33,Free Cash Flow,-59.55,-116.93,-64.9,1.5,-103.71,-37.86,-67.82,34.02,-46.59,-78.12,-53.69,6.9,-153.46,-107.41,-74.94,93.11,8.92,-,-
34,Free Cash Flow Per Share,-0.22,-0.45,-0.24,0.01,-0.40,-0.14,-0.28,0.14,-0.19,-0.33,-0.22,0.03,-0.64,-0.75,-0.35,0.50,0.05,-,-
35,Dividend Per Share,-,-,-,0.160,-,-,-,0.200,-,-,-,0.180,-,0.150,-,-,-,-,-
36,Dividend Growth,-,-,-,-20.00%,-,-,-,11.11%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,26.20%,26.74%,25.97%,26.11%,26.85%,28.99%,28.98%,26.34%,30.77%,26.97%,27.65%,22.97%,30.02%,30.80%,34.41%,29.98%,30.18%,40.56%,-17.74%
38,Operating Margin,5.02%,8.07%,11.19%,-10.53%,10.98%,11.27%,10.91%,-0.47%,10.47%,11.27%,10.87%,7.28%,5.69%,16.41%,1.66%,10.22%,8.95%,14.97%,-17.74%
39,Profit Margin,4.79%,7.43%,10.21%,-6.79%,8.72%,6.63%,8.94%,4.45%,7.09%,10.26%,8.43%,7.29%,5.69%,12.48%,2.16%,10.84%,9.24%,11.49%,-14.50%
40,Free Cash Flow Margin,-8.85%,-14.43%,-13.13%,0.23%,-14.56%,-5.51%,-14.65%,5.12%,-9.80%,-12.09%,-12.34%,0.89%,-44.61%,-22.37%,-37.99%,14.21%,1.94%,-,-
41,EBITDA,48.85,82.56,70.43,-53.27,90.37,91.99,62.66,9.06,56.47,83.22,53.95,63.23,25.15,85.29,8.84,72.56,46.82,74.16,-
42,EBITDA Margin,7.26%,10.19%,14.25%,-8.20%,12.69%,13.40%,13.54%,1.36%,11.88%,12.88%,12.40%,8.14%,7.31%,17.76%,4.48%,11.07%,10.19%,16.15%,-
43,D&A For EBITDA,15.11,17.2,15.11,15.11,12.15,14.61,12.15,12.15,6.66,10.42,6.66,6.66,5.57,6.5,5.57,5.57,5.73,5.4,-
44,EBIT,33.74,65.36,55.32,-68.38,78.22,77.38,50.51,-3.09,49.81,72.79,47.28,56.56,19.58,78.79,3.28,67,41.09,68.75,-15.91
45,EBIT Margin,5.02%,8.07%,11.19%,-10.53%,10.98%,11.27%,10.91%,-0.47%,10.47%,11.27%,10.87%,7.28%,5.69%,16.41%,1.66%,10.22%,8.95%,14.97%,-17.74%
46,Effective Tax Rate,3.86%,10.57%,10.81%,-,12.22%,9.96%,9.84%,-,4.76%,10.29%,11.73%,8.09%,-,13.33%,11.78%,11.72%,11.96%,14.98%,-
47,Revenue as Reported,672.48,810.34,494.17,649.54,712.19,686.67,462.8,664.76,475.51,645.96,434.94,776.75,343.98,480.15,197.25,655.37,733.63,548.75,-
