,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
36,Total Common Equity,2568,2525,2501,2451,2519,2436,2431,1586,1544,1500,1477,1440,1381,1413,890.18,890.18,890.18,-,804.86
37,Minority Interest,12.09,14.87,17.62,19.47,22.16,18.73,12.03,9.15,8.33,5.3,3.32,3.74,2.83,2.33,-,1.41,1.41,-,-
38,Shareholders' Equity,2580,2540,2519,2471,2541,2455,2443,1596,1552,1505,1480,1444,1384,1416,891.59,891.59,891.59,-,809.42
39,Total Liabilities & Equity,5211,5134,4766,4767,4794,4578,4548,3619,3434,3223,3190,3235,2842,3113,-,2554,2554,-,-
40,Total Debt,916.53,914.2,825.07,804.9,827.96,776.42,798.23,734.71,723.04,608.38,551.92,561.77,418.32,727.48,629.21,629.21,629.21,-,359.64
41,Net Cash (Debt),-213.07,-124.41,-323.89,-271.38,47.69,150.91,254.16,-472.28,-504.83,-406.66,-324.34,-265.96,-244.94,-32.11,-291.45,-291.45,-291.45,-,-114.16
42,Net Cash Per Share,-0.80,-0.48,-1.22,-0.98,0.18,0.56,1.04,-1.93,-2.10,-1.74,-1.33,-1.11,-1.01,-0.22,-1.37,-1.56,-1.61,-,-
43,Filing Date Shares Outstanding,266.05,266.05,266.05,266.05,265.94,264.58,264.58,264.58,240.01,240.01,240.01,240.01,240.01,240.01,180,180,180,180.66,-
44,Total Common Shares Outstanding,266.05,266.05,266.05,266.05,265.94,264.58,264.58,240.01,240.01,240.01,240.01,240.01,240.01,240.01,180,180,180,180.66,-
45,Working Capital,1540,1730,1791,1666,1858,1762,1728,869.76,765.43,656.83,667.34,681.15,749.52,940.25,-,454.5,454.5,-,-
46,Book Value Per Share,9.65,9.49,9.40,9.21,9.47,9.21,9.19,6.61,6.43,6.25,6.15,6.00,5.75,5.89,4.95,4.95,4.95,-,4.44
47,Tangible Book Value,2407,2362,2337,2292,2359,2280,2273,1426,1395,1349,1325,1289,1230,1262,736.96,736.96,736.96,-,651.75
48,Tangible Book Value Per Share,9.05,8.88,8.78,8.62,8.87,8.62,8.59,5.94,5.81,5.62,5.52,5.37,5.13,5.26,4.09,4.09,4.09,-,3.60
49,Buildings,-,1022,-,1022,-,1029,-,810.98,-,810.47,-,254.94,-,253.04,-,253.04,253.04,-,-
50,Machinery,-,375.9,-,359.34,-,332.52,-,282.98,-,240.39,-,201.51,-,185.02,-,182.18,182.18,-,-
51,Construction In Progress,-,236.5,-,149.12,-,30.2,-,280.85,-,256.17,-,758.78,-,536.62,-,451.31,451.31,-,-
