,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,78.33,102.69,87.41,130.5,114.22,155.98,112.11,188.72,140.1,118.23,107.9,152.02,122.09,119.13,103.9,129.69,129.69,126.24,126.24
10,Operating Income,78.42,11.28,53.8,-11.76,36.21,31.55,104.64,-6.21,222.59,133.87,134.74,33.58,89.11,60.06,96.49,100.36,100.36,98.69,98.69
11,Interest Expense,-34.44,-35.2,-40.26,-48.52,-47.32,-55.17,-40.19,-48.36,-33.16,-29.25,-27.17,-41.17,-9.88,-25.5,-22.69,-22.9,-22.9,-25.92,-25.92
12,Interest & Investment Income,7.76,15.97,9.35,3.98,7.72,0.54,7.74,3.47,6.63,0.87,2.59,14.92,4.75,12.13,1.29,1.23,1.23,0.46,0.46
13,Currency Exchange Gain (Loss),-1.61,1.61,-,-6.03,1.85,-1.85,-,24.38,-21.09,21.09,-,7.8,-2.62,2.62,-,4.24,4.24,-1.42,-1.42
14,Other Non Operating Income (Expenses),17.93,-3.83,-1.16,-12,-2.36,7.91,-10.96,-29.36,17.51,-1.07,-4.08,10.93,-8.97,3.91,0.8,0.72,0.72,-2.96,-2.96
15,EBT Excluding Unusual Items,68.06,-10.17,21.73,-74.34,-3.9,-17.02,61.23,-56.08,192.49,125.49,106.08,26.05,72.39,53.22,75.89,83.64,83.64,68.86,68.86
16,Impairment of Goodwill,-,-,-,-,-,-,-,-2.97,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Investments,0.79,-0.78,-5.64,-16.58,6.46,-8.61,10.32,6.22,-9.56,15.86,-16.57,11.98,-0.87,75.38,-2.56,5.55,5.55,0.04,0.04
18,Gain (Loss) on Sale of Assets,1.69,2.04,2.67,-9.78,26.61,88.28,0.08,-3.68,3.78,-3.54,-0,-6.3,2.58,-5.85,0.27,-0.13,-0.13,-0.06,-0.06
19,Asset Writedown,-55.85,14.63,-14.63,23.44,-26.7,9.16,-9.4,59.38,-62.51,13.47,-13.47,8.35,-8.35,16.64,-19.61,-1.48,-1.48,-0.13,-0.13
20,Other Unusual Items,-8.46,8.46,-,44.44,0.41,-0.41,-,55.23,0.05,-0.05,-,35.28,0.5,-0.5,-,12.86,12.86,10.22,10.22
21,Pretax Income,6.23,14.19,4.13,-32.82,2.89,71.4,62.23,58.11,124.26,151.23,76.05,75.37,66.24,138.89,53.99,100.45,100.45,78.92,78.92
22,Income Tax Expense,-3.24,-3.78,0.3,-5.29,0.69,5.49,5.52,-6.37,5.73,14.23,12.09,14.32,5.58,5.52,8.61,15.9,15.9,14.85,14.85
23,Earnings From Continuing Operations,9.48,17.97,3.83,-27.53,2.19,65.91,56.71,64.47,118.53,137,63.96,61.05,60.66,133.37,45.38,84.54,84.54,64.08,64.08
24,Minority Interest in Earnings,4.62,0.93,2.96,4.33,0,3.01,-0.24,-1.92,-0.99,-2.52,-2.43,-3.97,-1.04,-1.61,-2.48,-1.25,-1.25,-0.87,-0.87
25,Net Income,14.1,18.9,6.79,-23.2,2.19,68.91,56.47,62.55,117.54,134.48,61.52,57.08,59.62,131.76,42.9,83.3,83.3,63.21,63.21
26,Net Income to Common,14.1,18.9,6.79,-23.2,2.19,68.91,56.47,62.55,117.54,134.48,61.52,57.08,59.62,131.76,42.9,83.3,83.3,63.21,63.21
27,Net Income Growth,542.97%,-72.57%,-87.98%,-,-98.13%,-48.76%,-8.21%,9.59%,97.13%,2.06%,43.41%,-31.48%,-28.42%,108.46%,-32.13%,-,-,-,-
28,Shares Outstanding (Basic),678,349,679,533,574,526,565,533,560,561,559,549,497,521,477,488,488,506,506
29,Shares Outstanding (Diluted),678,349,679,533,574,526,627,566,560,561,559,549,497,521,477,488,488,506,506
30,Shares Change (YoY),18.12%,-33.63%,8.19%,-5.71%,2.52%,-6.27%,12.18%,2.99%,12.52%,7.54%,17.33%,12.64%,2.00%,3.11%,-5.73%,-,-,-,-
31,EPS (Basic),0.02,0.05,0.01,-0.04,0.00,0.13,0.10,0.12,0.21,0.24,0.11,0.10,0.12,0.25,0.09,0.17,0.17,0.12,0.13
32,EPS (Diluted),0.02,0.05,0.01,-0.04,0.00,0.13,0.09,0.11,0.21,0.24,0.11,0.10,0.12,0.25,0.09,0.17,0.17,0.12,0.13
33,EPS Growth,444.37%,-58.67%,-88.89%,-,-98.18%,-45.33%,-18.18%,6.41%,75.19%,-5.09%,22.22%,-39.17%,-29.83%,102.17%,-28.00%,-,-,-,-
34,Free Cash Flow,16.76,138.76,-16.81,-134.93,-44.12,-167.8,-28,-103.45,134.33,-36.49,-61.11,-106.01,-106.75,-46.43,-92.87,111.1,111.1,62.26,62.26
35,Free Cash Flow Per Share,0.02,0.40,-0.02,-0.25,-0.08,-0.32,-0.04,-0.18,0.24,-0.07,-0.11,-0.19,-0.21,-0.09,-0.19,0.23,0.23,0.12,0.12
36,Dividend Per Share,-,-,-,0.090,-,-,-,0.204,-,-,-,0.108,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,-55.88%,-,-,-,88.89%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,20.87%,12.65%,14.07%,11.28%,14.34%,15.12%,16.56%,11.29%,24.09%,17.13%,17.67%,11.83%,16.13%,14.60%,19.04%,19.15%,19.15%,19.56%,19.56%
39,Operating Margin,10.44%,1.25%,5.36%,-1.12%,3.45%,2.54%,7.99%,-0.38%,14.79%,9.10%,9.81%,2.14%,6.81%,4.89%,9.17%,8.36%,8.36%,8.58%,8.58%
40,Profit Margin,1.88%,2.10%,0.68%,-2.20%,0.21%,5.56%,4.31%,3.87%,7.81%,9.14%,4.48%,3.64%,4.55%,10.74%,4.08%,6.94%,6.94%,5.50%,5.50%
41,Free Cash Flow Margin,2.23%,15.40%,-1.67%,-12.82%,-4.21%,-13.53%,-2.14%,-6.40%,8.92%,-2.48%,-4.45%,-6.76%,-8.15%,-3.78%,-8.83%,9.25%,9.25%,5.41%,5.41%
42,EBITDA,155.52,92.08,130.9,65.33,110.06,109.53,178.49,67.64,282.91,202.48,195.06,93.9,145.19,117.1,152.58,156.77,156.77,154.45,154.45
43,EBITDA Margin,20.70%,10.22%,13.04%,6.21%,10.49%,8.83%,13.63%,4.19%,18.79%,13.76%,14.21%,5.99%,11.09%,9.54%,14.50%,13.05%,13.05%,13.43%,13.43%
44,D&A For EBITDA,77.09,80.8,77.09,77.09,73.84,77.97,73.84,73.84,60.32,68.61,60.32,60.32,56.08,57.04,56.08,56.42,56.42,55.75,55.75
45,EBIT,78.42,11.28,53.8,-11.76,36.21,31.55,104.64,-6.21,222.59,133.87,134.74,33.58,89.11,60.06,96.49,100.36,100.36,98.69,98.69
46,EBIT Margin,10.44%,1.25%,5.36%,-1.12%,3.45%,2.54%,7.99%,-0.38%,14.79%,9.10%,9.81%,2.14%,6.81%,4.89%,9.17%,8.36%,8.36%,8.58%,8.58%
47,Effective Tax Rate,-,-,7.16%,-,24.03%,7.69%,8.88%,-,4.61%,9.41%,15.90%,19.00%,8.43%,3.97%,15.95%,15.83%,15.83%,18.81%,18.81%
48,Revenue as Reported,751.17,900.77,1004,1052,1049,1240,1309,1616,1505,1472,1373,1569,1309,1227,1052,1201,1201,1150,1150
