,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
28,Shares Outstanding (Diluted),165,125,141,135,136,139,136,137,141,138,133,139,114,102,102,103,103,102,98,98
29,Shares Change (YoY),21.01%,-10.23%,3.53%,-1.40%,-3.80%,0.33%,2.61%,-1.80%,23.93%,35.21%,30.83%,34.84%,10.32%,0.50%,3.94%,5.67%,-,-,-,-
30,EPS (Basic),0.25,-0.35,-0.02,0.19,-0.85,-0.78,-0.01,0.16,0.38,0.25,0.20,0.26,-0.08,0.46,0.56,0.34,0.73,0.21,0.16,0.16
31,EPS (Diluted),0.25,-0.35,-0.02,0.19,-0.85,-0.78,-0.01,0.16,0.37,0.25,0.20,0.26,-0.08,0.46,0.56,0.34,0.73,0.21,0.16,0.16
32,EPS Growth,-,-,-,18.75%,-,-,-,-38.46%,-,-45.70%,-64.66%,-23.53%,-,120.41%,251.15%,112.50%,-,-,-,-
33,Free Cash Flow,-,-3,108.69,1.58,260.46,-329.86,-470.06,-293.08,289.28,-413.57,89.23,26.32,-109.2,-122.04,79.67,-13.77,-90,-153.64,55.04,55.04
34,Free Cash Flow Per Share,-,-0.02,0.77,0.01,1.91,-2.38,-3.44,-2.14,2.05,-2.99,0.67,0.19,-0.96,-1.19,0.78,-0.13,-0.87,-1.51,0.56,0.56
35,Dividend Per Share,-,0.220,-,-,-,-,-,-,0.330,-,-,-,0.300,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-,-,-,-,-,10.00%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,-25.85%,17.78%,12.31%,14.21%,-6.10%,11.42%,11.17%,17.87%,13.01%,21.57%,13.23%,19.91%,15.48%,26.18%,23.66%,28.94%,26.79%,37.16%,21.68%,21.68%
38,Operating Margin,0.03%,4.86%,-1.21%,0.90%,-20.83%,-3.46%,-2.65%,3.16%,-2.19%,8.27%,1.00%,6.46%,-3.74%,11.70%,9.30%,11.80%,7.57%,24.66%,3.11%,3.11%
39,Profit Margin,3.45%,-5.25%,-0.33%,3.02%,-8.63%,-12.58%,-0.17%,3.28%,3.94%,4.65%,3.02%,6.60%,-1.21%,11.20%,8.64%,10.80%,13.74%,11.49%,4.13%,4.13%
40,Free Cash Flow Margin,-,-0.36%,16.49%,0.19%,19.33%,-38.26%,-57.79%,-43.88%,21.96%,-55.70%,10.21%,4.79%,-15.25%,-29.06%,12.05%,-4.23%,-16.34%,-83.16%,14.51%,14.51%
41,EBITDA,13.1,52.94,10.84,20.34,-267.94,-21.48,-9.66,29.4,-20.57,67.55,15.9,41.64,-20.6,54.1,67.37,43.33,46.66,50.51,16.76,16.76
42,EBITDA Margin,1.10%,6.39%,1.64%,2.40%,-19.88%,-2.49%,-1.19%,4.40%,-1.56%,9.10%,1.82%,7.58%,-2.88%,12.88%,10.19%,13.31%,8.47%,27.34%,4.42%,4.42%
43,D&A For EBITDA,12.71,12.71,18.79,12.71,12.71,8.33,11.87,8.33,8.33,6.15,7.15,6.15,6.15,4.93,5.84,4.93,4.93,4.95,4.95,4.95
44,EBIT,0.38,40.23,-7.96,7.63,-280.65,-29.81,-21.53,21.08,-28.9,61.4,8.75,35.49,-26.75,49.16,61.53,38.4,41.73,45.56,11.81,11.81
45,EBIT Margin,0.03%,4.86%,-1.21%,0.90%,-20.83%,-3.46%,-2.65%,3.16%,-2.19%,8.27%,1.00%,6.46%,-3.74%,11.70%,9.30%,11.80%,7.57%,24.66%,3.11%,3.11%
46,Effective Tax Rate,19.81%,-,108.68%,-,-,-,195.98%,-,-,3.13%,-,1.68%,-,2.29%,10.67%,6.91%,12.58%,-,16.35%,16.35%
47,Revenue as Reported,-,828.3,659.28,847.69,1348,862.05,813.37,667.95,1317,742.48,874.15,549.19,716,420.03,661.31,325.45,550.98,943.31,-,-
