,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
23,Short-Term Debt,-,8.79,-,7.64,8.61,9.43,-,-,18.59,102.47
24,Current Portion of Long-Term Debt,2332,2708,2889,2914,2000,1848,1481,1169,1459,1698
25,Current Portion of Leases,15.8,13.02,12.54,14.76,14.5,17.13,13.56,7.66,9.48,10.43
26,Current Income Taxes Payable,5.49,4.81,4.31,6.35,14.5,17.78,21.96,10.82,50.23,18.22
27,Current Unearned Revenue,266.13,233.78,110.16,227.54,163.15,115.08,153.34,875.32,231.1,122.87
28,Other Current Liabilities,1017,515.21,503.8,335.03,337.24,301.46,427.51,280.66,729.89,809.48
29,Total Current Liabilities,4198,4252,5364,5631,4502,4509,2812,3196,3427,3501
30,Long-Term Debt,42.13,50.19,-,-,1206,1996,2386,2029,2277,2214
31,Long-Term Leases,48.12,42.39,87.55,88.06,86.9,100.57,77.07,53.25,7.28,7.15
32,Long-Term Deferred Tax Liabilities,4.54,5.55,7.49,8.08,11.86,41.54,28.49,28.11,19.96,18.75
33,Other Long-Term Liabilities,1.67,1.54,1.46,43.7,83.46,169.55,242.75,344.04,269.16,352.06
34,Total Liabilities,4295,4352,5460,5771,5890,6817,5546,5650,6000,6093
35,Common Stock,668.32,668.32,270.17,270.17,270.17,270.17,264.69,264.69,256.32,256.23
36,Additional Paid-In Capital,3090,3090,1892,1892,1892,1892,1802,1802,1515,1512
37,Retained Earnings,-1988,-1849,677.09,1005,1364,1305,1476,1389,1176,980.33
38,Comprehensive Income & Other,-65.23,-25.22,-25.1,-27.63,5.36,7.84,28.58,-20.65,-30.71,73.07
39,Total Common Equity,1705,1884,2814,3139,3531,3475,3572,3436,2916,2822
40,Minority Interest,0.28,-0.02,0.82,0.65,9.38,56.98,51.38,45.93,39,36.79
41,Shareholders' Equity,1705,1884,2815,3140,3541,3532,3623,3481,2955,2859
42,Total Liabilities & Equity,6000,6236,8275,8911,9431,10349,9169,9131,8956,8951
43,Total Debt,2438,2823,2989,3024,3316,3971,3957,3259,3771,4032
44,Net Cash (Debt),-2185,-2584,-2877,-2774,-2956,-3381,-3301,-2174,-2850,-2851
45,Net Cash Per Share,-0.33,-0.54,-1.07,-1.03,-1.10,-1.26,-1.25,-0.83,-1.12,-1.12
46,Filing Date Shares Outstanding,6669,6669,2688,2688,2693,2692,2638,2628,2556,2550
47,Total Common Shares Outstanding,6669,6669,2688,2688,2693,2692,2638,2628,2556,2550
48,Working Capital,-1237,-1306,-1270,-1081,385.61,467.68,716.42,152.54,520.96,455.41
49,Book Value Per Share,0.26,0.28,1.05,1.17,1.31,1.29,1.35,1.31,1.14,1.11
50,Tangible Book Value,1696,1875,2772,3100,3490,3305,3399,3262,2745,2646
51,Tangible Book Value Per Share,0.25,0.28,1.03,1.15,1.30,1.23,1.29,1.24,1.07,1.04
52,Land,-,194.59,-,180.64,-,180.23,-,143.08,-,78.31
53,Machinery,-,3470,-,3550,-,4307,-,4505,-,4308
54,Construction In Progress,-,96.68,-,79.01,-,89.11,-,142.88,-,142.19
55,Leasehold Improvements,-,10.83,-,10.83,-,11.03,-,10.96,-,9.79
