,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,"Property, Plant & Equipment",-,619.31,611.66,573.66,461.28,434.1,415.22,399.66,355.52,336.67,306.21,276.28,257.33,243.47,237.91,217.53,219.64,206.64,-,192.28
12,Long-Term Investments,-,68.14,37.36,91.64,178.5,169.4,297.08,295.75,448.31,425.78,422.68,410.2,317.91,24.74,108.22,20.84,20.45,19.71,-,19.32
13,Goodwill,-,191.02,214.02,214.62,123.7,150.15,150.15,150.15,150.15,150.15,150.15,8.55,-,-,-,-,-,-,-,-
14,Other Intangible Assets,-,97.4,99.01,100.91,52,52.25,50.7,51.37,51.94,24.89,24.95,15.72,15.74,13.84,13.86,13.97,13.04,12.97,-,13.14
15,Long-Term Deferred Tax Assets,-,41.9,37.93,30.13,29.9,23.26,18.98,12.77,12.85,5.12,4.84,5.38,3.76,3.76,2.47,2.33,2.04,1.92,-,1.65
16,Long-Term Deferred Charges,-,38.08,19.95,17.38,17.71,18.03,18.07,16.86,16.9,16.72,16.68,13.18,12.98,2.05,2.16,4.54,4.65,2.39,-,2.62
17,Other Long-Term Assets,-,32.11,23.74,29.99,85,86.86,16.59,10.99,14.43,13.53,18.58,21.37,16.83,288.59,8.44,67.51,2.93,7.44,-,4.19
18,Total Assets,-,2258,2274,2297,2127,2061,2048,2027,1953,1832,1744,1310,1280,1117,1052,653.74,639.85,588.44,-,543.74
19,Accounts Payable,-,76.52,25.65,56.98,10.14,33.15,30.24,34.46,20.15,52.87,17.61,23.44,13.33,24.34,10.14,6.19,3.75,25.93,-,2.86
20,Accrued Expenses,-,57.85,63.85,39.21,64.57,55.66,59.29,30.86,86.83,44.87,65.68,31.53,91.22,25.12,31.8,15.47,22.89,10.88,-,7
21,Short-Term Debt,-,25.41,30.44,36.85,23.45,7.94,15.01,15.01,15.01,15.01,10.01,10.02,15.02,15,7,7.01,5.01,5.01,-,3.16
22,Current Portion of Long-Term Debt,-,78.91,73.44,16.46,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,Current Portion of Leases,-,-,9.97,-,8.71,8.65,8.69,3.72,3.09,3.09,2.61,2.09,1.86,-,-,-,-,-,-,-
24,Current Income Taxes Payable,-,23.09,6.12,32.25,21.17,23.06,7.06,20.93,17.89,29.95,11.6,31.34,9.7,11.38,5.87,2.65,4.72,1.27,-,0
25,Current Unearned Revenue,-,19.95,19.96,25.52,9.65,9.31,14.42,13.13,16.27,20.1,22.8,18.92,16.04,5.45,4.25,2.03,1.01,4.09,-,5.7
26,Other Current Liabilities,-,33.02,59.7,28.13,29.51,9.44,22.44,11.79,31.4,12.36,21.48,40.34,23.95,8.08,17.69,20.77,26.09,6.14,-,32.53
27,Total Current Liabilities,-,314.74,289.14,235.4,174.21,147.21,157.14,129.91,190.64,178.27,151.79,157.68,171.12,89.37,76.76,54.12,63.47,53.31,-,51.26
28,Long-Term Debt,-,12.61,70.98,145.64,145.64,149.63,161.64,189.07,121.11,121.1,121.65,12.62,10.01,-,-,-,-,-,-,-
29,Long-Term Leases,-,18.18,23.76,26.43,27.94,30.58,31.81,38.28,17.82,18.58,18.47,18.73,19.09,21.4,21.72,-,-,-,-,-
30,Long-Term Unearned Revenue,-,51.05,46.41,47.55,45.03,39.8,41.17,42.24,40.05,32.25,32.42,34.61,34.18,35.87,36.98,38.31,39.69,35.64,-,33.42
31,Long-Term Deferred Tax Liabilities,-,6.04,6.32,7.06,1.41,2.91,2.92,3.09,3.16,1.75,1.71,-,-,-,-,-,-,-,-,-
32,Other Long-Term Liabilities,-,2.97,3.14,3.38,2.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Total Liabilities,-,405.59,439.75,465.46,396.4,370.12,394.68,402.6,372.78,351.94,326.05,223.64,234.4,146.64,135.46,92.43,103.16,88.95,-,84.68
34,Common Stock,-,403.81,403.81,403.81,403.81,403.81,403.81,403.17,403.17,403.17,403.17,400.15,400.15,400.15,400.15,356.15,356.15,356.15,-,356.15
35,Additional Paid-In Capital,-,767.18,744.65,746.42,721.9,711.69,678.79,627.88,594.93,559.41,544.87,341.67,341.63,339.15,336.68,69.14,66.7,64.26,-,59.38
36,Retained Earnings,-,596.19,599.24,591.15,574.26,544.67,537.52,559.58,547.22,484.06,437.16,333.01,300.5,227.67,177.47,134.47,112.41,79.23,-,43.41
37,Treasury Stock,-,-60.65,-56.41,-51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Comprehensive Income & Other,-,6.88,5.97,4.76,3.56,4.98,4.33,2.08,0.79,0.94,0.46,-0.04,-0.01,-0.18,-0.19,-0.13,-0.14,-0.05,-,-0.03
39,Total Common Equity,1713,1713,1697,1695,1704,1665,1624,1593,1546,1448,1386,1075,1042,966.79,914.1,559.63,535.12,499.59,-,458.9
40,Minority Interest,-,138.73,137.36,136.35,26.64,25.58,28.74,31.29,34.01,32.91,32.59,11.74,2.86,3.54,2.86,1.69,1.57,-0.1,-,0.17
41,Shareholders' Equity,1852,1852,1835,1831,1730,1691,1653,1624,1580,1480,1418,1087,1045,970.33,916.95,561.31,536.69,499.49,-,459.06
42,Total Liabilities & Equity,-,2258,2274,2297,2127,2061,2048,2027,1953,1832,1744,1310,1280,1117,1052,653.74,639.85,588.44,-,543.74
43,Total Debt,135.11,135.11,208.6,225.38,212.74,196.8,217.15,246.09,157.03,157.78,152.74,43.45,45.98,36.4,28.72,7.01,5.01,5.01,-,3.16
44,Net Cash (Debt),168.11,168.11,354.11,338.35,436.18,354.09,300.1,321.67,248.96,269.77,279.25,201.07,360.59,291.24,466.59,153.87,243.65,220.92,-,213.98
45,Net Cash Growth,-61.46%,-52.52%,18.00%,5.18%,75.20%,31.25%,7.47%,59.98%,-30.96%,-7.37%,-40.15%,30.68%,47.99%,31.83%,-,-28.09%,-,-,-,-
46,Net Cash Per Share,0.42,0.42,0.88,0.84,1.08,0.88,0.74,0.80,0.62,0.67,0.70,0.50,0.90,0.73,1.31,0.43,0.68,0.62,-,0.60
47,Filing Date Shares Outstanding,400.25,401.36,401.03,403.09,403.81,403.81,403.81,403.17,403.17,403.17,400.15,400.15,400.15,400.15,400.15,356.15,356.15,356.15,357.17,356.15
48,Total Common Shares Outstanding,400.25,401.36,401.03,403.09,403.81,403.81,403.81,403.17,403.17,403.17,400.15,400.15,400.15,400.15,400.15,356.15,356.15,356.15,357.17,356.15
49,Working Capital,-,855.03,941.56,1003,1004,979.59,923.95,959.14,712.16,681.31,648.42,401.8,483.87,451.16,602.6,272.89,313.63,284.05,-,259.3
50,Book Value Per Share,4.27,4.27,4.23,4.21,4.22,4.12,4.02,3.95,3.83,3.59,3.46,2.69,2.60,2.42,2.28,1.57,1.50,1.40,-,1.29
51,Tangible Book Value,1425,1425,1384,1380,1528,1463,1424,1391,1344,1273,1211,1051,1027,952.95,900.24,545.65,522.09,486.62,-,445.76
52,Tangible Book Value Per Share,3.55,3.55,3.45,3.42,3.78,3.62,3.53,3.45,3.33,3.16,3.03,2.63,2.57,2.38,2.25,1.53,1.47,1.37,-,1.25
53,Buildings,-,-,324.64,-,130.59,-,128.97,-,128.27,-,126.66,-,123.04,-,121.12,121.06,121,113.78,-,113.78
54,Machinery,-,-,361.33,-,307.97,-,292.78,-,266.63,-,196.51,-,170.8,-,146.94,143.1,139.32,70.5,-,67.07
55,Construction In Progress,-,-,62.99,-,118.51,-,64.28,-,37.2,-,44.56,-,7.91,-,2.97,2.82,4.18,64.28,-,47.5
