,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
28,Net Income Growth,32.19%,-,44.65%,36.66%,-53.16%,-84.74%,-81.31%,-79.71%,-13.27%,-6.59%,142.19%,176.23%,119.49%,220.51%,113.31%,497.85%,-,-,-,-
29,Shares Outstanding (Basic),400,401,401,403,404,404,404,403,403,403,400,400,400,400,356,356,356,357,357,355
30,Shares Outstanding (Diluted),400,401,401,403,404,404,404,404,405,403,400,400,400,400,356,356,356,357,357,355
31,Shares Change (YoY),-0.83%,-0.62%,-0.70%,-0.19%,-0.23%,0.19%,0.98%,0.96%,1.13%,0.68%,12.49%,12.27%,12.44%,12.16%,-0.37%,0.45%,-,-,-,-
32,EPS (Basic),0.10,-0.01,0.07,0.04,0.07,0.02,0.05,0.03,0.16,0.12,0.26,0.15,0.18,0.13,0.12,0.06,0.09,0.04,0.06,0.01
33,EPS (Diluted),0.10,-0.01,0.07,0.04,0.07,0.02,0.05,0.03,0.16,0.12,0.26,0.15,0.18,0.13,0.12,0.06,0.09,0.04,0.06,0.01
34,EPS Growth,33.30%,-,45.67%,36.93%,-53.05%,-84.77%,-81.49%,-79.91%,-14.25%,-7.22%,115.30%,146.04%,95.22%,185.76%,114.09%,495.19%,-,-,-,-
35,Free Cash Flow,-,3.03,-19.88,-58.9,65.01,-3.1,-4,-56.93,-4.18,-5.28,32.73,-67.11,76.83,25.4,33.74,-25.62,23.29,-1.05,9.81,-4.38
36,Free Cash Flow Per Share,-,0.01,-0.05,-0.15,0.16,-0.01,-0.01,-0.14,-0.01,-0.01,0.08,-0.17,0.19,0.06,0.09,-0.07,0.07,-0.00,0.03,-0.01
37,Dividend Per Share,-,-,-,-,0.050,-,-,-,0.103,-,-,-,0.071,-,-,-,-,-,-,-
38,Dividend Growth,-,-,-,-,-51.46%,-,-,-,45.07%,-,-,-,-,-,-,-,-,-,-,-
39,Gross Margin,168.31%,74.68%,60.73%,78.58%,65.74%,80.99%,75.93%,80.46%,75.96%,75.53%,79.00%,83.73%,86.08%,84.64%,80.20%,77.98%,81.28%,86.76%,79.37%,78.54%
40,Operating Margin,11.06%,13.29%,8.28%,16.53%,14.31%,8.34%,7.56%,10.11%,20.55%,28.88%,38.95%,46.03%,32.85%,48.69%,48.35%,36.91%,33.38%,40.33%,41.74%,12.35%
41,Profit Margin,16.79%,-1.45%,15.17%,10.96%,21.80%,4.59%,11.94%,9.35%,26.80%,26.59%,68.09%,43.25%,44.36%,43.08%,43.40%,33.15%,42.99%,31.61%,38.18%,14.49%
42,Free Cash Flow Margin,-,1.44%,-10.71%,-38.22%,47.91%,-1.98%,-2.45%,-43.09%,-1.77%,-2.99%,21.40%,-47.64%,46.79%,21.80%,34.05%,-38.50%,30.17%,-2.11%,18.59%,-17.20%
43,EBITDA,36.46,38.63,30.17,36.19,30.14,20.64,22.4,21,56.07,56.28,66.29,70.19,59.28,61.98,53.13,29.62,28.92,23.1,25.16,6.21
44,EBITDA Margin,15.66%,18.40%,16.25%,23.48%,22.21%,13.23%,13.74%,15.89%,23.79%,31.91%,43.34%,49.83%,36.11%,53.18%,53.62%,44.52%,37.47%,46.61%,47.65%,24.40%
45,D&A For EBITDA,10.71,10.71,14.8,10.71,10.71,7.63,10.07,7.63,7.63,5.34,6.71,5.34,5.34,5.23,5.23,5.06,3.16,3.11,3.12,3.07
46,EBIT,25.75,27.92,15.37,25.47,19.43,13.01,12.33,13.36,48.44,50.94,59.57,64.85,53.94,56.75,47.9,24.56,25.76,19.98,22.04,3.14
47,EBIT Margin,11.06%,13.29%,8.28%,16.53%,14.31%,8.34%,7.56%,10.11%,20.55%,28.88%,38.95%,46.03%,32.85%,48.69%,48.35%,36.91%,33.38%,40.33%,41.74%,12.35%
48,Effective Tax Rate,17.06%,-,-,22.42%,4.18%,12.08%,3.81%,34.10%,6.21%,16.95%,7.32%,12.04%,11.85%,10.35%,12.66%,14.58%,13.99%,13.42%,13.50%,16.06%
49,Revenue as Reported,-,209.98,185.68,154.1,135.71,155.99,163.05,132.11,235.66,176.35,152.96,140.87,164.18,116.54,99.08,66.54,77.18,49.56,52.8,25.46
50,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06
