,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
21,Pretax Income,-46.05,47.71,64.54,-143.25,68.31,50.14,113.31,63.17,107.66,74.04,47.77,118.92,83.42,80.17,68.2,101.6,81.5,63.67,30.4
22,Income Tax Expense,-,-0.33,13.39,-17.54,2.17,7.26,17.02,12.69,10.59,8.82,5.72,21.69,7.14,11.86,8.86,13.04,12.35,9.72,4.59
23,Earnings From Continuing Operations,-46.05,48.04,51.14,-125.71,66.14,42.87,96.29,50.48,97.07,65.22,42.04,97.24,76.29,68.31,59.35,88.56,69.15,53.95,25.81
24,Minority Interest in Earnings,0.28,0.27,0.3,0.93,-1.23,-0.69,-0.21,0.31,0.41,0.15,0.17,-0.03,-,-,-,-,-,-,-
25,Net Income,-45.77,48.31,51.45,-124.78,64.91,42.19,96.09,50.79,97.48,65.37,42.21,97.21,76.29,68.31,59.35,88.56,69.15,53.95,25.81
26,Net Income to Common,-45.77,48.31,51.45,-124.78,64.91,42.19,96.09,50.79,97.48,65.37,42.21,97.21,76.29,68.31,59.35,88.56,69.15,53.95,25.81
27,Net Income Growth,-,14.50%,-46.46%,-,-33.41%,-35.47%,127.64%,-47.75%,27.78%,-4.29%,-28.87%,9.77%,10.33%,26.62%,129.93%,-,-,-,-
28,Shares Outstanding (Basic),267,173,184,210,206,204,206,169,169,166,169,170,167,154,127,124,128,128,124
29,Shares Outstanding (Diluted),267,173,184,210,206,204,206,169,169,166,169,170,167,154,127,124,128,128,124
30,Shares Change (YoY),29.39%,-15.35%,-10.76%,23.98%,21.94%,22.43%,21.94%,-0.61%,1.42%,8.15%,32.78%,36.97%,29.84%,20.28%,2.62%,-,-,-,-
31,EPS (Basic),-0.17,0.28,0.28,-0.60,0.32,0.21,0.47,0.30,0.58,0.39,0.25,0.57,0.46,0.44,0.47,0.71,0.54,0.42,0.21
32,EPS (Diluted),-0.17,0.28,0.28,-0.60,0.32,0.21,0.47,0.30,0.58,0.39,0.25,0.57,0.46,0.44,0.47,0.71,0.54,0.42,0.21
33,EPS Growth,-,35.27%,-40.00%,-,-45.39%,-47.29%,86.68%,-47.43%,25.99%,-11.51%,-46.43%,-19.86%,-15.03%,5.27%,124.05%,-,-,-,-
34,Free Cash Flow,-32.45,133.57,-93.66,40.72,-33.81,11.96,-296.46,84.96,-58.09,-109.09,-336.56,101.92,-152.66,-55.1,-53.2,204.33,-6.64,80.66,-38.58
35,Free Cash Flow Per Share,-0.12,0.77,-0.51,0.19,-0.16,0.06,-1.44,0.50,-0.34,-0.66,-1.99,0.60,-0.92,-0.36,-0.42,1.65,-0.05,0.63,-0.31
36,Dividend Per Share,-,0.150,-,0.200,-,-,-,0.292,-,-,-,0.500,-,-,-,0.417,-,-,-
37,Dividend Growth,-,-,-,-31.44%,-,-,-,-41.66%,-,-,-,19.99%,-,-,-,-,-,-,-
38,Gross Margin,13.60%,20.42%,17.37%,14.50%,19.05%,17.30%,28.94%,25.01%,30.13%,28.21%,22.93%,28.18%,28.14%,30.09%,28.37%,34.31%,27.21%,27.40%,28.16%
39,Operating Margin,-12.74%,13.19%,11.97%,-11.29%,9.19%,5.87%,19.09%,7.07%,17.64%,13.91%,10.61%,17.13%,17.50%,16.60%,19.99%,16.25%,21.09%,18.40%,16.83%
40,Profit Margin,-10.70%,15.44%,10.35%,-15.17%,9.96%,6.60%,16.54%,5.94%,16.01%,13.44%,10.38%,14.69%,16.34%,17.33%,17.82%,19.23%,18.07%,15.57%,14.41%
41,Free Cash Flow Margin,-7.58%,42.68%,-18.85%,4.95%,-5.19%,1.87%,-51.05%,9.93%,-9.54%,-22.43%,-82.75%,15.41%,-32.69%,-13.98%,-15.97%,44.36%,-1.74%,23.29%,-21.54%
42,EBITDA,-49.71,52.05,64.29,-88.09,63.74,41.63,114.7,64.29,110.39,69.87,46.16,116.36,84.51,68.44,69.36,77.64,83.44,66.55,32.9
43,EBITDA Margin,-11.62%,16.63%,12.94%,-10.71%,9.78%,6.51%,19.75%,7.52%,18.13%,14.37%,11.35%,17.59%,18.10%,17.36%,20.82%,16.86%,21.81%,19.21%,18.36%
44,D&A For EBITDA,4.79,10.79,4.79,4.79,3.86,4.07,3.86,3.86,3,2.2,3,3,2.78,2.99,2.78,2.78,2.74,2.81,2.74
45,EBIT,-54.5,41.27,59.5,-92.88,59.88,37.55,110.84,60.43,107.39,67.67,43.16,113.36,81.73,65.45,66.58,74.86,80.7,63.74,30.15
46,EBIT Margin,-12.74%,13.19%,11.97%,-11.29%,9.19%,5.87%,19.09%,7.07%,17.64%,13.91%,10.61%,17.13%,17.50%,16.60%,19.99%,16.25%,21.09%,18.40%,16.83%
47,Effective Tax Rate,-,-,20.75%,-,3.17%,14.49%,15.02%,20.10%,9.83%,11.91%,11.98%,18.24%,8.55%,14.80%,12.99%,12.83%,15.16%,15.26%,15.09%
48,Revenue as Reported,427.92,312.94,497,822.61,651.77,639.21,580.76,855.27,608.95,486.3,406.72,661.59,467.01,394.25,333.07,460.62,382.68,346.39,179.14
