,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
35,Total Common Equity,3076,3152,3137,3121,3213,3142,3136,3046,1606,1499,1498,1456,1343,1267,775.11,715.76,-,558.06,479.03
36,Minority Interest,6.97,8.97,11.92,6.4,7.29,1.13,0.35,-0.36,-0.7,-0.29,-0.14,0.03,-,-,-,-,-,-,-
37,Shareholders' Equity,3083,3161,3149,3127,3221,3143,3136,3046,1606,1499,1498,1456,1343,1267,775.11,715.76,-,558.06,479.03
38,Total Liabilities & Equity,4583,4920,4736,4870,4708,4724,4495,4748,3127,2562,2379,2427,2038,2076,1463,1519,-,1135,-
39,Total Debt,32.87,161.58,161.91,152.28,141.73,192.18,163.57,202.42,187.06,13.57,3.86,4.01,2.4,5.07,3.99,3.98,-,0.28,1.52
40,Net Cash (Debt),1297,1407,1263,1396,1370,1436,1431,1729,244.75,305.03,494.21,826.91,666.55,824.99,450.05,497.42,-,313.32,274.57
41,Net Cash Growth,-5.33%,-2.01%,-11.71%,-19.27%,459.63%,370.73%,189.45%,109.07%,-63.28%,-63.03%,9.81%,66.24%,-,163.31%,63.91%,-,-,-,-
42,Net Cash Per Share,4.86,8.16,6.87,6.66,6.65,7.05,6.95,10.23,1.45,1.83,2.93,4.86,4.00,5.36,3.54,4.01,-,2.45,2.22
43,Filing Date Shares Outstanding,266.58,205.36,205.66,205.66,205.77,205.77,205.77,205.77,168.38,168.38,168.38,168.38,168.38,168.38,168.38,126.29,128.3,126.29,123.91
44,Total Common Shares Outstanding,266.58,205.66,205.66,205.66,205.77,205.77,205.77,205.77,168.38,168.38,168.38,168.38,168.38,168.38,126.29,126.29,128.3,126.29,123.91
45,Working Capital,2103,2223,2313,2293,2500,2438,2450,2377,1090,1034,1181,1182,1157,1104,644.51,615.33,-,470.18,-
46,Book Value Per Share,11.54,15.33,15.25,15.18,15.62,15.27,15.24,14.81,9.54,8.90,8.90,8.65,7.98,7.53,6.14,5.67,-,4.42,3.79
47,Tangible Book Value,2997,3073,3057,3040,3131,3060,3052,2964,1568,1460,1459,1416,1302,1224,732.78,701.56,-,546.76,467.81
48,Tangible Book Value Per Share,11.24,14.94,14.86,14.78,15.22,14.87,14.83,14.40,9.32,8.67,8.66,8.41,7.73,7.27,5.80,5.56,-,4.33,3.70
49,Buildings,-,452.33,-,389.32,-,374.48,-,187.83,-,142.02,-,91.35,-,76.97,-,75.17,-,75.17,-
50,Machinery,-,88.27,-,80.25,-,60.46,-,57.97,-,52.36,-,49.08,-,48.61,-,45.22,-,42.89,-
51,Construction In Progress,-,223.08,-,157.97,-,43.22,-,149.28,-,118.53,-,91.17,-,2.48,-,-,-,-,-
