,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
41,Net Cash Growth,-53.04%,-45.59%,-6.79%,7.19%,3.33%,25.46%,22.72%,-16.31%,-29.23%,-10.80%,-32.17%,2.79%,-,26.93%,47.91%,-,-,-,-
42,Net Cash Per Share,0.73,0.92,1.33,1.74,1.68,1.43,1.55,3.84,1.84,1.15,1.10,1.71,2.75,1.95,2.33,2.36,-,1.53,1.53
43,Filing Date Shares Outstanding,186.45,185.96,185.96,185.96,170.9,186.96,187.21,187.21,188.35,188.35,188.35,188.35,188.35,141.26,138.27,141.26,142.76,141.26,141.26
44,Total Common Shares Outstanding,186.45,185.96,185.96,185.96,170.9,187.01,187.21,187.21,188.35,188.35,188.35,188.35,188.35,141.26,138.27,141.26,142.76,141.26,141.26
45,Working Capital,254.69,231.4,316.18,302.72,374.78,400.05,393.76,382.64,444.14,434.52,446.19,458.99,511.07,371.15,-,350.64,-,322.85,322.85
46,Book Value Per Share,3.58,3.55,3.55,3.48,3.79,3.44,3.41,3.36,3.49,3.44,3.50,3.48,3.48,3.70,3.45,3.45,-,3.27,3.27
47,Tangible Book Value,586.3,577.97,578.19,563.89,563.45,559.27,554.32,544.08,572,565.79,575.47,595.5,643.07,511.06,476.09,476.09,-,450.97,450.97
48,Tangible Book Value Per Share,3.14,3.11,3.11,3.03,3.30,2.99,2.96,2.91,3.04,3.00,3.06,3.16,3.41,3.62,3.37,3.37,-,3.19,3.19
49,Buildings,-,135.65,-,82.75,-,82.75,-,82.75,-,71.91,-,71.91,-,-,-,71.91,-,71.91,71.91
50,Machinery,-,101.69,-,99.77,-,95.94,-,92.65,-,89.14,-,85.13,-,-,-,83.36,-,74.15,74.15
51,Construction In Progress,-,216.36,-,145.6,-,41.38,-,38.98,-,8.45,-,5.17,-,-,-,3.21,-,1.14,1.14
