,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,70.47,62.74,61.69,69.36,70.02,71.57,54.38,81.03,49.29,37.61,50.1,60.44,65.29,47.42,46.17,50.69,55.68,46.11,46.11
10,Operating Income,4.43,7.13,14.8,7.78,11.36,6.2,11.04,-41.84,17.29,-3.47,3.7,-17.55,23.1,23.78,16.79,15.74,19.98,20.24,20.24
11,Interest Expense,-0.02,-0.02,-0.02,-0.03,-0.05,-0.02,-0.04,-0.06,-0.05,-0.13,-,-0.15,-,-,-,-,-,-,-
12,Interest & Investment Income,0.28,4.28,0.81,0.56,0.9,0.65,0.55,1.11,0.92,0.67,0.77,1.1,0.88,0.86,0.99,0.75,1.13,1.24,1.24
13,Currency Exchange Gain (Loss),-0.08,0.08,-,0.09,-0.11,0.11,-,0.71,-0.47,0.47,-,-0.37,0.19,-0.19,-,-1.45,-,-,-
14,Other Non Operating Income (Expenses),0.72,-0.95,-0.04,-1.11,1.16,-1.12,-0.04,-1.31,1.01,-0.08,-0.21,-1.41,0.35,-0.7,0.29,-5.55,-1.13,-0.32,-0.32
15,EBT Excluding Unusual Items,5.34,10.52,15.55,7.28,13.26,5.8,11.52,-41.39,18.69,-2.54,4.25,-18.38,24.52,23.75,18.06,9.49,19.98,21.16,21.16
16,Gain (Loss) on Sale of Investments,-0.03,-0.01,-0.29,-0.01,0.79,-0.43,-0.04,-0.49,-0.67,1.65,0.75,0.51,-1.32,0.52,-1.27,-2.03,-0.13,0.1,0.1
17,Gain (Loss) on Sale of Assets,-0.01,-,0.07,-0.1,-,0.04,0,-,-,-,-0,-0,-0.02,-,-,-,-,-0.01,-0.01
18,Asset Writedown,-5.02,0.52,-0.52,5.26,-5.26,2.39,-2.39,7.6,-8.49,3.43,-3.43,1.43,-7.74,1.79,-1.93,9.68,-11.02,-,-
19,Legal Settlements,-,-,-,-1.04,0.03,-0.03,-,-1.9,-,-,-,1.47,-,-,-,-2.67,-,-,-
20,Other Unusual Items,2.76,1.42,-,1.24,-,-,-,15.69,-,-,-,11.17,-0.01,0.01,-,5.6,-,-,-
21,Pretax Income,3.04,12.46,14.8,12.64,8.82,7.77,9.09,-20.5,9.54,2.55,1.57,-3.8,15.43,26.07,14.87,20.07,8.83,21.26,21.26
22,Income Tax Expense,-0.74,1.21,1.53,2.19,0.13,0.73,0.41,-3.78,0.61,-0.99,-1.26,-4.32,1.04,2.91,1.91,2.41,0.66,2.63,2.63
23,Earnings From Continuing Operations,3.78,11.24,13.27,10.46,8.69,7.05,8.67,-16.72,8.93,3.53,2.83,0.52,14.39,23.16,12.96,17.66,8.17,18.62,18.62
24,Minority Interest in Earnings,-0.06,-0.25,-0.16,0.01,0.01,-0.15,0,0.1,-0.08,-0.18,0,0.05,-0.05,-0,-0.11,0.02,0.02,0.14,0.14
25,Net Income,3.72,10.99,13.11,10.46,8.7,6.9,8.67,-16.63,8.85,3.35,2.83,0.57,14.34,23.15,12.85,17.68,8.19,18.77,18.77
26,Net Income to Common,3.72,10.99,13.11,10.46,8.7,6.9,8.67,-16.63,8.85,3.35,2.83,0.57,14.34,23.15,12.85,17.68,8.19,18.77,18.77
27,Net Income Growth,-57.20%,59.35%,51.18%,-,-1.63%,105.71%,206.16%,-,-38.31%,-85.51%,-77.94%,-96.80%,75.18%,23.35%,-31.56%,-,-,-,-
28,Shares Outstanding (Basic),186,184,187,171,171,216,173,72,151,214,198,194,143,142,138,137,143,142,142
29,Shares Outstanding (Diluted),186,184,187,171,171,216,173,72,151,214,198,194,143,142,138,137,143,142,142
30,Shares Change (YoY),8.70%,-14.97%,7.98%,136.84%,12.94%,0.70%,-12.44%,-62.78%,5.91%,51.21%,43.30%,41.96%,0.09%,-0.19%,-2.65%,-,-,-,-
31,EPS (Basic),0.02,0.06,0.07,0.06,0.05,0.03,0.05,-0.23,0.06,0.02,0.01,0.00,0.10,0.16,0.09,0.13,0.06,0.13,0.13
32,EPS (Diluted),0.02,0.06,0.07,0.06,0.05,0.03,0.05,-0.23,0.06,0.02,0.01,0.00,0.10,0.16,0.09,0.13,0.06,0.13,0.13
33,EPS Growth,-60.63%,87.40%,40.00%,-,-12.90%,104.27%,249.65%,-,-41.75%,-90.42%,-84.61%,-97.75%,75.02%,23.59%,-29.70%,-,-,-,-
34,Free Cash Flow,-33.54,-66.08,-51.41,20.52,-14.98,43.65,-8.82,14.6,32.05,41.27,-99.67,-36.91,-21.49,46.31,-80.79,75.28,38.65,-17.39,-17.39
35,Free Cash Flow Per Share,-0.18,-0.36,-0.27,0.12,-0.09,0.20,-0.05,0.20,0.21,0.19,-0.50,-0.19,-0.15,0.33,-0.58,0.55,0.27,-0.12,-0.12
36,Dividend Per Share,-,-,-,0.060,-,-,-,-,-,-,-,0.071,-,-,-,-,-,-,-
37,Gross Margin,47.44%,41.00%,47.04%,39.61%,46.31%,41.66%,48.42%,28.30%,48.62%,27.46%,36.04%,26.32%,48.05%,40.04%,43.46%,32.88%,51.53%,34.30%,34.30%
38,Operating Margin,2.81%,4.18%,9.10%,4.00%,6.47%,3.32%,8.17%,-30.21%,12.62%,-2.79%,2.48%,-10.77%,12.56%,13.37%,11.59%,7.79%,13.61%,10.46%,10.46%
39,Profit Margin,2.36%,6.45%,8.06%,5.37%,4.95%,3.70%,6.42%,-12.01%,6.46%,2.70%,1.90%,0.35%,7.80%,13.02%,8.87%,8.75%,5.58%,9.70%,9.70%
40,Free Cash Flow Margin,-21.24%,-38.77%,-31.61%,10.54%,-8.52%,23.38%,-6.53%,10.54%,23.41%,33.20%,-66.79%,-22.65%,-11.68%,26.05%,-55.77%,37.26%,26.33%,-8.99%,-8.99%
41,EBITDA,8.29,11.23,18.66,11.64,15.56,10.74,15.24,-37.65,21.42,0.54,7.84,-13.41,26.44,27.63,20.13,19.07,22.88,23.13,23.13
42,EBITDA Margin,5.25%,6.59%,11.48%,5.98%,8.85%,5.75%,11.28%,-27.18%,15.65%,0.44%,5.25%,-8.23%,14.37%,15.54%,13.89%,9.44%,15.58%,11.96%,11.96%
43,D&A For EBITDA,3.86,4.11,3.86,3.86,4.2,4.54,4.2,4.2,4.14,4.02,4.14,4.14,3.34,3.85,3.34,3.34,2.9,2.9,2.9
44,EBIT,4.43,7.13,14.8,7.78,11.36,6.2,11.04,-41.84,17.29,-3.47,3.7,-17.55,23.1,23.78,16.79,15.74,19.98,20.24,20.24
45,EBIT Margin,2.81%,4.18%,9.10%,4.00%,6.47%,3.32%,8.17%,-30.21%,12.62%,-2.79%,2.48%,-10.77%,12.56%,13.37%,11.59%,7.79%,13.61%,10.46%,10.46%
46,Effective Tax Rate,-,9.72%,10.32%,17.28%,1.51%,9.36%,4.55%,-,6.38%,-,-,-,6.72%,11.17%,12.85%,12.03%,7.45%,12.39%,12.39%
47,Revenue as Reported,157.89,170.42,162.62,194.76,175.75,186.65,135.11,138.48,136.93,124.31,149.25,162.97,183.97,177.8,144.88,202.01,146.81,193.44,193.44
