,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,107.59,111.47,92.25,127.3,106.2,103.6,75.75,82.76,91.01,74.56,60.06,76.31,70.91,59.8,50.13,69.37,69.37,45.33,45.33
10,Operating Income,2.25,8.08,32.29,-53.05,34.8,30.1,69.02,-37.53,38.79,19.42,37.36,-0.17,41.68,50.09,38.72,44.62,44.62,22.57,22.57
11,Interest Expense,-2.84,-2.77,-2.88,-4.14,-2.81,-4.01,-2.64,-3.63,-3.03,-2.84,-2.69,-11.62,-,-6.25,-0.16,-0.32,-0.32,-,-
12,Interest & Investment Income,1.7,3.27,9.43,6.61,8.5,8.58,11.22,5.87,2.31,9.87,5.54,1.67,7.6,1.46,5.1,1.64,1.64,1.12,1.12
13,Currency Exchange Gain (Loss),0,-0,-,0.06,-0.05,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-
14,Other Non Operating Income (Expenses),-0.47,-0.87,-0.66,-0.34,-2.43,-0.31,-0.79,-2.08,-0.3,-0.04,-0.69,2.4,-3.84,1.88,-3.67,-0.97,-0.71,-0.59,-0.59
15,EBT Excluding Unusual Items,0.65,7.71,38.19,-50.84,38.01,34.42,76.81,-37.37,37.77,26.41,39.52,-7.73,45.44,47.17,39.99,44.96,45.22,23.09,23.09
16,Gain (Loss) on Sale of Investments,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,1.28,0,0.02,3.66,-0.02,-0.09,-0.02,0.08,-0,0,-0.14,-0.3,-0,-0,-0,0,0,-0.03,-0.03
18,Asset Writedown,-0.65,1.15,-1.18,0.09,-1.48,-0.15,0.08,-0.4,0.33,-0.2,0.03,0.17,-0.22,0.01,-0.16,-0.25,-0.25,-0.01,-0.01
19,Other Unusual Items,-1.81,-1.09,0.76,4.91,-0.12,0.12,-,5.52,-0.01,0.01,-,11.96,-0.01,0.01,-,3.88,3.61,2.55,2.55
20,Pretax Income,-0.44,7.78,37.8,-42.19,36.39,34.3,76.87,-32.17,38.1,26.22,39.4,4.1,45.2,47.19,39.83,48.59,48.59,25.61,25.61
21,Income Tax Expense,9.37,14.61,10.61,-3.85,16.91,13.88,20.64,1.38,14.25,10.5,13.31,7.6,14.33,16.14,11.88,15.11,15.11,8.97,8.97
22,Earnings From Continuing Operations,-9.81,-6.84,27.18,-38.34,19.48,20.42,56.23,-33.55,23.85,15.72,26.09,-3.5,30.88,31.04,27.95,33.48,33.48,16.63,16.63
23,Minority Interest in Earnings,2.12,1.93,1.79,2.48,1.58,1.1,0.6,0.41,0.08,-,-,-,-,-,-,-,-,-,-
24,Net Income,-7.69,-4.91,28.98,-35.86,21.06,21.52,56.83,-33.14,23.92,15.72,26.09,-3.5,30.88,31.04,27.95,33.48,33.48,16.63,16.63
25,Net Income to Common,-7.69,-4.91,28.98,-35.86,21.06,21.52,56.83,-33.14,23.92,15.72,26.09,-3.5,30.88,31.04,27.95,33.48,33.48,16.63,16.63
26,Net Income Growth,-,-,-49.01%,-,-11.95%,36.88%,117.82%,-,-22.52%,-49.35%,-6.66%,-,-7.79%,86.62%,68.03%,-,-,-,-
27,Shares Outstanding (Basic),157,156,158,158,158,158,158,149,158,167,118,118,118,118,118,118,118,118,118
28,Shares Outstanding (Diluted),157,156,158,158,158,158,158,149,158,167,118,118,118,118,118,118,118,118,118
29,Shares Change (YoY),-0.91%,-1.57%,-0.02%,6.19%,0.04%,-5.51%,33.50%,25.68%,33.42%,41.31%,-0.01%,-0.02%,-0.00%,-0.00%,0.03%,-,-,-,-
30,EPS (Basic),-0.05,-0.03,0.18,-0.23,0.13,0.14,0.36,-0.22,0.15,0.09,0.22,-0.03,0.26,0.26,0.24,0.28,0.28,0.14,0.14
31,EPS (Diluted),-0.05,-0.03,0.18,-0.23,0.13,0.14,0.36,-0.22,0.15,0.09,0.22,-0.03,0.26,0.26,0.24,0.28,0.28,0.14,0.14
32,EPS Growth,-,-,-49.00%,-,-11.99%,44.86%,63.16%,-,-41.93%,-64.16%,-6.65%,-,-7.79%,86.63%,67.98%,-,-,-,-
33,Free Cash Flow,20.43,21.15,33.1,-119.79,40.55,-2.06,69.56,-47.52,75.78,20.24,50.36,9.53,73.02,30.12,29.71,31.79,31.79,6.5,6.5
34,Free Cash Flow Per Share,0.13,0.14,0.21,-0.76,0.26,-0.01,0.44,-0.32,0.48,0.12,0.43,0.08,0.62,0.25,0.25,0.27,0.27,0.05,0.05
35,Dividend Per Share,-,-,-,0.600,-,-,-,1.000,-,-,-,0.462,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-40.00%,-,-,-,116.68%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,39.21%,39.86%,43.73%,30.81%,43.63%,42.55%,47.19%,24.61%,42.78%,41.52%,40.30%,34.97%,40.19%,43.21%,42.24%,45.67%,45.67%,40.01%,40.01%
38,Operating Margin,0.80%,2.69%,11.34%,-22.01%,10.77%,9.58%,22.50%,-20.42%,12.78%,8.58%,15.45%,-0.08%,14.88%,19.70%,18.41%,17.88%,17.88%,13.30%,13.30%
39,Profit Margin,-2.74%,-1.64%,10.17%,-14.88%,6.52%,6.85%,18.52%,-18.03%,7.88%,6.95%,10.79%,-1.61%,11.02%,12.21%,13.29%,13.42%,13.42%,9.80%,9.80%
40,Free Cash Flow Margin,7.29%,7.05%,11.62%,-49.70%,12.55%,-0.66%,22.67%,-25.86%,24.98%,8.94%,20.83%,4.38%,26.07%,11.84%,14.13%,12.74%,12.74%,3.83%,3.83%
41,EBITDA,14.29,21.17,44.33,-41.01,47.73,42.87,81.95,-24.6,51.19,32.67,49.76,12.23,51.8,61.77,48.84,56.32,54.91,31.81,31.81
42,EBITDA Margin,5.10%,7.06%,15.57%,-17.01%,14.77%,13.64%,26.71%,-13.38%,16.87%,14.43%,20.58%,5.62%,18.49%,24.29%,23.22%,22.57%,22.00%,18.75%,18.75%
43,D&A For EBITDA,12.04,13.08,12.04,12.04,12.93,12.76,12.93,12.93,12.4,13.24,12.4,12.4,10.12,11.69,10.12,11.7,10.3,9.24,9.24
44,EBIT,2.25,8.08,32.29,-53.05,34.8,30.1,69.02,-37.53,38.79,19.42,37.36,-0.17,41.68,50.09,38.72,44.62,44.62,22.57,22.57
45,EBIT Margin,0.80%,2.69%,11.34%,-22.01%,10.77%,9.58%,22.50%,-20.42%,12.78%,8.58%,15.45%,-0.08%,14.88%,19.70%,18.41%,17.88%,17.88%,13.30%,13.30%
46,Effective Tax Rate,-,187.95%,28.08%,-,46.47%,40.47%,26.85%,-,37.41%,40.03%,33.79%,185.48%,31.70%,34.21%,29.82%,31.09%,31.09%,35.04%,35.04%
47,Revenue as Reported,280.14,299.96,284.8,241.05,323.19,314.18,306.81,183.77,303.43,226.36,241.75,217.71,280.12,254.29,210.33,249.56,249.56,169.68,169.68
