,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
28,Shares Outstanding (Diluted),112,106,120,110,117,113,116,108,110,115,108,111,112,115,91,86,82,85,85,83
29,Shares Change (YoY),-4.45%,-6.41%,3.11%,1.73%,6.04%,-1.88%,7.18%,-2.88%,-1.52%,0.41%,18.79%,29.41%,35.96%,34.90%,6.59%,3.23%,-,-,-,-
30,EPS (Basic),-0.02,0.33,0.04,0.15,0.32,0.13,0.05,0.13,0.23,0.18,0.04,0.13,0.16,0.17,0.14,0.14,0.22,0.12,0.25,0.12
31,EPS (Diluted),-0.02,0.33,0.04,0.15,0.30,0.13,0.05,0.13,0.23,0.18,0.04,0.13,0.16,0.17,0.14,0.14,0.22,0.12,0.25,0.12
32,EPS Growth,-,156.46%,-15.70%,15.38%,31.55%,-26.69%,31.23%,1.09%,42.00%,6.61%,-70.38%,-5.23%,-26.94%,36.32%,-45.35%,11.78%,-,-,-,-
33,Free Cash Flow,-,-35.29,-54,-55.57,-26.02,-84.35,-54.81,-28.02,-20.76,-14.65,-21.83,17.01,13.45,-6.28,-26.24,7.26,7.16,3.67,-2.61,20.67
34,Free Cash Flow Per Share,-,-0.33,-0.45,-0.51,-0.22,-0.75,-0.47,-0.26,-0.19,-0.13,-0.20,0.15,0.12,-0.05,-0.29,0.08,0.09,0.04,-0.03,0.25
35,Dividend Per Share,-,-,-,-,0.200,-,-,-,0.179,-,-,-,0.214,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-,11.98%,-,-,-,-16.66%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,217.90%,62.20%,49.76%,63.12%,61.32%,62.48%,62.42%,64.39%,64.05%,63.90%,61.02%,67.32%,62.50%,73.82%,71.32%,79.38%,71.12%,87.26%,76.57%,75.98%
38,Operating Margin,-9.88%,37.13%,1.91%,21.32%,20.45%,21.16%,7.06%,23.63%,16.04%,25.72%,3.79%,20.02%,13.35%,24.46%,16.47%,14.94%,7.51%,13.97%,23.25%,17.06%
39,Profit Margin,-1.88%,25.31%,5.60%,15.83%,24.72%,12.48%,6.62%,17.21%,18.83%,21.92%,5.01%,17.70%,16.96%,22.26%,12.31%,12.49%,17.00%,10.87%,20.35%,14.13%
40,Free Cash Flow Margin,-,-25.41%,-56.92%,-53.41%,-18.10%,-71.85%,-59.37%,-34.38%,-15.34%,-15.76%,-25.16%,21.06%,12.53%,-7.34%,-26.15%,7.78%,6.64%,3.85%,-2.51%,28.91%
41,EBITDA,-4.94,58.25,9.1,28.86,36.08,30.77,12.96,25.2,27.63,28.39,9,20.65,18.83,28.91,24.53,14.76,12.37,21.27,32.2,12.67
42,EBITDA Margin,-4.20%,41.94%,9.60%,27.73%,25.09%,26.21%,14.04%,30.91%,20.42%,30.55%,10.37%,25.57%,17.53%,33.81%,24.44%,15.82%,11.47%,22.35%,30.90%,17.73%
43,D&A For EBITDA,6.67,6.67,7.29,6.67,6.67,5.93,6.44,5.93,5.93,4.48,5.72,4.48,4.48,8,8,0.83,4.27,7.98,7.98,0.48
44,EBIT,-11.61,51.58,1.81,22.19,29.41,24.84,6.52,19.26,21.7,23.9,3.28,16.16,14.34,20.91,16.53,13.93,8.1,13.29,24.23,12.2
45,EBIT Margin,-9.88%,37.13%,1.91%,21.32%,20.45%,21.16%,7.06%,23.63%,16.04%,25.72%,3.79%,20.02%,13.35%,24.46%,16.47%,14.94%,7.51%,13.97%,23.25%,17.06%
46,Effective Tax Rate,-,13.60%,-,14.77%,9.04%,19.87%,5.24%,14.07%,2.95%,17.55%,-,18.60%,8.73%,13.77%,18.42%,12.50%,12.75%,10.84%,12.36%,16.21%
47,Revenue as Reported,-,138.9,94.88,104.06,143.79,117.39,92.32,81.52,135.28,92.92,86.77,80.74,107.41,85.48,100.36,93.28,107.87,95.18,104.22,71.5
48,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14
