,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,Other Intangible Assets,-,34.86,35.07,35.27,35.48,35.68,35.89,36.09,36.3,35.87,36.07,36.27,36.48,22.14,22.27,22.4,22.52,-,22.78,-
14,Long-Term Deferred Tax Assets,-,7.82,6.1,4.07,4.04,3.28,4.03,3.8,3.84,2.99,3.27,3.27,3.46,3.18,3.33,3.4,3.42,-,3.01,-
15,Long-Term Deferred Charges,-,20.16,19.92,20.08,19.98,19.74,17.07,16.34,15.43,14.69,14.46,14.41,10.93,8.7,7.06,6.4,5.96,-,0.7,-
16,Other Long-Term Assets,-,152.87,91.55,111.34,68.64,132.49,74.1,63.34,45.75,20.92,14.48,8.14,5.78,48.38,32.66,26.37,24.52,-,28.3,-
17,Total Assets,-,1528,1462,1355,1316,1304,1259,1256,1108,1083,995.51,992.62,956.62,907.43,920.6,608.01,592.98,-,560.59,-
18,Accounts Payable,-,101.98,77.52,57.11,51.05,50.94,37.68,21.78,28.55,16.48,26.74,11.08,7.83,5.26,8.93,9.19,20.62,-,17.79,-
19,Accrued Expenses,-,14.83,37.11,8.92,48.12,10.53,52.7,7.23,57.01,8.87,45.98,5.88,49.65,6.07,93.57,4.8,57.53,-,63.1,-
20,Short-Term Debt,-,173.68,137.58,92.63,37.03,37.07,27.04,50.65,50.41,130.4,52.08,40.05,30.05,-,-,-,-,-,-,-
21,Current Portion of Long-Term Debt,-,87.39,100.7,43.42,34.05,6.61,6.31,0.76,2,-,-,-,-,-,-,-,-,-,-,-
22,Current Portion of Leases,-,-,0.87,-,0.82,-,0.78,-,0.75,0.72,0.78,0.69,0.68,-,-,-,-,-,0.21,-
23,Current Income Taxes Payable,-,10.13,3.14,8.9,8.74,5.74,2.4,8.38,5.07,7.49,1.29,8.9,4.19,6.91,0.11,7.35,1.86,-,0.09,-
24,Current Unearned Revenue,-,20.59,19.4,16.29,9.53,24.21,23.73,31.34,17.99,20.97,14.24,14.36,14.59,19.23,18.87,15.57,15.73,-,17.56,-
25,Other Current Liabilities,-,58.78,47.78,75.18,51.93,99.36,51.77,108.56,63.21,89.5,66.23,103.48,55.48,91.27,42.3,111.66,49.28,-,42.72,-
26,Total Current Liabilities,-,467.38,424.1,302.45,241.28,234.45,202.41,228.71,225,274.44,207.33,184.44,162.46,128.74,163.77,148.57,145.02,-,141.47,-
27,Long-Term Debt,-,137.86,151.27,151,189.19,221.49,222.99,179.19,48.05,-,-,-,-,-,-,-,-,-,-,-
28,Long-Term Leases,-,-,0.15,0.38,0.6,0.81,1.02,1.22,1.42,1.62,1.74,1.99,2.17,-,-,-,-,-,-,-
29,Long-Term Unearned Revenue,-,4.16,4.27,4.38,4.56,4.55,4.89,5.28,5.72,5.74,6.11,6.48,6.85,9.04,9.49,9.94,10.39,-,10.79,-
30,Long-Term Deferred Tax Liabilities,-,-,-,-,-,0.96,1,1.04,1.07,-,-,-,-,-,-,-,-,-,-,-
31,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-
32,Total Liabilities,-,609.4,579.79,458.21,435.63,462.27,432.32,415.45,281.27,281.79,215.18,192.91,171.48,140.79,173.26,158.51,155.41,-,152.26,-
33,Common Stock,-,112,112,112,112,112,112,80,80,80,80,80,80,80,80,60,60,-,60,-
34,Additional Paid-In Capital,-,383.36,382.36,379.24,379.22,376.46,376.43,408.4,408.36,408.08,407.8,407.53,407.25,406.97,406.69,141.22,140.94,-,140.38,-
35,Retained Earnings,-,423.26,388.1,405.18,388.71,353.17,338.52,352.41,338.37,312.89,292.53,312.18,297.89,279.67,260.64,248.29,236.64,-,207.95,-
36,Comprehensive Income & Other,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-
37,Total Common Equity,918.61,918.61,882.46,896.43,879.93,841.63,826.95,840.8,826.74,800.97,780.33,799.71,785.14,766.64,747.34,449.51,437.57,-,408.33,376.46
38,Minority Interest,-,0.04,0.1,0.15,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,Shareholders' Equity,918.65,918.65,882.56,896.57,880.1,841.63,826.95,840.8,826.74,800.97,780.33,799.71,785.14,766.64,747.34,449.51,437.57,-,408.33,376.46
40,Total Liabilities & Equity,-,1528,1462,1355,1316,1304,1259,1256,1108,1083,995.51,992.62,956.62,907.43,920.6,608.01,592.98,-,560.59,-
41,Total Debt,398.93,398.93,390.57,287.42,261.7,265.98,258.14,231.82,102.64,132.74,54.59,42.73,32.89,-,-,-,-,-,0.21,0.46
42,Net Cash (Debt),-168.31,-168.31,-123.84,-27.18,7.43,34.73,137.41,238.77,269.48,282.43,309.91,356.7,378.68,379.08,420.19,137.01,129.53,-,122.21,103.76
43,Net Cash Growth,-,-,-,-,-97.24%,-87.70%,-55.66%,-33.06%,-28.84%,-25.50%,-26.24%,160.35%,192.35%,-,243.84%,32.04%,-,-,-,-
44,Net Cash Per Share,-1.50,-1.59,-1.04,-0.25,0.06,0.31,1.19,2.21,2.44,2.46,2.87,3.21,3.38,3.31,4.62,1.60,1.57,-,1.43,1.25
45,Filing Date Shares Outstanding,111.85,112,112,112,112,112,112,112,112,112,112,112,112,112,112,84,84,84.93,84,83.2
46,Total Common Shares Outstanding,111.85,112,112,112,112,112,112,112,112,112,112,112,112,112,112,84,84,84.93,84,83.2
47,Working Capital,-,184.03,205.56,286.47,368.03,415.03,509.53,551.64,440.89,414.73,412.98,455.82,489.55,474.24,487.88,197.32,191.07,-,181.39,-
48,Book Value Per Share,8.20,8.20,7.88,8.00,7.86,7.51,7.38,7.51,7.38,7.15,6.97,7.14,7.01,6.85,6.67,5.35,5.21,-,4.86,4.48
49,Tangible Book Value,883.75,883.75,847.39,861.15,844.45,805.94,791.06,804.71,790.44,765.1,744.26,763.43,748.66,744.5,725.07,427.11,415.05,-,385.55,353.42
50,Tangible Book Value Per Share,7.89,7.89,7.57,7.69,7.54,7.20,7.06,7.18,7.06,6.83,6.65,6.82,6.68,6.65,6.47,5.08,4.94,-,4.59,4.21
51,Buildings,-,-,8.29,-,104.44,-,-,-,101.29,-,-,-,96.46,-,61.14,-,61.14,-,52.17,-
52,Machinery,-,-,423.71,-,47.15,-,-,-,44.74,-,-,-,198.53,-,163.35,-,169.25,-,166.19,-
53,Construction In Progress,-,-,305.09,-,274.37,-,127.27,-,83.64,-,59.76,-,50.06,-,83.44,-,69.43,-,57.68,-
