,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
28,Common Stock,4444,4444,4444,4444,4444,4444,4444,4444,4444,4444,4444,4444,4444,4000,-,4000,-,-,-
29,Additional Paid-In Capital,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,10426,-,10426,-,-,-
30,Retained Earnings,2525,2404,2476,2210,2172,1919,1886,1747,1812,1640,1547,1431,1373,1233,-,1041,-,-,-
31,Comprehensive Income & Other,286.68,289.6,295.41,315.41,362.79,386.3,409.72,426.24,439.81,423.37,414.12,398.13,412.68,399.54,-,366.03,-,-,-
32,Shareholders' Equity,18966,18848,18925,18680,18689,18460,18450,18328,18406,18217,18115,17984,17940,16059,15834,15834,-,-,15415
33,Total Liabilities & Equity,21294,20984,20530,20403,21168,20413,20229,19987,19996,19998,19736,19528,19424,17564,-,16931,-,-,-
34,Total Debt,219.82,253.85,283.94,298.1,332.61,352.06,373.21,362.75,350.41,340.79,353.91,368.87,405.73,400.82,-,-,-,-,-
35,Net Cash (Debt),5026,5218,5629,5256,5659,4805,4705,4834,5171,5005,4909,4833,5467,3220,3459,3459,-,-,2484
36,Net Cash Growth,-11.17%,8.60%,19.63%,8.73%,9.43%,-4.00%,-4.14%,0.01%,-5.41%,55.45%,41.93%,39.75%,-,-,39.22%,-,-,-,-
37,Net Cash Per Share,1.20,1.13,1.27,1.22,1.09,1.27,1.02,0.91,1.20,0.98,1.26,1.55,1.18,0.63,0.76,0.84,-,-,0.60
38,Filing Date Shares Outstanding,4444,4444,4444,4444,4444,4444,4444,4444,4444,4444,4444,4444,4444,4000,4525,4000,3253,4166,4166
39,Total Common Shares Outstanding,4444,4444,4444,4444,4444,4444,4444,4444,4444,4444,4444,4444,4444,4000,4525,4000,3253,4166,4166
40,Working Capital,7487,7277,7799,7406,7499,7383,7455,7225,7772,7319,7058,6766,7069,5210,-,4900,-,-,-
41,Book Value Per Share,4.27,4.24,4.26,4.20,4.21,4.15,4.15,4.12,4.14,4.10,4.08,4.05,4.04,4.01,3.96,3.96,-,-,3.85
42,Tangible Book Value,18644,18529,18607,18359,18384,18151,18139,18015,18105,17914,17810,17677,17651,15768,15541,15541,-,-,15409
43,Tangible Book Value Per Share,4.19,4.17,4.19,4.13,4.14,4.08,4.08,4.05,4.07,4.03,4.01,3.98,3.97,3.94,3.89,3.89,-,-,3.85
44,Buildings,-,545.99,-,522.83,-,490.79,-,490.76,-,465.03,-,482.94,-,348.02,-,347.9,-,-,-
45,Machinery,-,13395,-,13138,-,13255,-,13617,-,13663,-,14018,-,14036,-,14483,-,-,-
46,Construction In Progress,-,30.26,-,58.9,-,85.86,-,111.88,-,114.97,-,123.07,-,152.87,-,59.17,-,-,-
