,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,Operating Income,143.38,224.9,264.46,27.75,277.85,216.5,138.74,-137.48,203.87,204.42,127.74,42.54,122.14,84.46,152.7,43.65,219.07,97.92,97.92
11,Interest Expense,-2.64,-3.07,-3.47,-3.81,-4.13,-4.36,-4.44,-4.84,-4.27,-4.19,-4.23,-4.72,-5.01,-5.07,-5.14,-,-,-,-
12,Interest & Investment Income,18.71,21.01,26.18,28.58,28.21,28.19,27.55,28.54,29,20.4,35.62,53.5,51.81,5.75,6.29,20.04,6.46,6.73,6.73
13,Earnings From Equity Investments,5.54,4.94,9.99,4.08,15.18,10.45,9.71,9.52,10.73,11.04,-,6.36,7.49,4.35,10.62,-15.73,5.15,5.29,5.29
14,Other Non Operating Income (Expenses),-0.7,0.44,-0.1,-1.68,6.06,-0.24,-0.15,-32.77,30.65,0.86,0.26,-6.34,6.64,-0.35,-0.03,0.01,0.64,-0.23,-0.23
15,EBT Excluding Unusual Items,164.29,248.22,297.06,54.92,323.17,250.55,171.41,-137.03,269.98,232.53,159.38,91.33,183.06,89.14,164.42,47.97,231.31,109.7,109.7
16,Gain (Loss) on Sale of Assets,35.95,0.55,-0.37,-5.07,-,-,0.12,0.54,-0.14,-,0.07,0.19,0.09,-,-,-0.01,-,0.96,0.96
17,Asset Writedown,-35.5,35.5,-,3.15,0.01,-0.01,-,23.16,-21.83,21.83,-,4.86,-6.41,6.5,-,-10.7,0.11,-5.21,-5.21
18,Other Unusual Items,0.78,0.71,11.15,1.22,-,-,-,15.06,-,-,-,-3.22,-,-,-,5.94,-0.85,0.42,0.42
19,Pretax Income,165.52,284.97,307.84,54.22,323.19,250.53,171.53,-98.27,248.01,254.37,159.45,93.16,176.74,95.64,164.42,43.2,230.58,105.88,105.88
20,Income Tax Expense,44.71,98.53,42.27,16.31,70.15,52.68,33.32,-29.19,75.47,56.2,42.9,34.87,36.46,39.21,28.68,76.42,11.05,22.55,22.55
21,Net Income,120.81,186.45,265.57,37.92,253.03,197.85,138.21,-69.09,172.53,198.16,116.56,58.29,140.29,56.43,135.75,-33.22,219.54,83.32,83.32
22,Net Income to Common,120.81,186.45,265.57,37.92,253.03,197.85,138.21,-69.09,172.53,198.16,116.56,58.29,140.29,56.43,135.75,-33.22,219.54,83.32,83.32
23,Net Income Growth,-52.25%,-5.76%,92.15%,-,46.66%,-0.16%,18.58%,-,22.99%,251.20%,-14.14%,-,-36.10%,-32.28%,62.91%,-,-,-,-
24,Shares Outstanding (Basic),4179,4614,4426,4320,5193,3795,4607,5296,4297,5107,3885,3118,4640,5084,4525,4102,3253,4166,4166
25,Shares Outstanding (Diluted),4179,4614,4426,4320,5193,3795,4607,5296,4297,5107,3885,3118,4640,5084,4525,4102,3253,4166,4166
26,Shares Change (YoY),-19.53%,21.60%,-3.92%,-18.43%,20.86%,-25.70%,18.58%,69.86%,-7.39%,0.45%,-14.14%,-23.98%,42.62%,22.02%,8.61%,-,-,-,-
27,EPS (Basic),0.03,0.04,0.06,0.01,0.05,0.05,0.03,-0.01,0.04,0.04,0.03,0.02,0.03,0.01,0.03,-0.01,0.07,0.02,0.02
28,EPS (Diluted),0.03,0.04,0.06,0.01,0.05,0.05,0.03,-0.01,0.04,0.04,0.03,0.02,0.03,0.01,0.03,-0.01,0.07,0.02,0.02
29,EPS Growth,-40.67%,-22.50%,100.00%,-,21.35%,34.37%,0%,-,32.80%,249.61%,0%,-,-55.20%,-44.50%,50.00%,-,-,-,-
30,Free Cash Flow,-224.49,-166.75,340.02,-400.75,858.19,229.55,-94.04,-292.67,204.97,206.6,36.48,-618.66,544.53,63.84,124.82,114.9,404.18,215.86,215.86
31,Free Cash Flow Per Share,-0.05,-0.04,0.08,-0.09,0.17,0.06,-0.02,-0.06,0.05,0.04,0.01,-0.20,0.12,0.01,0.03,0.03,0.12,0.05,0.05
32,Dividend Per Share,-,-,-,0.058,-,-,-,0.037,-,-,-,0.023,-,-,-,-,-,-,-
33,Dividend Growth,-,-,-,56.76%,-,-,-,58.80%,-,-,-,-,-,-,-,-,-,-,-
34,Gross Margin,7.11%,10.87%,12.52%,3.89%,11.62%,10.74%,7.36%,-2.43%,9.47%,10.95%,7.90%,4.50%,8.51%,5.53%,8.47%,3.82%,11.76%,7.48%,7.48%
35,Operating Margin,5.14%,8.74%,10.55%,0.92%,9.88%,8.77%,5.84%,-5.57%,7.76%,9.01%,6.09%,1.67%,6.44%,3.86%,6.88%,1.50%,10.34%,5.70%,5.70%
36,Profit Margin,4.33%,7.24%,10.60%,1.25%,9.00%,8.01%,5.81%,-2.80%,6.57%,8.73%,5.55%,2.29%,7.40%,2.58%,6.12%,-1.14%,10.37%,4.85%,4.85%
37,Free Cash Flow Margin,-8.05%,-6.48%,13.57%,-13.25%,30.52%,9.30%,-3.96%,-11.85%,7.80%,9.10%,1.74%,-24.35%,28.72%,2.92%,5.62%,3.96%,19.09%,12.57%,12.57%
38,EBITDA,305.52,390.71,426.6,189.89,432.47,375.95,293.36,17.14,353.31,357.25,277.18,191.98,266.8,230.24,297.35,188.31,363.19,242.04,242.04
39,EBITDA Margin,10.96%,15.18%,17.02%,6.28%,15.38%,15.23%,12.34%,0.69%,13.45%,15.74%,13.21%,7.55%,14.07%,10.52%,13.40%,6.48%,17.15%,14.09%,14.09%
40,D&A For EBITDA,162.14,165.81,162.14,162.14,154.62,159.45,154.62,154.62,149.44,152.83,149.44,149.44,144.66,145.78,144.66,144.66,144.12,144.12,144.12
41,EBIT,143.38,224.9,264.46,27.75,277.85,216.5,138.74,-137.48,203.87,204.42,127.74,42.54,122.14,84.46,152.7,43.65,219.07,97.92,97.92
42,EBIT Margin,5.14%,8.74%,10.55%,0.92%,9.88%,8.77%,5.84%,-5.57%,7.76%,9.01%,6.09%,1.67%,6.44%,3.86%,6.88%,1.50%,10.34%,5.70%,5.70%
43,Effective Tax Rate,27.01%,34.57%,13.73%,30.08%,21.71%,21.03%,19.43%,-,30.43%,22.10%,26.90%,37.43%,20.63%,41.00%,17.44%,176.90%,4.79%,21.30%,21.30%
44,Revenue as Reported,2788,2574,2506,3024,2812,2469,2377,2470,2627,2270,2099,2541,1896,2188,2219,2905,2118,1718,1718
