,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
21,Current Income Taxes Payable,6.12,1.1,8.99,6.24,7.35,1.18,4.78,1.73,8.09,2,4.82,2.57,4.66,2.43,11.96,6.39,-,1.71,-
22,Current Unearned Revenue,2.91,2.66,3.04,1.99,1.3,1.32,0.98,1.06,0.93,1.56,3.76,2.53,4.46,4.05,3.54,3.99,-,2.72,-
23,Other Current Liabilities,11.74,15.42,7.65,9.79,10.71,11.52,5.6,5.28,2.35,2.74,3.83,2.22,41.75,8.76,1.88,0.74,-,18.96,-
24,Total Current Liabilities,510.98,500.74,498.03,534.82,446.86,448.86,452.29,460.13,418.18,419.23,383.4,413.06,388.55,363.93,340.43,306.04,-,241.49,-
25,Long-Term Debt,335.54,332.9,329.63,326.16,322.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,Long-Term Leases,3.99,5.06,3.65,4.38,4.33,5.05,4.99,5.71,2.3,2.28,0.77,-,-,-,-,-,-,-,-
27,Long-Term Unearned Revenue,18.4,18.1,18.54,19.19,16.22,9.76,10.49,8.02,7.66,8.19,5.61,5.98,6.46,6.8,7.11,3.4,-,-,-
28,Long-Term Deferred Tax Liabilities,0.37,0.38,-,-,9.55,1.41,1.09,1.49,-,-,-,-,-,-,-,-,-,-,-
29,Total Liabilities,869.27,857.17,849.84,884.56,799.51,465.08,468.86,475.34,428.14,429.69,389.78,419.04,395.01,370.73,347.54,309.44,-,241.49,-
30,Common Stock,111.64,111.64,80,80,80,80,80,80,80,80,66.67,66.67,66.67,66.67,50,50,-,50,-
31,Additional Paid-In Capital,688.4,688.4,719.7,719.59,722.25,722.25,722.06,721.33,721.73,720.2,732.92,732.92,732.07,732.07,202.87,202.87,-,202.87,-
32,Retained Earnings,274.96,261.81,294.81,278.68,249.89,224.86,234.38,224.77,202.55,186.7,168.31,157.5,140.05,163.24,149.88,129.46,-,71.47,-
33,Treasury Stock,-24.77,-20.5,-20.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,58.09,57.26,56.47,55.66,45.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Total Common Equity,1108,1099,1130,1134,1098,1027,1036,1026,1004,986.9,967.89,957.09,938.79,961.98,402.75,382.33,-,324.34,315.15
36,Minority Interest,6,6.37,2.74,3,3.24,3.21,3.07,2.86,2.77,2.81,2.9,2.49,-,-,-,-,-,-,-
37,Shareholders' Equity,1114,1105,1133,1137,1101,1030,1040,1029,1007,989.71,970.79,959.58,938.79,961.98,402.75,382.33,-,324.34,315.15
38,Total Liabilities & Equity,1984,1962,1983,2021,1900,1495,1508,1504,1435,1419,1361,1379,1334,1333,750.29,691.77,-,565.83,-
39,Total Debt,412.08,399.48,445.81,447.11,403.06,104.23,104.16,71.5,53.15,61.61,20.09,39.55,49.35,55.36,45.55,30.54,-,40.05,138.59
40,Net Cash (Debt),356.84,359.55,348.01,428.04,454.15,366.65,366.49,392.03,450.21,467.67,477.97,510.95,516.8,572.19,2.43,16.45,-,-1.34,-109.82
41,Net Cash Growth,-21.43%,-1.94%,-5.04%,9.18%,0.88%,-21.60%,-23.32%,-23.27%,-12.88%,-18.27%,19607.12%,3006.22%,-,-,-,-,-,-,-
42,Net Cash Per Share,3.12,3.41,3.08,3.68,4.02,3.26,3.27,3.49,4.13,4.11,4.22,4.62,4.56,6.88,0.03,0.20,-,-0.02,-1.34
43,Filing Date Shares Outstanding,114.24,110.69,110.68,112,112,112,112,112,112,112,112,112,112,112,84,84,85.56,84,82.03
44,Total Common Shares Outstanding,114.24,110.69,112.01,112,112,112,112,112,112,112,112,112,112,112,84,84,85.56,84,82.03
45,Working Capital,964.89,968.43,1046,1050,1051,665.12,708.79,713.77,704.06,705.81,717.84,712.73,725.44,756.72,217.05,194.65,-,146.14,-
46,Book Value Per Share,9.70,9.93,10.09,10.12,9.80,9.17,9.25,9.16,8.97,8.81,8.64,8.55,8.38,8.59,4.79,4.55,-,3.86,3.75
47,Tangible Book Value,1030,1020,1066,1069,1033,961.77,971.82,961.84,944.76,927.07,936.4,925.32,908.91,931.86,372.4,351.85,-,293.72,284.63
48,Tangible Book Value Per Share,9.02,9.21,9.52,9.55,9.22,8.59,8.68,8.59,8.44,8.28,8.36,8.26,8.12,8.32,4.43,4.19,-,3.50,3.39
49,Buildings,-,273.68,-,174.2,-,171.97,-,150.64,-,-,-,98.67,-,98.67,-,98.67,-,98.67,-
50,Machinery,-,278.69,-,249.82,-,210.34,-,191.7,-,-,-,162.28,-,141.85,-,125.15,-,107.64,-
51,Construction In Progress,-,15.9,-,90.23,-,59.03,-,33.75,-,-,-,49.56,-,18.39,-,4.34,-,2.59,-
