,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,EBT Excluding Unusual Items,11.8,9.62,16.59,34.53,27.91,24.25,10.53,10.99,16.63,19.52,12.71,8.15,18.02,13.1,24.53,24.14,31.39,16.95,11.27
16,Gain (Loss) on Sale of Investments,0.33,0.76,1.4,-0.66,0.79,0.35,-,-0.24,0.57,-0.3,-0.27,-0.89,0.28,-0.93,-0.57,-1.14,-0.7,-0.75,-0.44
17,Gain (Loss) on Sale of Assets,0.02,0.01,-0,-0.05,-,0,-0.05,-,0.01,-,-0.04,-0.26,0,-0.01,-,0.02,-,0,0.01
18,Asset Writedown,-1.56,0.47,-0.5,1.9,-1.95,0.16,-0.16,0.31,-0.34,1.01,-1.01,0.61,-0.63,0.51,-0.51,0.52,-0.52,-0.06,-
19,Other Unusual Items,1.77,5.07,0,-1.94,-,-,-,12.08,0.03,-0.03,-,11.8,-,-,-,12.59,0.08,-0.08,-
20,Pretax Income,12.35,15.94,17.49,33.79,26.75,24.77,10.32,23.14,16.9,20.21,11.39,19.41,17.67,12.68,23.45,36.14,30.25,16.06,10.84
21,Income Tax Expense,-0.42,1.68,1.62,5.24,1.69,2.14,0.5,0.83,1.1,1.9,0.68,1.97,0.85,-0.68,3.03,4.42,3.97,1.91,1.07
22,Earnings From Continuing Operations,12.77,14.26,15.87,28.55,25.05,22.62,9.82,22.31,15.81,18.31,10.71,17.44,16.82,13.35,20.42,31.72,26.27,14.15,9.76
23,Minority Interest in Earnings,0.38,0.18,0.26,0.24,-0.03,-0.13,-0.22,-0.09,0.04,0.09,0.09,0.01,-,-,-,-,-,-,-
24,Net Income,13.16,14.43,16.13,28.79,25.02,22.49,9.61,22.22,15.85,18.4,10.8,17.45,16.82,13.35,20.42,31.72,26.27,14.15,9.76
25,Net Income to Common,13.16,14.43,16.13,28.79,25.02,22.49,9.61,22.22,15.85,18.4,10.8,17.45,16.82,13.35,20.42,31.72,26.27,14.15,9.76
26,Net Income Growth,-47.43%,-35.83%,67.94%,29.57%,57.92%,22.25%,-11.06%,27.34%,-5.77%,37.77%,-47.11%,-44.99%,-36.00%,-5.64%,109.21%,-,-,-,-
27,Shares Outstanding (Basic),114,105,113,114,111,113,112,112,109,114,113,111,113,83,84,83,86,85,82
28,Shares Outstanding (Diluted),114,105,113,116,113,113,112,112,109,114,113,111,113,83,84,83,86,85,82
29,Shares Change (YoY),1.06%,-6.36%,0.72%,3.39%,3.76%,-1.05%,-1.09%,1.57%,-3.86%,36.80%,35.42%,33.85%,32.43%,-2.57%,2.03%,-,-,-,-
30,EPS (Basic),0.12,0.14,0.14,0.25,0.22,0.20,0.09,0.20,0.15,0.16,0.10,0.16,0.15,0.16,0.24,0.38,0.31,0.17,0.12
31,EPS (Diluted),0.12,0.14,0.14,0.25,0.22,0.20,0.09,0.20,0.15,0.16,0.10,0.16,0.15,0.16,0.24,0.38,0.31,0.17,0.12
32,EPS Growth,-47.98%,-31.47%,66.74%,25.32%,52.19%,23.56%,-10.07%,25.38%,-1.99%,0.70%,-60.94%,-58.90%,-51.67%,-3.16%,105.04%,-,-,-,-
33,Free Cash Flow,18.94,40.71,-109.17,-26.06,26.13,32.49,-39.06,-28.43,-25.17,-21.31,-16.94,18.7,-46.51,3.77,-23.46,32.84,8.26,15.62,-15.22
34,Free Cash Flow Per Share,0.17,0.39,-0.97,-0.22,0.23,0.29,-0.35,-0.25,-0.23,-0.19,-0.15,0.17,-0.41,0.05,-0.28,0.40,0.10,0.18,-0.19
35,Dividend Per Share,-,-,-,0.429,-,-,-,0.286,-,-,-,-,-,0.357,-,-,-,-,-
36,Dividend Growth,-,-,-,50.02%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,17.01%,17.16%,19.41%,21.65%,20.20%,19.04%,17.71%,19.69%,17.63%,16.63%,16.51%,15.60%,18.30%,17.52%,25.36%,25.79%,28.65%,25.64%,24.25%
38,Operating Margin,6.12%,4.77%,7.72%,12.31%,10.78%,10.94%,5.75%,5.01%,6.86%,8.75%,6.14%,2.19%,8.54%,6.65%,15.27%,12.70%,19.60%,14.68%,13.54%
39,Profit Margin,5.10%,6.29%,7.35%,10.43%,10.29%,10.37%,6.48%,8.59%,7.72%,9.75%,6.21%,7.04%,8.86%,7.92%,12.63%,15.23%,16.13%,12.04%,11.05%
40,Free Cash Flow Margin,7.34%,17.73%,-49.74%,-9.44%,10.74%,14.98%,-26.34%,-10.99%,-12.27%,-11.29%,-9.75%,7.55%,-24.49%,2.24%,-14.51%,15.77%,5.07%,13.29%,-17.23%
41,EBITDA,24.62,20.66,25.78,42.81,34.23,32.12,16.53,20.96,20.4,24.22,16.99,11.75,28.78,23.76,24.81,31.86,42.57,27.89,12.07
42,EBITDA Margin,9.54%,9.00%,11.75%,15.51%,14.07%,14.81%,11.15%,8.10%,9.94%,12.84%,9.78%,4.74%,15.15%,14.10%,15.35%,15.30%,26.13%,23.72%,13.66%
43,D&A For EBITDA,8.83,9.71,8.83,8.83,8,8.39,8,8,6.31,7.71,6.31,6.31,12.55,12.55,0.13,5.41,10.64,10.64,0.11
44,EBIT,15.79,10.95,16.95,33.98,26.23,23.74,8.53,12.97,14.09,16.51,10.68,5.43,16.22,11.2,24.68,26.45,31.93,17.25,11.96
45,EBIT Margin,6.12%,4.77%,7.72%,12.31%,10.78%,10.94%,5.75%,5.01%,6.86%,8.75%,6.14%,2.19%,8.54%,6.65%,15.27%,12.70%,19.60%,14.68%,13.54%
46,Effective Tax Rate,-,10.53%,9.24%,15.49%,6.33%,8.65%,4.85%,3.57%,6.50%,9.39%,5.95%,10.16%,4.83%,-,12.91%,12.22%,13.13%,11.91%,9.91%
47,Revenue as Reported,258.19,229.59,219.47,276.06,243.24,216.95,148.28,258.77,205.21,188.65,173.79,247.78,189.89,168.51,161.64,208.23,162.9,117.56,88.32
