,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Other Long-Term Assets,617.05,461.81,29.87,419.25,395.2,356.9,27.01,27.66,27,33.45,22.26,23.2,22.45,33.67,21.64,-,14.11,-,-,-
18,Total Assets,4307,4225,4261,4136,4095,4090,4170,4123,4161,4026,4281,4115,4120,4160,4060,-,2893,-,-,-
19,Accounts Payable,355.3,291.42,392.73,190.43,284.81,209.37,208.9,166.03,203.84,151.26,242.94,222.5,220.64,182.87,197.4,-,170.03,-,-,-
20,Accrued Expenses,87.67,54.09,126.81,38.7,90.71,50.81,115.29,35.63,70.91,40.46,104.39,30.78,130.3,52.67,98.73,-,133.93,-,-,-
21,Short-Term Debt,249.95,251.48,177.09,239.81,235.81,320.23,302.58,344.68,348.31,314.17,318.23,254.52,290.61,475.68,418.43,-,469.21,-,-,-
22,Current Portion of Leases,14.07,12.52,12.89,13.05,12.78,12.63,12.27,11.99,11.88,10.83,11.62,11.49,10.94,8.91,8.35,-,0.03,-,-,-
23,Current Income Taxes Payable,-,22.69,11.12,29.66,-,37.11,18.01,30.66,7.18,30.34,24.61,35.81,34.22,36.77,28.94,-,45.51,-,-,-
24,Current Unearned Revenue,78.31,33.7,33.97,38.25,53.95,30.51,30.89,31.79,38,60.58,65.93,91.13,68.41,61.71,83.64,-,95.43,-,-,-
25,Other Current Liabilities,6.68,93.7,17.78,99.53,4.05,104.13,188.61,135.26,152.51,131.72,227.89,122.23,80.58,158.9,11.43,-,19.4,-,-,-
26,Total Current Liabilities,791.97,759.6,772.4,649.42,682.11,764.79,876.55,756.03,832.63,739.36,995.62,768.46,835.71,977.51,846.92,-,933.54,-,-,-
27,Long-Term Leases,45.79,46.8,49.73,52.41,53.85,56.09,58.23,61.71,64.45,65.87,68.83,71.56,71.24,68.36,67.17,-,0.07,-,-,-
28,Long-Term Unearned Revenue,13.89,14.09,14.29,11.03,11.18,11.34,11.49,11.64,11.79,11.94,12.1,12.25,12.4,12.55,12.7,-,13.01,-,-,-
29,Long-Term Deferred Tax Liabilities,0.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,Total Liabilities,855.02,820.49,836.42,712.87,747.14,832.21,946.27,829.38,908.87,817.17,1077,852.26,919.35,1058,926.8,-,946.61,-,-,-
31,Common Stock,424.29,424.29,426.03,426.03,426.1,426.1,427.98,427.98,428.12,427.65,427.65,427.65,427.65,423.53,423.53,-,360,-,-,-
32,Additional Paid-In Capital,1197,1198,1225,1225,1226,1243,1270,1267,1267,1256,1259,1251,1242,1173,1173,-,245.73,-,-,-
33,Retained Earnings,1877,1826,1804,1799,1722,1614,1582,1656,1617,1589,1581,1650,1597,1502,1534,-,1338,-,-,-
34,Treasury Stock,-48.46,-48.46,-32.42,-28.58,-29.66,-28.59,-59.32,-59.86,-62.29,-66.98,-66.45,-67.75,-67.75,-,-,-,-,-,-,-
35,Comprehensive Income & Other,1.16,1.56,-0.78,-0.75,0.56,0.2,0.34,0.14,0.03,0.01,-0,-,-,-,-,-,-,-,-,-
36,Total Common Equity,3452,3402,3422,3421,3345,3255,3221,3291,3250,3206,3202,3260,3199,3099,3131,1944,1944,-,-,-
37,Minority Interest,-,2.72,2.74,2.7,2.67,2.64,2.64,2.55,2.56,2.52,2.51,2.58,2.54,2.42,2.26,-,1.9,-,-,-
38,Shareholders' Equity,3452,3404,3425,3423,3348,3258,3224,3294,3253,3209,3205,3263,3201,3102,3133,1946,1946,-,-,-
39,Total Liabilities & Equity,4307,4225,4261,4136,4095,4090,4170,4123,4161,4026,4281,4115,4120,4160,4060,-,2893,-,-,-
40,Total Debt,309.81,310.8,239.71,305.28,302.44,388.94,373.08,418.38,424.64,390.86,398.68,337.56,372.8,552.94,493.96,469.31,469.31,-,-,-
41,Net Cash (Debt),1021,1279,1565,1469,1402,1388,1672,1726,1660,1547,1737,1724,1665,1683,1661,661.32,661.32,-,-,-
42,Net Cash Growth,-27.13%,-7.87%,-6.44%,-14.90%,-15.57%,-10.25%,-3.73%,0.15%,-0.29%,-8.09%,4.56%,160.64%,151.79%,-,-,-,-,-,-,-
43,Net Cash Per Share,2.62,2.96,3.63,3.45,3.55,3.11,4.02,3.99,4.10,3.60,4.20,3.90,3.90,3.98,4.27,1.83,1.87,-,-,-
44,Filing Date Shares Outstanding,390.12,424.29,424.29,426.03,426.03,426.1,427.98,427.98,427.98,427.65,427.65,427.65,427.2,423.53,423.53,361.65,353.04,366.96,361.52,358.48
45,Total Common Shares Outstanding,390.12,424.29,426.03,426.03,426.1,426.1,427.98,427.98,428.12,427.65,427.65,427.65,427.2,423.53,423.53,361.65,353.04,366.96,361.52,358.48
46,Working Capital,1517,1659,1727,1766,-,1697,1845,2086,2055,2017,2015,2067,2005,1924,1942,-,753.53,-,-,-
47,Book Value Per Share,8.85,8.02,8.03,8.03,7.85,7.64,7.53,7.69,7.59,7.50,7.49,7.62,7.49,7.32,7.39,5.51,5.51,-,-,-
48,Tangible Book Value,3388,3337,3356,3355,-,3188,3164,3233,3192,3147,3144,3201,3139,3041,3072,1891,1891,-,-,-
49,Tangible Book Value Per Share,8.68,7.86,7.88,7.87,7.69,7.48,7.39,7.55,7.46,7.36,7.35,7.48,7.35,7.18,7.25,5.36,5.36,-,-,-
50,Buildings,-,-,905.01,-,-,-,887.08,-,876.49,-,875.34,-,858.54,-,858.54,-,849.17,-,-,-
51,Machinery,-,-,1291,-,-,-,1222,-,1183,-,1122,-,1085,-,1074,-,1059,-,-,-
52,Construction In Progress,-,-,93.8,-,-,-,33.92,-,15.35,-,29.42,-,42.51,-,5.77,-,12.77,-,-,-
