,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
16,Gain (Loss) on Sale of Investments,1.27,-1.08,0.67,0.36,1.37,-4.71,-0,7.05,0.7,0.22,0.22,1,0.5,-,-,-,-,-,-0.02
17,Gain (Loss) on Sale of Assets,-,-,-,1.17,-,-,-,-2.07,-,-,-,-,-,-,-,-,-,-,-
18,Asset Writedown,-2.61,-0.06,-,-6.57,-0.24,-11.27,10.87,-0.86,0.31,-0.16,-0.16,-0.89,-0.08,-0.36,-0.36,-0.13,-0.13,-0.27,-0.35
19,Other Unusual Items,-8.37,8.37,-,-1.96,-,-,-,19.49,-,-,-,14.49,7.25,-,-,4.26,4.26,8.43,6.19
20,Pretax Income,10.94,39.87,38.82,76.19,42.92,25.33,36.99,50.71,42.31,79.79,79.79,120.01,136.23,104.77,104.77,62.47,62.47,39.12,34.27
21,Income Tax Expense,1.76,2.1,5.49,17.64,1.64,-0.18,4.05,11.63,6.52,7.34,7.34,16.58,19.29,13.92,13.92,8.28,8.28,5.31,4.49
22,Net Income,9.18,37.76,33.33,58.55,41.28,25.51,32.94,39.09,35.79,72.45,72.45,103.43,116.94,90.85,90.85,54.19,54.19,33.81,29.78
23,Net Income to Common,9.18,37.76,33.33,58.55,41.28,25.51,32.94,39.09,35.79,72.45,72.45,103.43,116.94,90.85,90.85,54.19,54.19,33.81,29.78
24,Net Income Growth,-77.76%,48.03%,1.19%,49.80%,15.35%,-64.79%,-54.54%,-62.21%,-69.40%,-20.26%,-20.26%,90.86%,115.79%,168.72%,205.07%,-,-,-,-
25,Shares Outstanding (Basic),326,344,333,322,348,320,329,328,345,329,329,330,291,249,249,253,253,241,248
26,Shares Outstanding (Diluted),326,344,333,322,348,320,329,328,345,329,329,330,291,249,249,253,253,241,248
27,Shares Change (YoY),-6.18%,7.41%,1.19%,-1.96%,0.78%,-2.81%,0.02%,-0.65%,18.69%,32.30%,32.30%,30.46%,14.88%,3.07%,0.30%,-,-,-,-
28,EPS (Basic),0.03,0.11,0.10,0.18,0.12,0.08,0.10,0.12,0.10,0.22,0.22,0.31,0.40,0.37,0.36,0.21,0.21,0.14,0.12
29,EPS (Diluted),0.03,0.11,0.10,0.18,0.12,0.08,0.10,0.12,0.10,0.22,0.22,0.31,0.40,0.37,0.36,0.21,0.21,0.14,0.12
30,EPS Growth,-76.29%,37.81%,0%,52.79%,14.46%,-63.77%,-54.55%,-61.97%,-74.22%,-39.73%,-39.73%,46.30%,87.85%,160.72%,204.17%,-,-,-,-
31,Free Cash Flow,8.16,74.74,-140.67,50.25,-76.49,-98.28,-219.47,-128.96,54.41,-16.25,-16.25,187.13,132.74,-4.27,-4.27,7.75,7.75,51.68,41.25
32,Free Cash Flow Per Share,0.03,0.22,-0.42,0.16,-0.22,-0.31,-0.67,-0.39,0.16,-0.05,-0.05,0.57,0.46,-0.02,-0.02,0.03,0.03,0.21,0.17
33,Dividend Per Share,-,-,-,0.100,-,-,-,0.100,-,-,-,0.300,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,0%,-,-,-,-66.67%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,10.52%,16.81%,15.08%,22.03%,17.56%,13.44%,10.13%,16.13%,13.77%,17.84%,17.84%,26.08%,30.83%,33.53%,33.53%,27.41%,27.41%,17.97%,18.10%
36,Operating Margin,4.92%,7.61%,9.15%,16.79%,9.89%,6.75%,4.54%,7.06%,7.37%,12.52%,12.52%,18.79%,23.26%,26.51%,26.51%,18.71%,18.71%,11.46%,11.06%
37,Profit Margin,2.40%,8.77%,8.44%,12.26%,9.33%,6.08%,7.28%,8.10%,7.30%,12.84%,12.84%,18.53%,21.08%,23.16%,23.16%,17.28%,17.28%,12.38%,11.45%
38,Free Cash Flow Margin,2.14%,17.37%,-35.64%,10.52%,-17.29%,-23.42%,-48.53%,-26.73%,11.10%,-2.88%,-2.88%,33.53%,23.93%,-1.09%,-1.09%,2.47%,2.47%,18.92%,15.85%
39,EBITDA,47.97,60.49,65.26,109.36,70.68,60.31,47.48,60.97,62.32,96.85,96.85,125.38,152.09,121.93,121.93,77.91,77.91,49.26,47.12
40,EBITDA Margin,12.55%,14.06%,16.53%,22.90%,15.98%,14.37%,10.50%,12.64%,12.71%,17.16%,17.16%,22.46%,27.42%,31.09%,31.09%,24.84%,24.84%,18.04%,18.11%
41,D&A For EBITDA,29.16,27.72,29.16,29.16,26.93,32,26.93,26.93,26.17,26.17,26.17,20.5,23.06,17.95,17.95,19.25,19.25,17.95,18.33
42,EBIT,18.81,32.77,36.1,80.2,43.75,28.31,20.54,34.04,36.15,70.68,70.68,104.87,129.04,103.97,103.97,58.66,58.66,31.31,28.79
43,EBIT Margin,4.92%,7.61%,9.15%,16.79%,9.89%,6.75%,4.54%,7.06%,7.37%,12.52%,12.52%,18.79%,23.26%,26.51%,26.51%,18.71%,18.71%,11.46%,11.06%
44,Effective Tax Rate,16.09%,5.28%,14.14%,23.16%,3.82%,-,10.95%,22.92%,15.41%,9.20%,9.20%,13.81%,14.16%,13.28%,13.28%,13.25%,13.25%,13.58%,13.09%
45,Revenue as Reported,382.08,430.36,394.71,477.58,442.44,419.69,452.22,482.39,490.39,564.35,564.35,558.12,554.65,392.21,392.21,573.78,573.78,-,-
