,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,1.21,-,0.94,0.94,-,-
10,Other Current Assets,151.12,22.53,76.96,19.51,70.2,62.15,-,43.5,54.3,39.04,39.04,35.91,35.91,24.26,-,27.25,27.25,11.82,-
11,Total Current Assets,910.8,913.34,1046,1080,1069,1108,-,1210,1565,1601,1601,1356,1356,464.55,-,371.31,371.31,281.64,-
12,"Property, Plant & Equipment",2215,2254,1763,1916,1293,1236,-,1060,869.19,813.47,813.47,730.37,730.37,641.25,-,523.15,523.15,522.07,-
13,Long-Term Investments,125.61,114.78,74.13,103.71,74.87,74.23,-,258.36,-,-,-,-,-,-,-,-,-,-,-
14,Goodwill,-,-,-,-,12.04,12.04,-,-,-,-,-,-,-,-,-,-,-,-,-
15,Other Intangible Assets,85.47,85.28,86,86.76,86.82,87.61,-,59.25,54.23,52.24,52.24,53.09,53.09,53.69,-,49.71,49.71,50.45,-
16,Long-Term Deferred Tax Assets,9.5,9.65,9.8,10.04,11.11,11.89,-,11.98,10.66,11.16,11.16,11.33,11.33,11.86,-,12.32,12.32,13.23,-
17,Long-Term Deferred Charges,80.85,83.63,81.86,85.26,82.81,79.09,-,86.03,88.23,90.46,90.46,96.62,96.62,39.76,-,41.28,41.28,44.17,-
18,Other Long-Term Assets,140.57,125.13,318.22,69.53,396.27,281.8,-,231.2,173.98,104.84,104.84,53.6,53.6,33.44,-,35.07,35.07,0.67,-
19,Total Assets,3568,3586,3379,3351,3026,2891,-,2917,2762,2673,2673,2301,2301,1245,-,1033,1033,912.23,-
20,Accounts Payable,1180,1185,931.14,1011,736.49,664.08,-,715.82,596.28,553.11,553.11,232.38,232.38,138.72,-,105.1,105.1,105.7,-
21,Accrued Expenses,33.99,29.62,21.79,28.73,29.96,23.07,-,28.99,24.35,24.48,24.48,37.9,37.9,38.34,-,28.46,28.46,14.55,-
22,Short-Term Debt,-,52.63,80.24,3.39,-,2.63,-,2.63,-,2.63,2.63,2.63,2.63,22.65,-,32.86,32.86,42.67,-
23,Current Income Taxes Payable,2.72,2.12,20.2,20.36,-,-,-,-,9.93,14.48,14.48,18.86,18.86,12.09,-,9.69,9.69,7.9,-
24,Current Unearned Revenue,31.69,21.22,30.3,27.85,39.21,27.37,-,26.72,37.05,24.13,24.13,25.71,25.71,23.23,-,26.31,26.31,17.05,-
25,Other Current Liabilities,10.29,6.29,10.52,8.82,12.09,8.55,-,7.36,12.56,7.33,7.33,10.25,10.25,4.5,-,4.62,4.62,2.89,-
26,Total Current Liabilities,1259,1297,1094,1100,817.75,725.69,-,781.52,680.16,626.16,626.16,327.73,327.73,239.52,-,207.05,207.05,190.77,-
27,Long-Term Unearned Revenue,30.62,21.67,22.74,23.82,24.91,25.99,-,29.99,31.94,33.9,33.9,35.68,35.68,39.55,-,42.58,42.58,46.54,-
28,Long-Term Deferred Tax Liabilities,27.5,26.01,26.01,26.01,42.01,42.18,-,30.2,15.69,15.69,15.69,15.66,15.66,5.1,-,4.92,4.92,4.16,-
29,Total Liabilities,1317,1344,1143,1150,884.66,793.87,-,841.71,727.79,675.74,675.74,379.07,379.07,284.17,-,254.55,254.55,241.47,-
30,Common Stock,331.87,331.87,331.87,331.87,331.87,331.87,-,331.87,331.87,331.87,331.87,331.87,331.87,248.9,-,248.9,248.9,248.9,-
31,Additional Paid-In Capital,848.65,848.65,848.65,848.65,848.65,848.65,-,848.65,848.65,848.65,848.65,848.65,848.65,170.73,-,170.73,170.73,170.73,-
32,Retained Earnings,1048,1039,1035,1001,942.7,901.42,-,876.16,837.07,801.29,801.29,722.77,722.77,522.07,-,340.36,340.36,231.98,-
33,Comprehensive Income & Other,21.4,21.63,21,20.22,18.09,14.72,-,18.6,16.18,15.22,15.22,18.46,18.46,18.69,-,18.3,18.3,19.15,-
34,Shareholders' Equity,2250,2241,2236,2202,2141,2097,2075,2075,2034,1997,1997,1922,1922,960.38,778.3,778.3,778.3,670.76,-
35,Total Liabilities & Equity,3568,3586,3379,3351,3026,2891,-,2917,2762,2673,2673,2301,2301,1245,-,1033,1033,912.23,-
36,Total Debt,-,52.63,80.24,3.39,-,2.63,2.63,2.63,-,2.63,2.63,2.63,2.63,22.65,32.86,32.86,32.86,42.67,-
37,Net Cash (Debt),321.02,379.19,365.32,500.09,381.38,452.67,779.73,779.73,1136,1059,1059,1026,1026,23.38,24.62,24.62,24.62,7.15,-
38,Net Cash Growth,-15.83%,-16.23%,-53.15%,-35.86%,-66.43%,-57.25%,-26.37%,-24.00%,10.74%,4430.12%,4200.85%,4066.98%,4066.98%,226.99%,-,-,-,-,-
39,Net Cash Per Share,0.98,1.10,1.10,1.55,1.10,1.41,2.37,2.38,3.29,3.22,3.22,3.11,3.53,0.09,0.10,0.10,0.10,0.03,-
40,Filing Date Shares Outstanding,331.87,331.87,331.87,331.87,331.87,331.87,329.37,331.87,331.87,331.87,331.87,331.87,331.87,248.9,248.91,248.9,248.9,248.9,248.18
41,Total Common Shares Outstanding,331.87,331.87,331.87,331.87,331.87,331.87,329.37,331.87,331.87,331.87,331.87,331.87,331.87,248.9,248.91,248.9,248.9,248.9,248.18
42,Working Capital,-348.34,-383.35,-48.41,-19.66,251.69,381.84,-,428.29,885.13,974.44,974.44,1028,1028,225.03,-,164.26,164.26,90.87,-
43,Book Value Per Share,6.78,6.75,6.74,6.64,6.45,6.32,6.25,6.25,6.13,6.02,6.02,5.79,5.79,3.86,3.13,3.13,3.13,2.69,-
44,Tangible Book Value,2165,2156,2150,2115,2042,1997,2016,2016,1980,1945,1945,1869,1869,906.7,728.59,728.59,728.59,620.31,-
45,Tangible Book Value Per Share,6.52,6.50,6.48,6.37,6.15,6.02,6.07,6.07,5.96,5.86,5.86,5.63,5.63,3.64,2.93,2.93,2.93,2.49,-
46,Buildings,-,507.24,-,476.87,-,489.8,-,443.94,-,387.06,387.06,360.12,360.12,346.77,-,318.62,318.62,311.41,-
47,Machinery,-,1402,-,1254,-,1311,-,1238,-,1071,1071,1006,1006,901.71,-,891.41,891.41,885.68,-
48,Construction In Progress,-,1388,-,1176,-,378.57,-,256.48,-,199,199,158.42,158.42,144.53,-,30.86,30.86,5.28,-
