,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
34,Free Cash Flow Per Share,0.08,-0.10,-0.43,0.08,-0.12,0.18,-0.73,0.27,0.27,0.30,0.10,0.35,0.15,-0.01,0.26,0.84,0.46,0.26,0.12,-
35,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,0.290,-,-,-,0.290,-,-,-,-
36,Gross Margin,14.62%,22.26%,22.48%,22.74%,27.42%,23.39%,25.95%,20.34%,20.34%,24.11%,25.31%,17.18%,25.16%,25.83%,22.61%,15.14%,22.98%,23.67%,23.49%,39.74%
37,Operating Margin,2.86%,9.44%,8.76%,-,13.53%,9.52%,13.25%,8.29%,8.29%,13.14%,14.73%,3.19%,12.42%,13.65%,12.17%,5.67%,15.28%,14.37%,14.06%,7.41%
38,Profit Margin,1.57%,5.30%,9.21%,-,11.95%,7.99%,11.05%,8.75%,8.75%,10.26%,9.77%,7.47%,10.37%,12.24%,8.87%,5.91%,11.54%,10.97%,8.59%,5.63%
39,Free Cash Flow Margin,2.91%,-3.57%,-22.05%,3.09%,-4.87%,8.18%,-36.76%,10.35%,10.35%,15.45%,4.52%,15.54%,8.12%,-0.47%,13.05%,24.47%,14.54%,8.44%,6.88%,-
40,EBITDA,19.08,44.85,30.66,43.4,50.55,35.69,42.69,36.33,36.33,40.01,51.79,16.62,37.25,41.36,40.78,27.97,56.12,51.2,31.23,31.79
41,EBITDA Margin,4.74%,11.97%,11.63%,12.20%,15.87%,11.96%,16.06%,10.57%,10.57%,15.96%,17.04%,5.53%,15.38%,16.46%,14.76%,7.62%,17.39%,16.72%,17.97%,9.42%
42,D&A For EBITDA,7.57,9.49,7.57,7.57,7.46,7.28,7.46,7.85,7.85,7.06,7.02,7.02,7.17,7.07,7.17,7.17,6.79,7.18,6.79,6.79
43,EBIT,11.51,35.36,23.09,35.83,43.09,28.41,35.23,28.48,28.48,32.95,44.76,9.59,30.08,34.3,33.61,20.8,49.33,44.02,24.44,25
44,EBIT Margin,2.86%,9.44%,8.76%,10.07%,13.53%,9.52%,13.25%,8.29%,8.29%,13.14%,14.73%,3.19%,12.42%,13.65%,12.17%,5.67%,15.28%,14.37%,14.06%,7.41%
45,Effective Tax Rate,23.82%,22.89%,14.64%,-,13.84%,15.81%,21.12%,11.94%,11.94%,13.07%,24.60%,-,15.33%,15.50%,32.41%,8.40%,18.94%,18.90%,33.55%,9.48%
46,Revenue as Reported,402.16,374.61,263.71,-,318.55,298.39,265.81,343.68,343.68,250.72,303.98,300.7,242.16,251.25,276.27,366.95,322.76,306.25,173.84,-
