,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
12,EV/EBIT Ratio,39.25,39.63,37.38,39.08,61.91,92.71,150.54,100.08,-,104.88,105.30,121.51,-,115.45,-,-,-,-,-,-
13,EV/FCF Ratio,46.16,46.61,41.24,34.75,40.48,116.09,-361.25,-92.83,-,-,-,-,-,-,-,-,-,-,-,-
14,Debt / Equity Ratio,0.00,0.00,0.00,0.08,0.08,0.09,0.09,0.09,0.14,0.18,0.19,0.19,0.19,0.20,0.29,0.23,0.14,-,-,-
15,Debt / EBITDA Ratio,0.01,0.01,0.02,0.56,0.56,0.72,1.36,1.18,6.90,2.64,1.66,3.53,3643.80,3.17,2.12,1.61,3.53,-,-,-
16,Debt / FCF Ratio,0.02,0.02,0.03,0.87,0.79,2.68,-7.18,-1.85,-,-,-,-,-,-,-,-,-,-,-,-
17,Asset Turnover,0.38,0.35,0.29,0.44,0.33,0.23,0.24,0.30,0.23,0.31,0.20,0.28,0.23,0.30,0.28,-,-,-,-,
18,Inventory Turnover,1.75,1.83,1.89,1.51,2.06,1.53,1.26,1.19,1.66,1.15,1.40,1.14,1.84,1.40,1.41,1.40,-,-,-,-
19,Quick Ratio,4.29,4.29,4.60,4.89,3.51,3.69,3.68,4.05,2.49,4.60,6.61,12.97,7.25,10.03,5.76,5.74,4.03,-,-,-
20,Current Ratio,6.34,6.34,6.54,5.61,3.96,4.26,4.28,4.74,2.91,5.05,7.19,13.92,7.70,10.64,6.40,6.51,4.49,-,-,-
21,Return on Equity (ROE),12.55%,10.89%,9.34%,9.88%,8.90%,2.69%,5.16%,3.91%,5.94%,9.49%,4.94%,8.89%,9.65%,11.90%,12.08%,-,-,-,-,
22,Return on Assets (ROA),9.29%,5.01%,5.69%,5.28%,5.33%,1.28%,2.87%,-0.75%,2.82%,4.46%,2.12%,-1.21%,3.41%,5.61%,6.10%,-,-,-,-,
23,Return on Capital (ROIC),10.36%,5.58%,6.42%,6.00%,5.94%,1.40%,3.13%,-0.82%,3.06%,4.73%,2.26%,-1.31%,3.68%,6.17%,6.87%,-,-,-,-,
24,Return on Capital Employed (ROCE),10.87%,10.87%,9.59%,7.33%,6.15%,3.66%,2.75%,4.10%,-,3.45%,3.44%,3.16%,-,4.80%,6.89%,7.76%,6.54%,-,-,-
25,Earnings Yield,2.16%,2.16%,2.38%,2.15%,1.42%,1.25%,0.91%,1.24%,1.47%,1.55%,1.62%,1.40%,1.11%,1.18%,-,-,-,-,-,-
26,FCF Yield,2.04%,2.05%,2.27%,2.70%,2.35%,0.82%,-0.27%,-1.02%,-3.60%,-2.89%,-3.76%,-3.49%,-2.13%,-1.96%,-,-,-,-,-,-
27,Dividend Yield,0.83%,-,-,-,0.93%,-,-,-,0.55%,-,-,-,0.17%,-,-,-,-,-,-,-
28,Payout Ratio,39.84%,-,147.79%,3.20%,6.01%,3.75%,325.96%,7.15%,18.49%,8.27%,44.37%,-,-,-,-,-,-,-,-,-
29,Buyback Yield / Dilution,2.00%,4.07%,-0.36%,0.25%,4.01%,-1.51%,0.87%,-0.09%,0.80%,-11.49%,-34.82%,-31.47%,-33.69%,-28.63%,-1.72%,3.45%,-,-,-,-
30,Total Shareholder Return,2.84%,4.07%,-0.36%,0.25%,4.93%,-1.51%,0.87%,-0.09%,1.36%,-11.49%,-34.82%,-31.47%,-33.52%,-28.63%,-1.72%,3.45%,-,-,-,-
