,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,Currency Exchange Gain (Loss),-0.16,0.16,-,-0.01,-0.21,0.21,-,1.04,-0.2,0.2,-,-0.47,0.24,-0.24,-,-0.23,-0.05,0.04,0.01
14,Other Non Operating Income (Expenses),0,-0.02,-0.12,-0.21,-0.38,0.23,-0.38,-0.72,0.68,0.12,-0.21,-2.73,2.72,0.08,-0.21,0.38,-0.44,0.06,-0.13
15,EBT Excluding Unusual Items,28.21,16.38,18.49,16.66,16.36,4.83,8.84,-0.89,11.18,16.19,8.17,-4.46,12.99,11.54,12.34,3.91,8.82,13.68,3.9
16,Gain (Loss) on Sale of Investments,0.01,-0.3,0.23,0.27,-0.55,0.31,0.1,-0.15,-0.52,-0.33,0.19,0.38,0,0.62,-0.02,-0.35,0.05,0.01,0.69
17,Gain (Loss) on Sale of Assets,0,-,-,0.2,0,-,-,1.1,-0.93,-,-,0,0.01,-,-,-,0.08,-,-
18,Asset Writedown,0.01,-0.01,0,-0.24,0.16,-0.19,-0.01,-1.26,0.02,-0.05,-,-0.05,-0.02,-,-,-0.24,-0.49,0.2,-0.12
19,Other Unusual Items,-3.98,3.65,-0,1.27,-,-,-,7.25,-,-,-,18.28,-,-,-,12.87,0.36,-1.12,0.76
20,Pretax Income,24.24,19.72,18.72,18.17,15.97,4.95,8.93,6.05,9.75,15.81,8.35,14.15,12.98,12.16,12.31,16.18,8.81,12.77,5.24
21,Income Tax Expense,3.83,2.27,3.78,2.72,2.44,0.87,1.12,0.19,0.94,1.89,1.2,1.5,1.86,1.63,1.92,2.38,1.3,1.83,0.64
22,Earnings From Continuing Operations,20.41,17.45,14.94,15.45,13.53,4.08,7.82,5.86,8.81,13.92,7.15,12.65,11.12,10.52,10.39,13.8,7.52,10.94,4.6
23,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-0,0.15,0.01,0.02,0,0.01,0.01,0.03,0.03,0.03,0.02
24,Net Income,20.41,17.45,14.94,15.45,13.53,4.08,7.82,5.86,8.81,14.07,7.16,12.67,11.12,10.53,10.4,13.83,7.55,10.97,4.61
25,Net Income to Common,20.41,17.45,14.94,15.45,13.53,4.08,7.82,5.86,8.81,14.07,7.16,12.67,11.12,10.53,10.4,13.83,7.55,10.97,4.61
26,Net Income Growth,50.83%,328.11%,91.19%,163.84%,53.63%,-71.03%,9.19%,-53.76%,-20.82%,33.63%,-31.14%,-8.43%,47.37%,-4.05%,125.28%,-,-,-,-
27,Shares Outstanding (Basic),66,67,65,63,69,67,65,66,68,68,65,66,61,50,50,49,47,49,51
28,Shares Outstanding (Diluted),66,67,65,63,69,67,65,66,68,68,65,66,61,50,50,49,47,49,51
29,Shares Change (YoY),-4.07%,0.36%,-0.25%,-4.01%,1.51%,-0.87%,0.09%,-0.80%,11.49%,34.82%,31.47%,33.69%,28.63%,1.72%,-3.45%,-,-,-,-
30,EPS (Basic),0.31,0.26,0.23,0.25,0.20,0.06,0.12,0.09,0.13,0.21,0.11,0.19,0.18,0.21,0.21,0.28,0.16,0.22,0.09
31,EPS (Diluted),0.31,0.26,0.23,0.25,0.20,0.06,0.12,0.09,0.13,0.21,0.11,0.19,0.18,0.21,0.21,0.28,0.16,0.22,0.09
32,EPS Growth,57.22%,326.60%,91.67%,174.85%,51.34%,-70.78%,9.09%,-53.39%,-28.98%,-0.88%,-47.62%,-31.50%,14.57%,-5.67%,133.33%,-,-,-,-
33,Free Cash Flow,25.75,6.46,5.53,26.9,19.8,7.99,12.91,-20.22,-8.37,-14.43,-44.62,-12.17,-33.32,-13.34,-27.36,-2.06,-4.37,-3.92,-17.39
34,Free Cash Flow Per Share,0.39,0.10,0.09,0.43,0.29,0.12,0.20,-0.31,-0.12,-0.21,-0.69,-0.18,-0.55,-0.27,-0.55,-0.04,-0.09,-0.08,-0.34
35,Dividend Per Share,-,-,-,0.400,-,-,-,0.200,-,-,-,0.100,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,100.00%,-,-,-,100.00%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,77.09%,76.70%,81.29%,83.65%,82.75%,79.01%,80.56%,80.79%,84.98%,86.39%,83.89%,82.94%,83.10%,82.03%,80.54%,80.81%,83.23%,87.32%,80.87%
38,Operating Margin,39.23%,23.00%,31.11%,19.15%,26.22%,9.01%,18.99%,-4.05%,19.39%,22.83%,16.76%,-7.05%,24.21%,30.32%,34.46%,5.03%,27.41%,36.71%,17.20%
39,Profit Margin,29.63%,26.91%,26.12%,18.16%,22.53%,9.88%,17.57%,10.46%,19.92%,24.36%,19.21%,25.11%,32.15%,29.06%,31.97%,33.02%,25.80%,32.99%,24.15%
40,Free Cash Flow Margin,37.38%,9.96%,9.67%,31.61%,32.97%,19.38%,29.02%,-36.11%,-18.94%,-24.99%,-119.71%,-24.13%,-96.30%,-36.84%,-84.15%,-4.91%,-14.94%,-11.79%,-91.03%
41,EBITDA,32.91,21.2,23.68,22.17,19.06,9.45,11.76,1.04,10.12,15.46,7.79,-2.01,8.78,11.39,12.4,3.37,8.1,12.29,4.57
42,EBITDA Margin,47.76%,32.69%,41.39%,26.06%,31.73%,22.91%,26.43%,1.87%,22.87%,26.77%,20.90%,-3.99%,25.38%,31.44%,38.13%,8.04%,27.70%,36.97%,23.91%
43,D&A For EBITDA,5.88,6.28,5.88,5.88,3.31,5.73,3.31,3.31,1.54,2.28,1.54,1.54,0.4,0.4,1.19,1.26,0.09,0.09,1.28
44,EBIT,27.02,14.91,17.8,16.29,15.75,3.71,8.45,-2.27,8.57,13.18,6.25,-3.55,8.38,10.98,11.2,2.11,8.02,12.21,3.29
45,EBIT Margin,39.23%,23.00%,31.11%,19.15%,26.22%,9.01%,18.99%,-4.05%,19.39%,22.83%,16.76%,-7.05%,24.21%,30.32%,34.46%,5.03%,27.41%,36.71%,17.20%
46,Effective Tax Rate,15.80%,11.53%,20.18%,14.95%,15.26%,17.66%,12.51%,3.22%,9.62%,11.95%,14.42%,10.62%,14.31%,13.44%,15.63%,14.73%,14.74%,14.30%,12.20%
47,Revenue as Reported,68.89,64.84,57.21,85.09,60.06,41.23,44.49,56,44.23,57.75,37.27,50.45,34.6,36.22,32.52,41.9,29.26,33.25,19.11
48,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.21
