,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
35,Treasury Stock,-11.51,-11.51,-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,1.25,1.18,1.18,1.18,1.04,1.04,1.04,1.04,-,-,-,-,-,-,-,-,-,-,-
37,Total Common Equity,663.27,637.5,644.56,635.86,614.79,601.26,610.4,602.58,595.56,586.68,579.21,572.26,559.36,355.35,344.83,336,-,-,299.03
38,Minority Interest,-,-,-,-,-,-,-,-,-,3.45,3.6,3.61,3.63,3.63,3.64,3.64,-,-,-
39,Shareholders' Equity,663.27,637.5,644.56,635.86,614.79,601.26,610.4,602.58,595.56,590.13,582.81,575.87,562.98,358.98,348.46,339.64,-,-,302.78
40,Total Liabilities & Equity,744.47,709.81,778.04,786.97,756.42,720.16,728.45,744.92,767.75,752.3,725.06,746.78,720.35,508.83,470.33,447.94,-,-,-
41,Total Debt,1.47,1.91,52.7,53.13,54.83,55.24,55.65,81.65,106.74,109.5,110.11,110.7,111.27,103.23,79.68,47.5,-,-,-
42,Net Cash (Debt),178.64,142.78,163.48,166.36,139.83,119.84,123.57,110.37,155.53,193.94,231.96,275.22,285.11,120.3,132.59,170.03,-,-,198.39
43,Net Cash Growth,27.75%,19.14%,32.30%,50.73%,-10.09%,-38.21%,-46.73%,-59.90%,-45.45%,61.22%,74.95%,61.87%,-,-,-33.17%,-,-,-,-
44,Net Cash Per Share,2.71,2.12,2.52,2.64,2.04,1.79,1.90,1.68,2.30,2.87,3.56,4.16,4.70,2.40,2.68,3.44,-,-,3.87
45,Filing Date Shares Outstanding,65.71,65.71,64.98,66.06,66.06,66.06,66.06,66.06,66.06,66.06,65.08,66.06,66.06,66.06,49.55,49.55,47.12,49.28,51.27
46,Total Common Shares Outstanding,65.71,65.71,64.98,66.06,66.06,66.06,66.06,66.06,66.06,66.06,65.08,66.06,66.06,49.55,49.55,49.55,47.12,49.28,51.27
47,Working Capital,240.76,192.77,218.5,201.59,182.18,163.02,174.75,156.48,238.58,298.37,347.78,362.96,385.51,214.93,209.88,196.33,-,-,-
48,Book Value Per Share,10.09,9.70,9.92,9.63,9.31,9.10,9.24,9.12,9.02,8.88,8.89,8.66,8.47,7.17,6.96,6.78,-,-,6.04
49,Tangible Book Value,598.47,570.98,576.3,565.85,543.04,527.76,537.33,551.27,543.24,533.28,525.59,517.6,503.63,324.55,313.63,304.38,-,-,267.59
50,Tangible Book Value Per Share,9.11,8.69,8.87,8.57,8.22,7.99,8.13,8.34,8.22,8.07,8.07,7.83,7.62,6.55,6.33,6.14,-,-,5.40
51,Buildings,-,292.41,-,289.32,-,276.61,-,277.02,-,-,-,-,-,-,-,-,-,-,-
52,Machinery,-,75.94,-,73.35,-,69.93,-,68.14,-,53.54,-,43.18,-,39.58,38.36,37.77,-,-,-
53,Construction In Progress,-,-,-,0.05,-,1.53,-,0.02,-,242.9,-,201.95,-,139.25,112.71,97.35,-,-,-
