,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2020,Q3 2020,Q2 2020,Q1 2020
26,EPS (Basic),0.26,0.27,0.26,0.31,0.21,0.23,0.29,0.29,0.26,0.28,0.28,0.24,0.24,0.27,0.27
27,EPS (Diluted),0.26,0.27,0.26,0.31,0.21,0.23,0.29,0.29,0.26,0.28,0.28,0.24,0.24,0.27,0.27
28,EPS Growth,21.71%,16.92%,-10.34%,6.30%,-17.85%,-16.02%,5.45%,18.53%,6.25%,1.85%,1.85%,-,-,-,-
29,Free Cash Flow,-17.38,227.54,30.58,169.5,-2.4,152.55,61.12,167.14,34.39,37.07,37.07,77.56,77.56,112.03,112.03
30,Free Cash Flow Per Share,-0.04,0.54,0.07,0.42,-0.01,0.40,0.17,0.45,0.09,0.10,0.10,0.21,0.21,0.30,0.30
31,Dividend Per Share,0.350,0.096,-,0.192,-,0.850,-,-,-,-,-,-,-,-,-
32,Dividend Growth,-,-88.71%,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Gross Margin,58.69%,55.94%,55.96%,60.45%,53.42%,50.61%,57.69%,54.47%,52.16%,54.52%,54.52%,54.35%,54.35%,55.95%,55.95%
34,Operating Margin,43.22%,46.47%,44.05%,43.73%,39.19%,38.28%,46.37%,39.14%,41.55%,43.63%,43.63%,40.80%,40.80%,45.50%,45.50%
35,Profit Margin,42.17%,46.12%,44.78%,44.78%,38.79%,36.76%,44.28%,41.20%,39.16%,40.90%,40.90%,39.82%,39.82%,43.13%,43.13%
36,Free Cash Flow Margin,-6.83%,92.98%,12.57%,60.88%,-1.04%,63.61%,25.24%,63.23%,13.76%,14.64%,14.64%,33.63%,33.63%,47.27%,47.27%
37,EBITDA,113.69,117.57,110.89,125.45,95.24,95.74,116.68,107.85,108.34,115.01,115.01,101.39,101.39,115.72,115.72
38,EBITDA Margin,44.67%,48.04%,45.57%,45.06%,41.08%,39.92%,48.18%,40.80%,43.35%,45.40%,45.40%,43.96%,43.96%,48.83%,48.83%
39,D&A For EBITDA,3.69,3.85,3.69,3.69,4.39,3.94,4.39,4.39,4.49,4.49,4.49,7.31,7.31,7.87,7.87
40,EBIT,110,113.72,107.2,121.76,90.85,91.8,112.3,103.47,103.85,110.51,110.51,94.08,94.08,107.85,107.85
41,EBIT Margin,43.22%,46.47%,44.05%,43.73%,39.19%,38.28%,46.37%,39.14%,41.55%,43.63%,43.63%,40.80%,40.80%,45.50%,45.50%
42,Effective Tax Rate,13.01%,15.45%,13.61%,13.07%,13.87%,14.87%,14.29%,13.40%,14.62%,13.98%,13.98%,13.73%,13.73%,14.18%,14.18%
43,Revenue as Reported,254.5,244.73,243.36,278.41,231.84,239.84,242.18,264.32,249.92,253.31,253.31,-,-,-,-
