,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
23,Earnings From Continuing Operations,-21.54,1.88,35.57,27.14,2.61,10.66,-15.98,58.09,-3.99,86.29,50.4,70.72,74.94,57.06,60.91,38.54,39.96,25.06,21.25,21.25
24,Minority Interest in Earnings,-4.88,1.3,1.79,1.8,1.52,1.41,1.75,0.25,0.31,-0.01,0.84,0.19,0.17,0.4,-,-,-,-,-,-
25,Net Income,-26.43,3.18,37.35,28.94,4.13,12.07,-14.23,58.33,-3.68,86.28,51.24,70.91,75.1,57.46,60.91,38.54,39.96,25.06,21.25,21.25
26,Net Income to Common,-26.43,3.18,37.35,28.94,4.13,12.07,-14.23,58.33,-3.68,86.28,51.24,70.91,75.1,57.46,60.91,38.54,39.96,25.06,21.25,21.25
27,Net Income Growth,-,-73.68%,-,-50.39%,-,-86.01%,-,-17.74%,-,50.15%,-15.87%,84.00%,87.96%,129.27%,186.59%,81.33%,-,-,-,-
28,Shares Outstanding (Basic),103,103,101,103,102,101,103,102,101,103,101,103,102,102,93,77,77,76,77,77
29,Shares Outstanding (Diluted),103,103,101,103,102,101,103,102,101,103,101,103,102,102,93,77,77,76,77,77
30,Shares Change (YoY),0.96%,1.22%,-2.09%,0.99%,1.51%,-1.61%,1.94%,-0.42%,-1.15%,0.81%,8.50%,33.33%,32.85%,34.73%,20.23%,-0.27%,-,-,-,-
31,EPS (Basic),-0.26,0.03,0.37,0.28,0.04,0.12,-0.14,0.57,-0.04,0.84,0.51,0.69,0.74,0.56,0.66,0.50,0.52,0.33,0.28,0.28
32,EPS (Diluted),-0.26,0.03,0.37,0.28,0.04,0.12,-0.14,0.57,-0.04,0.84,0.51,0.69,0.74,0.56,0.66,0.50,0.52,0.33,0.28,0.28
33,EPS Growth,-,-74.00%,-,-50.88%,-,-85.78%,-,-17.39%,-,48.94%,-22.46%,38.00%,41.49%,70.17%,138.37%,81.82%,-,-,-,-
34,Free Cash Flow,-,-52.9,151.33,-34.67,24.6,-22.55,-11.02,-234.11,-129.07,22.21,-82.75,-136.49,43.98,-111.08,-79.08,-16.89,40,10.02,4.36,4.36
35,Free Cash Flow Per Share,-,-0.52,1.50,-0.34,0.24,-0.22,-0.11,-2.29,-1.28,0.22,-0.82,-1.33,0.43,-1.09,-0.85,-0.22,0.52,0.13,0.06,0.06
36,Dividend Per Share,-,-,-,-,0.200,-,-,-,0.300,-,-,-,0.500,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,-,-33.33%,-,-,-,-40.00%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,400.79%,42.98%,28.91%,37.61%,18.40%,32.63%,28.24%,39.29%,14.60%,51.92%,38.55%,40.94%,34.52%,46.56%,39.63%,42.82%,36.25%,38.15%,32.90%,32.90%
39,Operating Margin,-50.56%,14.55%,13.04%,16.04%,-11.54%,12.10%,-6.89%,21.01%,-31.81%,41.29%,12.86%,26.70%,11.75%,28.78%,21.82%,26.95%,13.67%,22.71%,16.68%,16.68%
40,Profit Margin,-16.07%,1.52%,12.56%,11.01%,1.92%,4.23%,-7.87%,16.29%,-2.07%,23.93%,17.41%,20.22%,18.73%,19.04%,20.81%,19.15%,18.27%,15.30%,13.20%,13.20%
41,Free Cash Flow Margin,-,-25.28%,50.90%,-13.19%,11.41%,-7.90%,-6.09%,-65.36%,-72.47%,6.16%,-28.11%,-38.92%,10.97%,-36.81%,-27.01%,-8.39%,18.29%,6.12%,2.71%,2.71%
42,EBITDA,-77.02,36.57,42.77,48.3,-18.75,39.35,-9.74,80.04,-51.86,152.15,39.51,96.9,50.39,89.44,64.79,56.8,32.47,39.75,29.41,29.41
43,EBITDA Margin,-46.83%,17.47%,14.38%,18.37%,-8.69%,13.78%,-5.38%,22.35%,-29.12%,42.20%,13.42%,27.63%,12.57%,29.64%,22.13%,28.23%,14.85%,24.27%,18.27%,18.27%
44,D&A For EBITDA,6.13,6.13,4,6.13,6.13,4.8,2.72,4.8,4.8,3.29,1.66,3.29,3.29,2.58,0.91,2.58,2.58,2.56,2.56,2.56
45,EBIT,-83.15,30.44,38.77,42.17,-24.88,34.54,-12.46,75.23,-56.66,148.86,37.85,93.61,47.1,86.86,63.88,54.22,29.89,37.18,26.85,26.85
46,EBIT Margin,-50.56%,14.55%,13.04%,16.04%,-11.54%,12.10%,-6.89%,21.01%,-31.81%,41.29%,12.86%,26.70%,11.75%,28.78%,21.82%,26.95%,13.67%,22.71%,16.68%,16.68%
47,Effective Tax Rate,-,-,14.84%,14.24%,-,4.48%,-,14.77%,-,14.98%,14.54%,15.15%,4.45%,14.91%,15.12%,15.24%,3.84%,15.35%,15.58%,15.58%
48,Revenue as Reported,-,209.29,297.32,262.9,215.65,285.49,180.87,358.17,178.11,360.53,294.36,350.66,400.87,301.8,292.74,201.22,218.64,163.76,160.97,160.97
