,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Total Assets,-,2895,2948,2722,2613,2595,2632,2525,2445,2503,2480,2445,2433,2289,2058,-,1292,-,-,-
20,Accounts Payable,-,517.85,519.55,400.77,339.12,299.28,252.52,216.33,261.52,411.17,412.89,552.43,603.83,609.12,512.43,-,319.51,-,-,-
21,Accrued Expenses,-,14.87,31.34,20.18,46.5,15.25,25.65,18.63,44.15,13.58,32.78,17.97,52.03,13.16,22.1,-,27.9,-,-,-
22,Short-Term Debt,-,590.86,590.85,618.46,597.53,637.51,686.06,729.66,609.54,474.1,400.16,281.57,193.17,181.95,80,-,55.79,-,-,-
23,Current Portion of Long-Term Debt,-,80.02,105.39,70.8,28.11,-,16.1,-,-,-,-,-,-,-,-,-,4.51,-,-,-
24,Current Portion of Leases,-,-,13.21,-,13.24,52.91,13.89,11.02,9.24,10.38,15.58,11.36,12.21,-,-,-,-,-,-,-
25,Current Income Taxes Payable,-,12.15,7.99,6.16,0.36,6.1,0.36,26.69,1.28,29.38,16.02,26.7,18.49,17.94,13.97,-,5.43,-,-,-
26,Current Unearned Revenue,-,97.46,124.71,81.96,61.5,80.01,93.76,76.89,102.75,127.59,171.19,177.11,224.07,230.66,240.56,-,143.01,-,-,-
27,Other Current Liabilities,-,21.86,33.04,11.98,20.58,16.39,20.45,13.01,26.06,19.69,90.29,26.05,55.34,31.84,54.16,-,77.12,-,-,-
28,Total Current Liabilities,-,1335,1426,1210,1107,1107,1109,1092,1055,1086,1139,1093,1159,1085,923.24,-,633.28,-,-,-
29,Long-Term Debt,-,92.25,28.7,63,78,79,84,-,-,-,-,-,-,-,-,-,73.61,-,-,-
30,Long-Term Leases,-,10.73,12.62,11.03,12.88,14.87,14.99,3.46,3.79,5.89,5.09,4.94,3.01,11.42,8.46,-,-,-,-,-
31,Long-Term Unearned Revenue,-,21.14,22.1,9.09,9.51,9.01,9.42,7.84,7.68,7.01,7,7.32,7.64,7.96,8.28,-,8.92,-,-,-
32,Long-Term Deferred Tax Liabilities,-,16.15,16.15,16.21,16.24,0.29,0.32,0.36,0.55,0.59,0.66,0.93,1.08,2.1,-,-,-,-,-,-
33,Other Long-Term Liabilities,-,2.61,0.28,0.43,0.3,0.16,0.66,0.72,0.49,9.28,5.53,10.44,4.79,2.08,0.66,-,0.8,-,-,-
34,Total Liabilities,-,1478,1506,1310,1224,1211,1218,1105,1067,1109,1157,1117,1176,1108,940.64,-,716.61,-,-,-
35,Common Stock,-,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,-,76.6,-,-,-
36,Additional Paid-In Capital,-,747.86,747.86,747.87,747.87,747.87,757.53,747.87,747.88,747.93,747.93,747.93,747.93,747.93,747.93,-,331.2,-,-,-
37,Retained Earnings,-,632.13,649.25,611.89,582.96,578.76,597.19,611.42,553.15,556.8,470.53,470.33,399.41,324.31,266.85,-,167.41,-,-,-
38,Treasury Stock,-,-67.31,-60.32,-55.19,-50.32,-50.32,-50.32,-50.32,-34.54,-19.87,-4.69,-,-,-,-,-,-,-,-,-
39,Comprehensive Income & Other,-,5.01,5.01,5.01,5.01,2.26,2.26,2.26,2.26,-,-,-,-,-,-,-,-,-,-,-
40,Total Common Equity,1420,1420,1444,1412,1388,1381,1409,1413,1371,1387,1316,1320,1249,1174,1117,575.2,575.2,-,-,466.42
41,Minority Interest,-,-2.94,-1.64,0.15,1.94,3.47,4.88,6.62,6.87,7.18,7.17,8.01,8.2,6.18,-,-,-,-,-,-
42,Shareholders' Equity,1417,1417,1442,1412,1390,1384,1414,1420,1378,1394,1323,1328,1258,1181,1117,575.2,575.2,-,-,466.42
43,Total Liabilities & Equity,-,2895,2948,2722,2613,2595,2632,2525,2445,2503,2480,2445,2433,2289,2058,-,1292,-,-,-
44,Total Debt,773.86,773.86,750.77,763.29,729.76,784.29,815.04,744.14,622.57,490.36,420.83,297.87,208.38,193.38,88.46,133.91,133.91,-,-,121.66
45,Net Cash (Debt),-579.53,-579.53,-495.45,-609.29,-573.72,-634,-578.57,-555.35,-257.71,-124.42,-59.29,41.3,185.84,137.4,295.71,-52.97,-52.97,-,-,-100.06
46,Net Cash Per Share,-5.60,-5.65,-4.92,-5.90,-5.60,-6.26,-5.63,-5.43,-2.55,-1.21,-0.59,0.40,1.82,1.35,3.18,-0.69,-0.69,-,-,-1.29
47,Filing Date Shares Outstanding,103.44,101.82,100.62,101.58,101.49,101.27,102.77,101.65,101.65,102.93,102.08,102.13,102.13,102.13,102.13,77.08,76.6,75.78,77.28,77.28
48,Total Common Shares Outstanding,103.44,101.82,100.62,101.58,101.65,101.27,102.77,101.65,101.77,102.93,102.08,102.13,102.13,102.13,102.13,77.08,76.6,75.78,77.28,77.28
49,Working Capital,-,699.64,692.05,729.06,743.43,812.29,848.14,773.97,920.65,943.52,905.31,941.91,902.16,844.71,820.71,-,389.45,-,-,-
50,Book Value Per Share,13.95,13.95,14.35,13.90,13.65,13.63,13.71,13.90,13.47,13.48,12.89,12.93,12.23,11.50,10.94,7.51,7.51,-,-,6.22
51,Tangible Book Value,1318,1318,1341,1308,1282,1271,1298,1362,1318,1331,1258,1262,1190,1115,1086,543.03,543.03,-,-,431.78
52,Tangible Book Value Per Share,12.95,12.95,13.33,12.87,12.61,12.55,12.63,13.40,12.95,12.93,12.33,12.36,11.65,10.91,10.63,7.09,7.09,-,-,5.76
53,Buildings,-,-,355.1,-,355.1,-,222,-,222,-,-,-,-,-,-,-,-,-,-,-
54,Machinery,-,-,152.6,-,152.72,-,147.07,-,147.22,-,125.11,-,106.21,-,93.95,-,66.93,-,-,-
55,Construction In Progress,-,-,53.27,-,16.62,-,133.5,-,-,-,207.24,-,194.46,-,184.9,-,181.69,-,-,-
