,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
45,Net Cash (Debt),307.15,621.76,730.58,701.52,556.27,562.33,738.62,670.65,468.18,257.6,202.78,127.23,-228.79,-115.9,58.53,58.53,-24.57,-24.57,-24.57
46,Net Cash Growth,-44.78%,10.57%,-1.09%,4.60%,18.81%,118.29%,264.24%,427.12%,-,-,246.46%,117.37%,-,-,-,-,-,-,-
47,Net Cash Per Share,0.57,1.07,1.33,1.27,1.04,1.04,1.25,1.19,0.82,0.46,0.37,0.24,-0.45,-0.23,0.12,0.11,-0.05,-0.05,-0.05
48,Filing Date Shares Outstanding,558.87,558.87,559.09,558.87,561.4,561.4,561.4,561.4,561.4,561.4,561.4,561.4,504,504,506.58,504,511.61,504,504
49,Total Common Shares Outstanding,558.87,558.87,559.09,561.4,561.4,561.4,561.4,561.4,561.4,561.4,561.4,561.4,504,504,506.58,504,511.61,504,504
50,Working Capital,717.76,731.91,898.05,925.85,935.73,859.07,939.87,919.71,903.19,788.72,864.1,824.31,350.44,265.3,-,219.67,-,154.42,154.42
51,Book Value Per Share,2.78,2.71,2.90,2.85,2.73,2.58,2.69,2.66,2.52,2.29,2.42,2.32,1.85,1.66,1.45,1.45,1.24,1.24,1.24
52,Tangible Book Value,1486,1448,1554,1531,1465,1410,1476,1456,1377,1253,1324,1265,897.54,802.83,718.46,718.46,614.96,614.96,614.96
53,Tangible Book Value Per Share,2.66,2.59,2.78,2.73,2.61,2.51,2.63,2.59,2.45,2.23,2.36,2.25,1.78,1.59,1.43,1.43,1.22,1.22,1.22
54,Buildings,-,409.7,-,370.76,-,328.82,-,326.07,-,284.19,-,269.48,-,260.53,-,228.19,-,222.38,222.38
55,Machinery,-,411.34,-,398.62,-,381.94,-,361.75,-,345.85,-,327.62,-,300.24,-,246.12,-,218.29,218.29
56,Construction In Progress,-,38.11,-,28.05,-,10.51,-,14.41,-,15.16,-,17.66,-,7.19,-,20.27,-,6.82,6.82
