,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,EV/Sales Ratio,3.73,2.83,2.76,2.72,2.63,2.51,2.92,2.71,2.18,2.96,2.95,2.86,3.14,-,-,-,-,-,-,-
12,EV/EBITDA Ratio,37.35,28.30,23.30,22.00,21.69,21.56,23.00,21.21,16.41,23.85,26.29,27.15,32.68,-,-,-,-,-,-,-
13,EV/EBIT Ratio,45.96,33.49,26.59,25.28,24.90,24.88,26.26,24.02,18.28,26.70,29.70,30.69,37.19,-,-,-,-,-,-,-
14,EV/FCF Ratio,80.28,61.07,-,31.33,30.30,37.05,-,14.49,12.63,19.57,58.10,-39.98,-30.31,-,-,-,-,-,-,-
15,Debt / Equity Ratio,0.16,0.16,0.14,0.10,0.06,0.10,0.16,0.12,0.08,0.16,0.25,0.27,0.29,0.34,0.41,0.58,0.58,0.39,0.39,0.39
16,Debt / EBITDA Ratio,0.98,1.21,0.93,0.68,0.25,0.35,0.85,0.91,0.40,0.46,0.94,1.14,2.00,0.99,1.30,1.91,1.21,0.90,1.41,1.41
17,Debt / FCF Ratio,2.10,2.10,-,0.68,0.41,0.87,-,0.38,0.26,0.54,2.42,-1.99,-1.39,-,-,-,-,1.95,18.09,36.17
18,Asset Turnover,1.17,0.88,0.64,1.17,1.47,0.97,0.73,1.30,1.31,1.17,0.92,1.28,1.49,-,-,-,-,1.17,-,
19,Inventory Turnover,4.72,6.17,4.65,3.92,7.06,7.94,5.86,4.42,7.02,6.13,5.38,3.94,5.07,5.38,-,-,-,-,6.70,-
20,Quick Ratio,1.10,1.10,1.17,1.51,1.55,1.44,1.58,1.83,1.73,1.48,1.17,1.25,1.11,0.77,0.77,-,0.88,-,0.92,0.92
21,Current Ratio,1.53,1.53,1.60,1.97,1.90,1.84,2.03,2.25,2.17,2.04,1.76,1.91,1.75,1.37,1.26,-,1.21,-,1.23,1.23
22,Return on Equity (ROE),9.33%,14.46%,11.80%,17.01%,23.92%,22.27%,6.75%,20.33%,36.66%,27.67%,17.43%,12.70%,42.26%,23.37%,31.83%,36.74%,21.22%,24.87%,-,
23,Return on Assets (ROA),3.65%,4.76%,4.48%,7.74%,10.11%,6.31%,4.49%,7.15%,11.96%,8.14%,7.72%,4.36%,9.75%,-,-,-,-,6.81%,-,
24,Return on Capital (ROIC),5.85%,7.20%,6.71%,12.14%,14.92%,8.57%,6.21%,10.10%,17.06%,11.32%,10.76%,6.45%,15.27%,12.51%,10.45%,19.73%,17.76%,10.58%,-,
25,Return on Capital Employed (ROCE),13.34%,13.93%,18.04%,17.28%,17.13%,16.85%,18.72%,19.07%,21.40%,20.79%,20.00%,17.78%,16.32%,26.77%,28.05%,-,27.84%,-,11.06%,5.53%
26,Earnings Yield,2.08%,2.61%,3.16%,3.62%,3.43%,3.73%,3.81%,4.06%,5.39%,3.74%,3.48%,3.18%,2.92%,-,-,-,-,-,-,-
27,FCF Yield,1.21%,1.52%,1.51%,2.98%,3.07%,2.49%,4.05%,6.31%,7.35%,4.95%,1.68%,-2.58%,-3.40%,-,-,-,-,-,-,-
28,Dividend Yield,1.54%,-,-,-,2.26%,-,-,-,2.60%,-,-,-,2.15%,-,-,-,-,-,-,-
29,Payout Ratio,82.20%,450.03%,2.10%,1.17%,3.76%,-,198.70%,4.24%,0.28%,7.63%,171.69%,5.15%,7.20%,3.16%,1.71%,7.42%,3.73%,18.92%,67.07%,67.07%
30,Buyback Yield / Dilution,0.37%,-1.14%,-7.10%,7.21%,1.85%,5.43%,3.74%,-8.57%,-7.97%,-12.33%,-14.21%,-7.31%,-2.05%,1.23%,0.05%,-2.48%,-,-,-,-
31,Total Shareholder Return,1.92%,-1.14%,-7.10%,7.21%,4.11%,5.43%,3.74%,-8.57%,-5.38%,-12.33%,-14.21%,-7.31%,0.11%,1.23%,0.05%,-2.48%,-,-,-,-
