,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
26,Net Income Growth,-12.75%,18.23%,100.39%,231.71%,-21.38%,-64.43%,-63.95%,107.32%,65.37%,111.17%,9.04%,-84.29%,-48.38%,-35.31%,221.48%,-,-,-,-
27,Shares Outstanding (Basic),498,504,503,502,504,502,505,501,500,500,499,492,502,439,451,445,453,449,453
28,Shares Outstanding (Diluted),498,505,506,505,504,502,505,501,500,500,499,492,502,439,451,445,453,449,453
29,Shares Change (YoY),-1.13%,0.51%,0.19%,0.69%,0.73%,0.45%,1.26%,1.97%,-0.35%,14.03%,10.75%,10.49%,10.94%,-2.41%,-0.57%,-,-,-,-
30,EPS (Basic),0.26,0.16,0.14,0.12,0.29,0.14,0.07,0.04,0.38,0.38,0.19,0.02,0.23,0.21,0.19,0.13,0.49,0.31,0.06
31,EPS (Diluted),0.26,0.16,0.14,0.12,0.29,0.14,0.07,0.04,0.38,0.38,0.19,0.02,0.23,0.21,0.19,0.13,0.49,0.31,0.06
32,EPS Growth,-11.74%,17.63%,100.00%,229.43%,-21.95%,-64.59%,-64.40%,103.31%,65.96%,85.18%,-1.55%,-85.78%,-53.47%,-33.72%,223.33%,-,-,-,-
33,Free Cash Flow,-3.1,43.66,-81.47,260.66,277.19,-148.88,-165.15,-23.77,302.93,363.73,-322.42,-12.16,130.69,41.9,-156.95,284.13,183.1,-120.83,31.71
34,Free Cash Flow Per Share,-0.01,0.09,-0.16,0.52,0.55,-0.30,-0.33,-0.05,0.61,0.73,-0.65,-0.02,0.26,0.10,-0.35,0.64,0.40,-0.27,0.07
35,Dividend Per Share,-,-,-,0.320,-,-,-,0.300,-,-,-,0.124,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,6.67%,-,-,-,141.94%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,29.30%,26.90%,29.82%,25.54%,34.31%,25.73%,27.52%,19.27%,32.56%,18.79%,23.56%,18.77%,25.02%,21.41%,26.19%,23.19%,33.86%,27.96%,32.05%
38,Operating Margin,9.95%,1.42%,4.73%,-0.96%,12.50%,-0.52%,3.55%,-9.56%,15.00%,3.49%,6.73%,-4.94%,8.72%,6.45%,6.03%,0.19%,17.06%,11.83%,5.10%
39,Profit Margin,6.62%,5.13%,4.87%,3.87%,7.45%,4.28%,2.32%,1.25%,8.87%,9.02%,5.32%,0.50%,6.08%,6.13%,6.70%,3.87%,13.17%,9.73%,3.40%
40,Free Cash Flow Margin,-0.16%,2.79%,-5.76%,16.10%,13.89%,-9.39%,-11.15%,-1.57%,14.21%,17.17%,-17.98%,-0.67%,6.95%,2.84%,-12.03%,18.95%,10.88%,-8.41%,3.96%
41,EBITDA,227.83,54.35,99.74,17.18,285.31,26.66,88.57,-108.83,351.74,109.25,152.46,-58.09,193.69,124.92,108.46,34.44,317.77,200.73,71.69
42,EBITDA Margin,11.62%,3.47%,7.05%,1.06%,14.30%,1.68%,5.98%,-7.19%,16.50%,5.16%,8.50%,-3.19%,10.31%,8.47%,8.32%,2.30%,18.89%,13.98%,8.96%
43,D&A For EBITDA,32.8,32.11,32.8,32.8,35.92,34.97,35.92,35.92,31.87,35.24,31.87,31.87,29.89,29.89,29.85,31.58,30.88,30.88,30.88
44,EBIT,195.04,22.24,66.95,-15.62,249.39,-8.31,52.65,-144.74,319.87,74.01,120.59,-89.95,163.8,95.02,78.61,2.87,286.89,169.86,40.81
45,EBIT Margin,9.95%,1.42%,4.73%,-0.96%,12.50%,-0.52%,3.55%,-9.56%,15.00%,3.49%,6.72%,-4.94%,8.72%,6.45%,6.03%,0.19%,17.06%,11.83%,5.10%
46,Effective Tax Rate,7.75%,1.59%,-,1.94%,8.82%,-,-,-,14.39%,11.07%,-,-,5.74%,-,-,-,12.56%,6.51%,6.74%
47,Revenue as Reported,1961,1565,1414,1619,1995,1586,1481,1514,2132,2118,1793,1819,1879,1474,1304,1499,1682,1436,800.43
48,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.24
