,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
10,Interest & Investment Income,2.91,2.68,2.87,2.9,2.61,2.44,2.45,4.59,1.1,0.61,0.27,0.73,0.06,-,0.87
11,Other Non Operating Income (Expenses),1.85,-1.98,-0.01,0.54,-0.05,-0.36,-0.06,-2.06,1.07,-1.13,-0.31,-5.21,1.45,3.34,0.08
12,EBT Excluding Unusual Items,-14.42,-29.51,-4.71,-24.26,-11.99,-11.65,13.82,28.25,31.89,7.97,16.09,36.14,8.33,14.89,13.84
13,Impairment of Goodwill,-,-,-,-1.79,-,-,-,-,-,-,-,-,-,-,-
14,Gain (Loss) on Sale of Investments,0.16,0.29,0.41,0.37,0.11,0.08,0.08,-1.9,2.13,-,-,-,-,-,-
15,Gain (Loss) on Sale of Assets,1.07,-,-,-,-,0.03,-,-,-,-,-,-,-,-,-
16,Asset Writedown,7.13,0.23,-0.23,-5.07,5.07,1.47,-1.82,6.63,-6.88,3.1,-3.1,-0.78,0.78,-,-
17,Legal Settlements,-,-,-,-,-0.05,0.05,-,-,-,-,-,-,-,-,-
18,Other Unusual Items,-1.28,-0.11,0.01,1.87,-,-,-,0.21,-,-,-,7.74,-,-1.52,1.52
19,Pretax Income,-7.35,-29.11,-4.52,-28.88,-6.86,-10.03,12.08,33.19,27.14,11.07,12.99,43.1,9.11,13.37,15.36
20,Income Tax Expense,-0.91,-5.72,-0.65,-4.61,-0.79,-2.1,1.42,4.23,3.57,0.93,1.49,5.36,0.85,1.53,2.17
21,Earnings From Continuing Operations,-6.44,-23.39,-3.87,-24.26,-6.07,-7.92,10.66,28.96,23.57,10.14,11.5,37.74,8.26,11.84,13.19
22,Minority Interest in Earnings,0.09,0.15,-0.07,-0.36,0.15,0.29,-0.05,0.09,-0.04,-0.13,-0.13,-0.19,-0.11,-0.08,0
23,Net Income,-6.36,-23.24,-3.94,-24.62,-5.91,-7.63,10.61,29.05,23.53,10.01,11.37,37.56,8.14,11.76,13.19
24,Net Income to Common,-6.36,-23.24,-3.94,-24.62,-5.91,-7.63,10.61,29.05,23.53,10.01,11.37,37.56,8.14,11.76,13.19
25,Net Income Growth,-,-,-,-,-,-,-6.70%,-22.66%,188.96%,-14.87%,-13.77%,-,-,-,-
26,Shares Outstanding (Basic),156,156,156,157,125,127,156,156,156,143,117,117,117,117,117
27,Shares Outstanding (Diluted),156,156,156,157,125,127,156,156,156,143,117,117,117,117,117
28,Shares Change (YoY),25.19%,23.03%,0.15%,0.83%,-20.20%,-11.44%,33.37%,32.95%,33.37%,22.18%,0.00%,-,-,-,-
29,EPS (Basic),-0.04,-0.15,-0.03,-0.16,-0.05,-0.06,0.07,0.19,0.15,0.07,0.10,0.32,0.07,0.10,0.11
30,EPS (Diluted),-0.04,-0.15,-0.03,-0.16,-0.05,-0.06,0.07,0.19,0.15,0.07,0.10,0.32,0.07,0.10,0.11
31,EPS Growth,-,-,-,-,-,-,-30.04%,-41.83%,116.67%,-28.41%,-13.77%,-,-,-,-
32,Free Cash Flow,4.62,-48.16,-41.24,61.91,-6.46,-29.27,-26.42,20.23,-44.99,-29.18,-114.87,20.48,7.14,2.36,-66.14
33,Free Cash Flow Per Share,0.03,-0.31,-0.26,0.39,-0.05,-0.23,-0.17,0.13,-0.29,-0.20,-0.98,0.18,0.06,0.02,-0.57
34,Dividend Per Share,-,-,-,-,-,-,-,0.023,-,0.231,-,-,-,-,-
35,Gross Margin,32.48%,41.97%,21.39%,11.80%,12.31%,26.54%,30.95%,47.82%,28.96%,35.77%,33.69%,31.56%,22.61%,28.04%,23.89%
36,Operating Margin,-44.34%,-53.09%,-27.45%,-92.09%,-69.27%,-18.18%,20.76%,19.90%,20.87%,8.01%,23.84%,16.05%,9.97%,11.16%,17.38%
37,Profit Margin,-16.48%,-46.31%,-16.17%,-85.50%,-30.49%,-11.07%,17.45%,21.36%,15.86%,8.37%,15.82%,14.48%,10.46%,10.65%,17.79%
38,Free Cash Flow Margin,11.98%,-95.96%,-169.31%,214.99%,-33.31%,-42.48%,-43.45%,14.88%,-30.32%,-24.42%,-159.74%,7.90%,9.17%,2.13%,-89.20%
39,EBITDA,-16.17,-25.61,-5.75,-25.58,-12.82,-11.7,13.24,27.67,31.28,9.96,24,41.93,8.12,12.67,13.17
40,EBITDA Margin,-41.92%,-51.03%,-23.61%,-88.84%,-66.08%,-16.98%,21.78%,20.35%,21.07%,8.33%,33.37%,16.17%,10.42%,11.48%,17.76%
41,D&A For EBITDA,0.94,1.03,0.94,0.94,0.62,0.82,0.62,0.62,0.3,0.38,6.86,0.3,0.35,0.35,0.28
42,EBIT,-17.1,-26.64,-6.69,-26.52,-13.43,-12.53,12.62,27.06,30.98,9.58,17.14,41.63,7.76,12.32,12.89
43,EBIT Margin,-44.34%,-53.09%,-27.45%,-92.09%,-69.27%,-18.18%,20.76%,19.90%,20.87%,8.01%,23.84%,16.05%,9.97%,11.16%,17.38%
44,Effective Tax Rate,-,-,-,-,-,-,11.74%,12.76%,13.16%,8.38%,11.48%,12.43%,9.36%,11.43%,14.12%
45,Revenue as Reported,38.57,50.18,24.36,28.8,19.39,68.91,60.8,135.98,148.41,119.51,71.91,259.36,77.89,110.36,74.15
