,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
35,Total Common Equity,1915,1812,1805,1813,1779,1728,1750,1732,1720,1684,1727,1670,1613,1545,1595,1566,689.46,657.66,599.28,599.28
36,Minority Interest,64.91,63.54,63.37,63.37,58.65,55.36,56.93,58.2,58.05,57.16,55.62,53.69,58.31,55.54,53.76,53.67,52.83,52.37,-,50.01
37,Shareholders' Equity,1980,1876,1869,1876,1838,1784,1807,1790,1778,1742,1782,1723,1671,1600,1649,1620,742.29,710.03,649.29,649.29
38,Total Liabilities & Equity,2541,2428,2406,2555,2500,2436,2382,2410,2368,2332,2377,2279,2150,1949,1998,2011,1097,1003,-,990.81
39,Total Debt,235.11,243.42,223.35,249.91,281.76,293.82,243.46,228.3,235.79,233.37,218.35,178.72,172.93,121.75,141.26,128.22,130,73.11,124.43,124.43
40,Net Cash (Debt),470.13,401.22,434.22,560.26,462.56,439.62,495.28,548.63,516.39,584.05,710.41,753.46,781.58,814.12,906.33,954.57,67.28,127.62,99.72,99.72
41,Net Cash Growth,1.64%,-8.73%,-12.33%,2.12%,-10.42%,-24.73%,-30.28%,-27.18%,-33.93%,-28.26%,-21.62%,-21.07%,1061.65%,537.90%,808.87%,857.25%,-,-,-,-
42,Net Cash Per Share,1.68,1.38,1.54,1.98,1.64,1.52,1.75,1.94,1.83,2.06,2.51,2.66,2.76,2.88,3.20,3.68,0.32,0.60,0.47,0.48
43,Filing Date Shares Outstanding,280.12,280.51,280.78,282.97,282.88,282.88,282.88,282.88,282.88,282.88,282.88,282.88,282.88,282.88,282.88,282.88,282.88,212.16,212.22,212.16
44,Total Common Shares Outstanding,280.12,280.51,280.78,282.97,282.88,282.88,282.88,282.88,282.88,282.88,282.88,282.88,282.88,282.88,282.88,282.88,212.16,212.16,212.22,212.16
45,Working Capital,570.69,459.31,459.65,445.76,461.06,407.67,526.95,-,530.22,549.63,643.87,648.37,741.46,802.28,904.53,872.78,58.15,95.63,-,72.75
46,Book Value Per Share,6.84,6.46,6.43,6.41,6.29,6.11,6.19,6.12,6.08,5.95,6.10,5.90,5.70,5.46,5.64,5.54,3.25,3.10,2.82,2.82
47,Tangible Book Value,1740,1653,1646,1651,1626,1573,1598,-,1582,1551,1599,1542,1490,1441,1490,1462,598.11,577.55,520.68,520.68
48,Tangible Book Value Per Share,6.21,5.89,5.86,5.84,5.75,5.56,5.65,5.59,5.59,5.48,5.65,5.45,5.27,5.09,5.27,5.17,2.82,2.72,2.45,2.45
49,Buildings,-,650.73,-,-,-,488.03,-,-,-,371.73,-,368.76,-,263.32,-,260.42,-,253.54,-,250.05
50,Machinery,-,860.29,-,-,-,622.84,-,-,-,481.68,-,461.87,-,317.32,-,312.14,-,300.93,-,288.87
51,Construction In Progress,-,92.42,-,-,-,415.54,-,-,-,484.73,-,304.59,-,297.19,-,225.91,-,123.31,-,103.93
