,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
22,Earnings From Continuing Ops.,102.1,60,0.39,50.21,64.83,28.65,11.77,16.45,31.18,61.16,54.96,59.77,71.22,47.43,27.73,40.63,31.94,48.52,8.13,48.06
23,Minority Interest in Earnings,-0.03,0.71,1.76,-5.42,-1.21,2.3,2,0.26,-0.22,-1.39,-1.7,-1.46,-2.84,-1.76,-0,-2.45,-0.93,-2.11,-0.03,-2.71
24,Net Income,102.06,60.7,2.14,44.79,63.62,30.95,13.77,16.71,30.96,59.77,53.26,58.31,68.39,45.66,27.73,38.17,31.01,46.41,8.11,45.34
25,Net Income to Common,102.06,60.7,2.14,44.79,63.62,30.95,13.77,16.71,30.96,59.77,53.26,58.31,68.39,45.66,27.73,38.17,31.01,46.41,8.11,45.34
26,Net Income Growth,60.43%,96.10%,-84.43%,168.00%,105.48%,-48.21%,-74.15%,-71.33%,-54.73%,30.89%,92.09%,52.74%,120.51%,-1.62%,242.00%,-15.81%,-,-,-,-
27,Shares Outstanding (Basic),280,281,282,283,283,283,283,283,283,283,283,283,283,283,283,259,212,212,212,209
28,Shares Outstanding (Diluted),280,290,282,283,283,290,283,283,283,283,283,283,283,283,283,259,212,212,212,209
29,Shares Change (YoY),-0.90%,-0.07%,-0.20%,0.04%,-0.02%,2.50%,-0.05%,-0.02%,0.06%,-0.02%,-0.03%,9.08%,33.41%,33.31%,33.31%,24.17%,-,-,-,-
30,EPS (Basic),0.36,0.22,0.01,0.16,0.22,0.11,0.05,0.06,0.11,0.21,0.19,0.21,0.24,0.16,0.10,0.15,0.15,0.22,0.04,0.22
31,EPS (Diluted),0.36,0.21,0.01,0.16,0.22,0.11,0.05,0.06,0.11,0.21,0.19,0.21,0.24,0.16,0.10,0.15,0.15,0.22,0.04,0.22
32,EPS Growth,61.88%,96.24%,-84.39%,167.89%,105.53%,-49.47%,-74.14%,-71.33%,-54.75%,30.92%,92.14%,40.03%,65.28%,-26.20%,156.54%,-32.20%,-,-,-,-
33,Free Cash Flow,69.9,29.07,-97.9,103.42,28.38,9.25,-51.79,32.79,-55.96,-34.38,-40.98,-23.24,-30.49,9.36,-49.86,48.53,-58.69,43.35,-11.23,121.47
34,Free Cash Flow Per Share,0.25,0.10,-0.35,0.37,0.10,0.03,-0.18,0.12,-0.20,-0.12,-0.14,-0.08,-0.11,0.03,-0.18,0.19,-0.28,0.20,-0.05,0.58
35,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,0.368,-,-,-,0.339,-,-,-,-
36,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,8.31%,-,-,-,-,-,-,-,-
37,Profit Margin,11.96%,9.42%,0.46%,7.31%,12.35%,7.25%,4.18%,6.67%,7.46%,13.58%,16.16%,15.44%,19.02%,17.03%,13.93%,14.46%,18.61%,20.44%,5.81%,16.70%
38,Free Cash Flow Margin,8.19%,4.51%,-21.17%,16.89%,5.51%,2.17%,-15.74%,13.08%,-13.49%,-7.81%,-12.43%,-6.15%,-8.48%,3.49%,-25.04%,18.38%,-35.22%,19.09%,-8.05%,44.72%
39,EBITDA,-,100.65,-,93.91,93.8,55.86,34.42,47.82,53.54,91.25,78.31,85.35,93.18,68.35,35.38,58.52,47.15,68.53,20.35,67.42
40,EBITDA Margin,-,15.63%,-,15.34%,18.21%,13.09%,10.46%,19.08%,12.91%,20.74%,23.76%,22.60%,25.92%,25.49%,17.77%,22.16%,28.29%,30.17%,14.59%,24.82%
41,D&A For EBITDA,-,28.53,-,22.79,18.55,20.78,18.55,18.69,12.81,18.1,12.81,12.81,11.45,12.62,11.45,11.45,10.03,11.05,10.03,10.03
42,EBIT,120.27,72.12,4.92,71.12,75.24,35.08,15.87,29.13,40.73,73.15,65.5,72.54,81.73,55.74,23.93,47.07,37.12,57.48,10.32,57.39
43,EBIT Margin,14.10%,11.20%,1.06%,11.62%,14.61%,8.22%,4.82%,11.62%,9.82%,16.62%,19.87%,19.21%,22.73%,20.79%,12.02%,17.82%,22.27%,25.31%,7.40%,21.13%
44,Effective Tax Rate,13.12%,14.43%,88.05%,18.51%,10.35%,17.33%,27.09%,30.13%,19.52%,17.46%,17.12%,21.14%,15.05%,16.11%,15.98%,18.59%,13.46%,15.93%,18.90%,15.34%
45,Revenue as Reported,853.22,644.1,462.48,-,514.95,426.83,329.06,-,414.85,440,329.62,377.68,359.49,268.15,199.09,264.07,166.64,227.11,139.49,893.29
