,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
22,Current Portion of Leases,-,1.79,1.86,1.69,2.12,1.26,1.54,2.48,2.45,2.48,2.41,2.32,2.31,-,-,-,-,-,-,-
23,Current Income Taxes Payable,-,9.4,4.2,10.05,0.52,4.93,2.84,4.91,0.75,9.08,5.5,6.07,1.78,6.93,5.47,3.39,11.63,-,1.02,-
24,Current Unearned Revenue,-,8.58,7.23,13.34,8.4,7.64,10.13,12.39,7.68,12.06,10.76,14.55,17.06,30.58,24.87,23.39,22,-,9.54,-
25,Other Current Liabilities,-,26.59,27.59,26.51,25.18,23.86,24.21,26.34,23.64,25.39,50.37,25.69,23.04,23.66,23.54,39.07,23.43,-,93.88,-
26,Total Current Liabilities,-,499.13,443.04,388.06,375.15,450.28,382.12,342.46,292.8,293.44,438.42,447.62,310.79,283.26,235.7,272.38,232.95,-,244.09,-
27,Long-Term Debt,-,10.82,9.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,Long-Term Leases,-,13.92,13.91,14.38,14.01,9.6,7.82,8.27,8.67,9.02,9.77,9.91,10.58,-,-,-,-,-,-,-
29,Long-Term Unearned Revenue,-,14.13,10.54,9.15,9.82,12.15,16.51,19.79,21.64,9.47,8.24,7.14,7.06,8.73,10.4,11.81,13.76,-,12.26,-
30,Long-Term Deferred Tax Liabilities,-,4.44,4.46,4.73,4.19,1.46,1.52,1.41,2.93,1.01,1.03,1.06,1.09,1.11,1.14,1.15,1.13,-,1.08,-
31,Total Liabilities,-,542.44,481.71,416.31,403.17,473.49,407.97,371.93,326.04,312.95,457.46,465.73,329.53,293.1,247.24,285.33,247.84,-,257.44,-
32,Common Stock,-,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,73.66,-,73.66,-
33,Additional Paid-In Capital,-,651.45,651.45,651.45,651.45,651.45,651.45,651.45,651.45,651.47,651.47,651.47,651.47,651.47,651.47,651.47,397.53,-,397.18,-
34,Retained Earnings,-,431.72,420.75,421.87,412.09,395.14,386.69,388.39,377.71,360.62,354.83,362.59,347.14,315.11,299.64,295.7,281.46,-,177.11,-
35,Comprehensive Income & Other,-,8.04,-9.24,-5.33,-3.12,-4.3,-2.19,-8.23,-11.35,-16.22,-13.78,-9.67,-10.55,-9.05,-6.51,-7.48,-6.4,-,-7.13,-
36,Total Common Equity,1195,1195,1167,1172,1164,1146,1140,1135,1121,1100,1096,1108,1092,1061,1048,1043,746.25,-,640.82,638
37,Minority Interest,-,14.99,14.24,13.84,13.7,12.49,12.11,11.53,11.07,11.02,10.6,10.15,-0.02,0,0,0,-,-,0,-
38,Shareholders' Equity,1210,1210,1181,1185,1178,1158,1152,1147,1133,1111,1107,1118,1092,1061,1048,1043,746.25,-,640.82,638
39,Total Liabilities & Equity,-,1752,1663,1602,1581,1632,1560,1519,1459,1423,1564,1584,1421,1354,1295,1329,994.09,-,898.26,-
40,Total Debt,229.95,229.95,199.02,161.55,163.83,190,155.44,147.05,106.91,79.52,131.45,123.84,82.38,44.36,35.88,33.31,35.67,-,39.21,50.67
41,Net Cash (Debt),-56.93,-56.93,7.23,52.77,151.36,-21.17,128.43,52.81,215.63,114.23,230.89,170.58,305.53,266.4,308.66,323.85,69.94,-,76.23,112.45
42,Net Cash Growth,-,-,-94.37%,-0.07%,-29.80%,-,-44.37%,-69.04%,-29.43%,-57.12%,-25.19%,-47.33%,336.82%,-,304.92%,188.00%,-,-,-,-
43,Net Cash Per Share,-0.57,-0.57,0.07,0.49,1.42,-0.20,1.31,0.49,2.01,1.13,2.16,1.66,2.82,2.64,4.07,3.18,0.92,-,1.06,1.51
44,Filing Date Shares Outstanding,100.71,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,73.66,73.05,73.66,74.55
45,Total Common Shares Outstanding,100.71,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,103.66,73.66,73.05,73.66,74.55
46,Working Capital,-,731.4,706.39,717.84,703.64,700.81,706.83,742.34,756.64,750.55,770.14,793.66,773.96,759.17,749.73,746.04,450.75,-,342.57,-
47,Book Value Per Share,11.53,11.53,11.25,11.30,11.23,11.05,10.99,10.95,10.82,10.61,10.57,10.69,10.53,10.24,10.11,10.07,10.13,-,8.70,8.66
48,Tangible Book Value,1131,1131,1104,1110,1101,1082,1075,1071,1057,1036,1032,1043,1027,995.9,981.72,976.42,678.06,-,588.14,591.55
49,Tangible Book Value Per Share,10.91,10.91,10.65,10.71,10.62,10.44,10.37,10.33,10.20,9.99,9.95,10.06,9.90,9.61,9.47,9.42,9.21,-,7.98,8.03
50,Buildings,-,-,283.29,-,284.92,-,255.76,-,177.75,-,177.8,-,178.56,-,173.99,-,173.65,-,168.96,-
51,Machinery,-,-,268.49,-,225.53,-,195.49,-,186.5,-,180.85,-,177.23,-,159.64,-,154.37,-,136.01,-
52,Construction In Progress,-,-,15.11,-,34.41,-,65.56,-,86.36,-,40.72,-,18.2,-,7.82,-,3.48,-,43.92,-
