,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,3003,50.75,60.46,47.43,55.27,50.11,32.11,37.02,43.24,42.11,40.83,36.83,69.65,34.02,36.88,36.23,51.2,31.28,25.64,19.39
10,Operating Income,32.73,5.83,16.63,9.33,-0.27,12.51,18.32,16.23,-0.09,7.83,20.52,12.16,1.07,16.74,25.57,16.43,3.42,14.99,20.32,8.8
11,Interest Expense,-1.27,-2.13,-1.69,-1.27,-1.64,-1.39,-1.09,-0.85,-0.85,-3.51,-3.52,-0.86,-0.99,-,-0.95,-0.28,-0.55,-0.51,-1.08,-0.65
12,Interest & Investment Income,5.1,0.71,0.21,0.36,0.51,0.26,0.46,0.14,0.75,-,-,5.63,8.97,3.66,1.44,0.19,0.07,0.39,-,0.54
13,Currency Exchange Gain (Loss),-,-1.06,1.06,-,1.85,-1.3,1.3,-,9.11,-1.82,1.82,-,0.74,-0.12,0.12,-,0.16,0.21,-0.21,-
14,Other Non Operating Income (Expenses),-2.18,2,-0.3,-0.07,-1.87,-0.57,-0.57,0.47,-11.82,11.31,-2.24,1.12,-1.96,-1.23,0.59,0.57,-7.77,3.09,4.03,-0.3
15,EBT Excluding Unusual Items,34.37,5.34,15.91,8.35,-1.41,9.51,18.42,16,-2.91,13.8,16.59,18.05,7.83,19.05,26.77,16.91,-4.67,18.17,23.05,8.4
16,Gain (Loss) on Sale of Investments,8.15,-1.13,-4.75,-2.27,-0.31,-0.19,1.47,-1.83,-2.01,-3.33,1.75,0.28,-0.13,0.3,-0.05,-0.04,-0.31,-0.21,0.64,-
17,Gain (Loss) on Sale of Assets,-2.7,2.21,0.49,-,10.46,0.31,-0.04,-,0.54,0,0.01,-,-0.13,-0.01,0.1,0,75.31,-0.01,0.37,-
18,Asset Writedown,-,-,-,-,-,-,-,-,-2.67,-,-0.71,-,-,-,-,-,-,-,-,-
19,Other Unusual Items,-20.75,6.56,7.88,6.31,9.51,-0.05,0.05,-,20.31,-4.85,4.85,-,15.32,-0.01,0.01,-,27.84,0.03,-0.03,-
20,Pretax Income,19.08,12.99,19.52,12.39,18.24,9.58,19.9,14.17,13.27,5.63,22.5,18.34,22.9,19.33,26.84,16.88,98.17,17.98,24.03,8.4
21,Income Tax Expense,2.14,1.26,-0.5,2.47,-0.6,0.74,0.28,3.03,-3.86,-0.57,4.92,2.73,-9.11,3.86,7.34,2.64,9.16,2.63,3.67,0.95
22,Earnings From Continuing Operations,16.94,11.72,20.01,9.92,18.84,8.84,19.61,11.14,17.13,6.2,17.58,15.61,32.01,15.46,19.5,14.24,89.01,15.34,20.36,7.45
23,Minority Interest in Earnings,1.3,-0.75,-0.41,-0.14,-1.89,-0.39,-0.58,-0.46,-0.05,-0.4,-0.47,-0.15,0.02,-,-,-,-,0,-0,-
24,Net Income,18.23,10.97,19.61,9.78,16.95,8.45,19.04,10.68,17.08,5.8,17.11,15.45,32.03,15.46,19.5,14.24,89.01,15.34,20.36,7.45
25,Net Income to Common,18.23,10.97,19.61,9.78,16.95,8.45,19.04,10.68,17.08,5.8,17.11,15.45,32.03,15.46,19.5,14.24,89.01,15.34,20.36,7.45
26,Net Income Growth,7.54%,29.88%,3.01%,-8.44%,-0.76%,45.72%,11.27%,-30.89%,-46.67%,-62.51%,-12.25%,8.56%,-64.01%,0.80%,-4.25%,90.97%,-,-,-,-
27,Shares Outstanding (Basic),101,101,101,109,107,105,98,107,107,101,107,103,108,101,76,102,76,73,72,75
28,Shares Outstanding (Diluted),101,101,101,109,107,105,98,107,107,101,107,103,108,101,76,102,76,73,72,75
29,Shares Change (YoY),-5.48%,-3.78%,3.18%,1.74%,-0.81%,3.52%,-8.32%,3.66%,-0.84%,0.02%,41.12%,1.32%,42.74%,38.18%,5.57%,36.41%,-,-,-,-
30,EPS (Basic),0.18,0.11,0.19,0.09,0.16,0.08,0.19,0.10,0.16,0.06,0.16,0.15,0.30,0.15,0.26,0.14,1.17,0.21,0.28,0.10
31,EPS (Diluted),0.18,0.11,0.19,0.09,0.16,0.08,0.19,0.10,0.16,0.06,0.16,0.15,0.30,0.15,0.26,0.14,1.17,0.21,0.28,0.10
32,EPS Growth,13.77%,34.98%,-0.16%,-10.00%,0.05%,40.76%,21.37%,-33.33%,-46.21%,-62.51%,-37.82%,7.14%,-74.79%,-27.05%,-9.30%,40.00%,-,-,-,-
33,Free Cash Flow,-,-65.32,-38.97,-86.3,32.1,-25.09,18.9,-113.43,57.45,-20.06,54.36,-139.82,52.51,-47.46,10.11,-84.4,74.13,-88.13,42.2,-51.54
34,Free Cash Flow Per Share,-,-0.65,-0.38,-0.79,0.30,-0.24,0.19,-1.06,0.53,-0.20,0.51,-1.36,0.48,-0.47,0.13,-0.83,0.98,-1.21,0.59,-0.69
35,Dividend Per Share,-,-,-,-,0.200,-,-,-,0.200,-,-,-,0.240,-,-,-,0.150,-,-,-
36,Dividend Growth,-,-,-,-,0%,-,-,-,-16.67%,-,-,-,60.00%,-,-,-,-,-,-,-
37,Gross Margin,349.89%,6.70%,9.05%,8.58%,8.16%,8.48%,7.64%,8.76%,6.67%,8.78%,7.63%,6.44%,8.83%,7.12%,8.99%,9.19%,10.30%,9.86%,11.07%,8.76%
38,Operating Margin,3.77%,0.69%,1.95%,1.41%,-0.04%,1.69%,2.77%,2.67%,-0.01%,1.38%,2.55%,1.60%,0.13%,2.35%,3.68%,2.87%,0.64%,3.20%,4.89%,2.74%
39,Profit Margin,2.10%,1.30%,2.30%,1.48%,2.51%,1.14%,2.88%,1.76%,2.64%,1.02%,2.13%,2.03%,4.00%,2.17%,2.81%,2.49%,16.79%,3.27%,4.90%,2.32%
40,Free Cash Flow Margin,-,-7.73%,-4.57%,-13.05%,4.76%,-3.40%,2.86%,-18.66%,8.88%,-3.53%,6.76%,-18.39%,6.55%,-6.66%,1.46%,-14.74%,13.98%,-18.78%,10.16%,-16.02%
41,EBITDA,39.04,12.14,24.79,15.64,6.05,18.37,29.21,22.1,5.78,13.45,26.64,17.74,6.69,21.73,30.96,21.42,8.41,19.27,25.1,13.08
42,EBITDA Margin,4.50%,1.44%,2.91%,2.37%,0.90%,2.49%,4.42%,3.64%,0.89%,2.36%,3.31%,2.33%,0.83%,3.05%,4.46%,3.74%,1.59%,4.11%,6.04%,4.07%
43,D&A For EBITDA,6.32,6.32,8.17,6.32,6.32,5.87,10.89,5.87,5.87,5.61,6.12,5.58,5.61,4.99,5.39,4.99,4.99,4.28,4.79,4.28
44,EBIT,32.73,5.83,16.63,9.33,-0.27,12.51,18.32,16.23,-0.09,7.83,20.52,12.16,1.07,16.74,25.57,16.43,3.42,14.99,20.32,8.8
45,EBIT Margin,3.77%,0.69%,1.95%,1.41%,-0.04%,1.69%,2.77%,2.67%,-0.01%,1.38%,2.55%,1.60%,0.13%,2.35%,3.68%,2.87%,0.64%,3.20%,4.89%,2.74%
46,Effective Tax Rate,11.22%,9.74%,-,19.93%,-,7.76%,1.41%,21.39%,-,-,21.87%,14.90%,-,19.99%,27.34%,15.64%,9.33%,14.65%,15.26%,11.28%
47,Revenue as Reported,-,845.05,852.16,661.19,674.31,738.39,660.38,607.93,646.59,568.96,804.6,760.43,801.02,712.58,694.49,572.72,530.23,469.17,415.28,321.62
