,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
24,Current Income Taxes Payable,-,4.91,0.01,1.3,0.77,4.59,0.15,4.08,0.18,6.92,0.66,3.42,0.17,6.2,0.29,4.8,0.3,-,-,-
25,Current Unearned Revenue,-,1.8,1.69,1.52,0.6,0.96,0.9,0.94,0.81,0.27,0.29,0.61,0.5,0.68,0.88,-,0.4,-,0.69,-
26,Other Current Liabilities,-,12.47,12.87,18.61,23.21,24.92,18.51,23.07,20.38,8.17,6.03,9.92,8.13,13.3,12.98,18.57,9.11,-,8.57,-
27,Total Current Liabilities,-,273.73,280.69,271.39,324.02,311.17,269.27,286.86,312.1,136.65,158.35,164.95,193.97,246.43,222.68,196.71,193.45,-,173.87,-
28,Long-Term Debt,-,71.52,60.31,60.31,-,25.5,28.5,30,30,-,-,-,-,-,-,-,-,-,-,-
29,Long-Term Leases,-,47.66,48.7,49.72,12.24,14.3,14.14,13.99,14.62,16.19,17.07,18.09,5.08,9.97,10.89,-,-,-,-,-
30,Long-Term Unearned Revenue,-,12.53,12.93,6.17,6.35,4.37,4.51,4.65,4.69,4.83,3.27,3.35,3.43,3.51,3.59,3.67,3.75,-,2.88,-
31,Long-Term Deferred Tax Liabilities,-,7.63,7.84,8.05,2.09,2.27,2.46,0.11,2.87,0.02,0.01,0.01,0.01,0.04,0.05,-,-,-,-,-
32,Total Liabilities,-,413.07,410.46,395.64,344.7,357.6,318.89,335.6,364.28,157.68,178.71,186.4,202.5,259.96,237.2,200.39,197.2,-,176.75,-
33,Common Stock,-,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,100,100,-,100,-
34,Additional Paid-In Capital,-,304.24,303.06,302.32,300.86,302.7,299.45,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,-,130.16,-,130.16,-
35,Retained Earnings,-,249.43,251.99,256.75,258.01,254.76,253.18,260.57,254.55,250.6,228.36,221.08,217.98,210.99,189.86,168.15,153.91,-,120.87,-
36,Comprehensive Income & Other,-,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,0,-,-,130.16,-,-,-,-
37,Shareholders' Equity,687.06,687.06,688.44,692.47,692.26,690.85,686.03,690.79,684.76,680.81,658.58,651.3,648.2,641.2,620.08,398.31,384.07,-,351.03,327.52
38,Total Liabilities & Equity,-,1100,1099,1088,1037,1048,1005,1026,1049,838.49,837.29,837.7,850.69,901.16,857.28,598.69,581.26,-,527.78,-
39,Total Debt,191.13,191.13,188.57,190.73,84.44,86.85,66.29,59.7,60.72,20.6,21.35,22.4,15.01,16.77,18.89,14.8,6.8,-,19.09,21.75
40,Net Cash (Debt),-57.37,-57.37,-19.53,-11.54,76.51,116.39,144.36,181.2,243.99,255.59,240.33,222.25,242.69,282.94,244.21,27.76,40.61,-,45.89,4.81
41,Net Cash Growth,-,-,-,-,-68.64%,-54.46%,-39.93%,-18.47%,0.54%,-9.67%,-1.59%,700.51%,497.64%,-,432.20%,477.56%,-,-,-,-
42,Net Cash Per Share,-0.17,-0.36,-0.14,-0.09,0.52,0.84,1.12,1.45,1.85,2.00,2.06,1.43,1.78,2.14,1.99,0.27,0.38,-,0.46,0.05
43,Filing Date Shares Outstanding,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,100,93.81,100,104.8
44,Total Common Shares Outstanding,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,133.39,100,100,93.81,100,104.8
45,Working Capital,-,117.69,143.02,149.47,116.6,145.04,170.15,193.62,224.91,355.35,342.5,339.15,343.96,388.98,362.59,143.81,135.96,-,124.02,-
46,Book Value Per Share,5.15,5.15,5.16,5.19,5.19,5.18,5.14,5.18,5.13,5.10,4.94,4.88,4.86,4.81,4.65,3.98,3.84,-,3.51,3.25
47,Tangible Book Value,662.74,662.74,663.98,667.88,667.54,665.99,660.96,665.51,659.28,655.13,632.75,625.18,621.77,614.37,593.5,371.31,376.94,-,343.38,319.33
48,Tangible Book Value Per Share,4.97,4.97,4.98,5.01,5.00,4.99,4.96,4.99,4.94,4.91,4.74,4.69,4.66,4.61,4.45,3.71,3.77,-,3.43,3.17
49,Buildings,-,-,97.42,-,97.42,-,97.28,-,97.28,-,82.72,-,81.99,-,80.66,-,80.03,-,63.07,-
50,Machinery,-,-,435.34,-,431.81,-,432.25,-,431.78,-,266.37,-,265.14,-,264.15,-,252.87,-,234.04,-
51,Construction In Progress,-,-,224.34,-,160.75,-,127.04,-,76.61,-,65.55,-,7.82,-,-,-,-,-,13.97,-
