,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
32,Total Liabilities,2180,2593,2566,2040,1622,964.72,562.97,451.93,444.8,567.08,-,563.16,-,-,-,322.65,322.65,316.59,316.59
33,Common Stock,103.86,103.86,103.86,103.86,103.86,103.86,103.86,103.86,103.86,103.86,-,77.89,-,-,-,77.89,77.89,77.89,77.89
34,Additional Paid-In Capital,916.04,916.04,916.04,916.04,906.32,914.93,914.23,916.04,926.66,926.66,-,280.93,-,-,-,280.93,280.93,280.93,280.93
35,Retained Earnings,761.83,733.16,767.37,732.94,725.32,686.07,652.21,614.14,565.9,489.85,-,351.71,-,-,-,184.17,184.17,145.25,145.25
36,Treasury Stock,-46.99,-35,-35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,0.29,0.78,1.33,0.97,-,1.02,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Total Common Equity,1735,1719,1754,1754,1736,1706,1670,1634,1596,1520,710.54,710.54,-,-,542.99,542.99,542.99,504.07,504.07
39,Minority Interest,127.06,133.4,132.17,124.72,111.99,110.72,113,107.02,65.12,50.37,-,44.65,-,-,-,37.84,37.84,38.27,38.27
40,Shareholders' Equity,1862,1852,1886,1879,1847,1817,1783,1741,1662,1571,755.19,755.19,-,-,580.84,580.84,580.84,542.35,542.35
41,Total Liabilities & Equity,4042,4446,4452,3918,3470,2781,2346,2193,2106,2138,-,1318,-,-,-,903.48,903.48,858.94,858.94
42,Total Debt,1165,554.87,521.85,472.49,622.24,548.08,243.56,122.26,95.77,111.99,188.78,188.78,-,-,152.71,152.71,152.71,170.98,170.98
43,Net Cash (Debt),-578.71,317.42,476.8,760.24,82.18,98.93,551.3,640.86,754.22,689.77,33.65,33.65,-,-,-60.04,-60.04,-60.04,-78.03,-78.03
44,Net Cash Growth,-,220.85%,-13.51%,18.63%,-89.10%,-85.66%,1538.16%,1804.29%,-,-,-,-,-,-,-,-,-,-,-
45,Net Cash Per Share,-5.46,3.13,4.55,7.17,0.80,0.94,5.36,6.18,7.27,7.23,0.43,0.44,-,-,-0.77,-0.77,-0.77,-1.00,-1.00
46,Filing Date Shares Outstanding,101.79,102.47,102.47,102.47,103.86,103.86,103.86,103.86,103.86,103.86,77.48,77.34,79.28,77.55,77.55,77.89,77.89,77.89,77.89
47,Total Common Shares Outstanding,101.79,102.47,102.47,103.86,103.86,103.86,103.86,103.86,103.86,103.86,77.48,77.34,79.28,77.55,77.55,77.89,77.89,77.89,77.89
48,Working Capital,441.34,463.1,518.69,529.21,488.19,577.84,884.55,886.94,1045,1019,-,214.4,-,-,-,44.76,44.76,30.85,30.85
49,Book Value Per Share,17.05,16.77,17.11,16.89,16.71,16.42,16.08,15.73,15.37,14.64,9.19,9.19,-,-,6.97,6.97,6.97,6.47,6.47
50,Tangible Book Value,1122,1103,1134,1146,1142,1179,1199,1192,1291,1214,401.51,401.51,-,-,235.1,235.1,235.1,193.63,193.63
51,Tangible Book Value Per Share,11.02,10.76,11.07,11.04,10.99,11.36,11.54,11.47,12.43,11.69,5.19,5.19,-,-,3.02,3.02,3.02,2.49,2.49
52,Buildings,-,487.73,-,479.32,-,372.22,-,371.6,-,208.92,-,203.15,-,-,-,199.97,199.97,145.55,145.55
53,Machinery,-,272.12,-,248.41,-,174.86,-,109.16,-,91.85,-,78.85,-,-,-,68.5,68.5,67.63,67.63
54,Construction In Progress,-,53.75,-,50.24,-,64.13,-,8.65,-,9.78,-,7.39,-,-,-,2.16,2.16,29.42,29.42
